#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,Stopped,End of File
2476,03-25-2024 20:50:50,6.98,90.37,5.52,,,
2477,03-25-2024 21:00:50,6.69,91.56,5.42,,,
2478,03-25-2024 21:10:50,6.33,92.25,5.17,,,
2479,03-25-2024 21:20:50,6.05,93.15,5.03,,,
2480,03-25-2024 21:30:50,5.77,93.60,4.82,,,
2481,03-25-2024 21:40:50,5.63,94.30,4.79,,,
2482,03-25-2024 21:50:50,5.72,94.54,4.92,,,
2483,03-25-2024 22:00:50,5.76,94.47,4.94,,,
2484,03-25-2024 22:10:50,5.66,94.20,4.80,,,
2485,03-25-2024 22:20:50,5.47,93.95,4.57,,,
2486,03-25-2024 22:30:50,5.45,94.33,4.61,,,
2487,03-25-2024 22:40:50,5.45,94.61,4.65,,,
2488,03-25-2024 22:50:50,5.68,94.79,4.92,,,
2489,03-25-2024 23:00:50,5.92,94.74,5.14,,,
2490,03-25-2024 23:10:50,6.15,93.82,5.24,,,
2491,03-25-2024 23:20:50,6.14,93.35,5.16,,,
2492,03-25-2024 23:30:50,6.28,92.87,5.22,,,
2493,03-25-2024 23:40:50,6.35,92.14,5.17,,,
2494,03-25-2024 23:50:50,6.26,92.55,5.15,,,
2495,03-26-2024 00:00:50,6.26,92.32,5.11,,,
2496,03-26-2024 00:10:50,6.26,92.27,5.11,,,
2497,03-26-2024 00:20:50,6.31,91.81,5.09,,,
2498,03-26-2024 00:30:50,6.25,92.03,5.06,,,
2499,03-26-2024 00:40:50,6.16,92.30,5.01,,,
2500,03-26-2024 00:50:50,6.16,91.88,4.95,,,
2501,03-26-2024 01:00:50,6.24,91.62,4.98,,,
2502,03-26-2024 01:10:50,6.33,91.43,5.04,,,
2503,03-26-2024 01:20:50,6.40,91.36,5.10,,,
2504,03-26-2024 01:30:50,6.41,92.09,5.23,,,
2505,03-26-2024 01:40:50,6.37,92.90,5.31,,,
2506,03-26-2024 01:50:50,6.31,93.64,5.37,,,
2507,03-26-2024 02:00:50,6.31,94.11,5.44,,,
2508,03-26-2024 02:10:50,6.31,94.36,5.48,,,
2509,03-26-2024 02:20:50,6.25,94.56,5.45,,,
2510,03-26-2024 02:30:50,6.24,94.68,5.45,,,
2511,03-26-2024 02:40:50,6.22,94.89,5.46,,,
2512,03-26-2024 02:50:50,6.24,95.05,5.51,,,
2513,03-26-2024 03:00:50,6.21,95.08,5.48,,,
2514,03-26-2024 03:10:50,6.21,95.11,5.49,,,
2515,03-26-2024 03:20:50,6.20,94.93,5.45,,,
2516,03-26-2024 03:30:50,6.20,95.09,5.47,,,
2517,03-26-2024 03:40:50,6.17,95.27,5.48,,,
2518,03-26-2024 03:50:50,6.16,95.37,5.48,,,
2519,03-26-2024 04:00:50,6.20,95.27,5.50,,,
2520,03-26-2024 04:10:50,6.20,95.41,5.52,,,
2521,03-26-2024 04:20:50,6.17,95.40,5.50,,,
2522,03-26-2024 04:30:50,6.21,95.31,5.52,,,
2523,03-26-2024 04:40:50,6.22,95.34,5.53,,,
2524,03-26-2024 04:50:50,6.24,95.58,5.59,,,
2525,03-26-2024 05:00:50,6.24,95.62,5.60,,,
2526,03-26-2024 05:10:50,6.22,95.59,5.57,,,
2527,03-26-2024 05:20:50,6.21,95.67,5.57,,,
2528,03-26-2024 05:30:50,6.24,95.67,5.60,,,
2529,03-26-2024 05:40:50,6.23,95.67,5.59,,,
2530,03-26-2024 05:50:50,6.24,95.70,5.61,,,
2531,03-26-2024 06:00:50,6.20,95.62,5.55,,,
2532,03-26-2024 06:10:50,6.15,95.59,5.51,,,
2533,03-26-2024 06:20:50,6.09,95.67,5.45,,,
2534,03-26-2024 06:30:50,5.93,95.53,5.27,,,
2535,03-26-2024 06:40:50,5.75,95.70,5.12,,,
2536,03-26-2024 06:50:50,5.50,95.75,4.88,,,
2537,03-26-2024 07:00:50,5.57,96.34,5.04,,,
2538,03-26-2024 07:10:50,5.75,96.49,5.23,,,
2539,03-26-2024 07:20:50,5.91,96.49,5.40,,,
2540,03-26-2024 07:30:50,6.01,96.40,5.49,,,
2541,03-26-2024 07:40:50,6.12,96.28,5.58,,,
2542,03-26-2024 07:50:50,6.28,96.28,5.74,,,
2543,03-26-2024 08:00:50,6.48,96.28,5.93,,,
2544,03-26-2024 08:10:50,6.57,95.98,5.98,,,
2545,03-26-2024 08:20:50,6.85,96.06,6.27,,,
2546,03-26-2024 08:30:50,7.08,95.63,6.43,,,
2547,03-26-2024 08:40:50,7.18,94.31,6.34,,,
2548,03-26-2024 08:50:50,7.49,94.04,6.60,,,
2549,03-26-2024 09:00:50,7.54,93.05,6.49,,,
2550,03-26-2024 09:10:50,7.79,92.62,6.68,,,
2551,03-26-2024 09:20:50,7.54,92.01,6.33,,,
2552,03-26-2024 09:30:50,7.52,92.03,6.31,,,
2553,03-26-2024 09:40:50,7.44,91.53,6.16,,,
2554,03-26-2024 09:50:50,7.63,91.47,6.34,,,
2555,03-26-2024 10:00:50,7.54,91.16,6.20,,,
2556,03-26-2024 10:10:50,7.44,92.59,6.33,,,
2557,03-26-2024 10:20:50,7.68,93.16,6.65,,,
2558,03-26-2024 10:30:50,7.72,92.82,6.64,,,
2559,03-26-2024 10:40:50,7.65,93.52,6.68,,,
2560,03-26-2024 10:50:50,7.58,93.86,6.66,,,
2561,03-26-2024 11:00:50,7.78,94.44,6.95,,,
2562,03-26-2024 11:10:50,8.03,93.15,7.00,,,
2563,03-26-2024 11:20:50,8.01,93.41,7.02,,,
2564,03-26-2024 11:30:50,7.83,92.08,6.63,,,
2565,03-26-2024 11:40:50,7.78,93.55,6.82,,,
2566,03-26-2024 11:50:50,8.06,93.37,7.07,,,
2567,03-26-2024 12:00:50,8.24,93.83,7.32,,,
2568,03-26-2024 12:10:50,9.12,93.63,8.16,,,
2569,03-26-2024 12:20:50,9.80,90.52,8.33,,,
2570,03-26-2024 12:30:50,10.29,89.11,8.59,,,
2571,03-26-2024 12:40:50,9.93,86.82,7.85,,,
2572,03-26-2024 12:50:50,10.15,84.81,7.72,,,
2573,03-26-2024 13:00:50,10.54,84.19,7.99,,,
2574,03-26-2024 13:10:50,11.20,84.52,8.70,,,
2575,03-26-2024 13:20:50,11.75,81.81,8.76,,,
2576,03-26-2024 13:30:50,11.68,82.65,8.84,,,
2577,03-26-2024 13:40:50,11.88,73.25,7.26,,,
2578,03-26-2024 13:50:50,11.09,78.21,7.45,,,
2579,03-26-2024 14:00:50,10.70,77.14,6.87,,,
2580,03-26-2024 14:10:50,10.62,79.59,7.24,,,
2581,03-26-2024 14:20:50,11.11,77.32,7.30,,,
2582,03-26-2024 14:30:50,12.12,73.99,7.63,,,
2583,03-26-2024 14:40:50,13.27,66.42,7.17,,,
2584,03-26-2024 14:50:50,13.65,67.03,7.66,,,
2585,03-26-2024 15:00:50,13.83,67.59,7.95,,,
2586,03-26-2024 15:10:50,13.85,65.34,7.48,,,
2587,03-26-2024 15:20:50,13.47,64.93,7.02,,,
2588,03-26-2024 15:30:50,13.48,63.75,6.76,,,
2589,03-26-2024 15:40:50,13.05,66.07,6.87,,,
2590,03-26-2024 15:50:50,13.38,64.38,6.81,,,
2591,03-26-2024 16:00:50,13.98,60.71,6.53,,,
2592,03-26-2024 16:10:50,13.52,61.49,6.28,,,
2593,03-26-2024 16:20:50,13.36,63.76,6.65,,,
2594,03-26-2024 16:30:50,13.60,62.65,6.62,,,
2595,03-26-2024 16:40:50,13.64,63.85,6.94,,,
2596,03-26-2024 16:50:50,14.34,61.67,7.09,,,
2597,03-26-2024 17:00:50,15.39,61.48,8.04,,,
2598,03-26-2024 17:10:50,14.74,60.69,7.24,,,
2599,03-26-2024 17:20:50,14.48,59.42,6.68,,,
2600,03-26-2024 17:30:50,13.80,62.80,6.85,,,
2601,03-26-2024 17:40:50,14.03,61.27,6.70,,,
2602,03-26-2024 17:50:50,12.60,63.68,5.91,,,
2603,03-26-2024 18:00:50,11.83,69.98,6.54,,,
2604,03-26-2024 18:10:50,11.79,70.63,6.64,,,
2605,03-26-2024 18:20:50,11.74,68.57,6.16,,,
2606,03-26-2024 18:30:50,11.15,70.81,6.06,,,
2607,03-26-2024 18:40:50,10.55,73.18,5.96,,,
2608,03-26-2024 18:50:50,10.07,71.26,5.11,,,
2609,03-26-2024 19:00:50,9.74,70.39,4.62,,,
2610,03-26-2024 19:10:50,9.26,72.12,4.51,,,
2611,03-26-2024 19:20:50,9.03,72.70,4.40,,,
2612,03-26-2024 19:30:50,8.61,72.59,3.97,,,
2613,03-26-2024 19:40:50,8.44,75.24,4.32,,,
2614,03-26-2024 19:50:50,8.36,77.50,4.67,,,
2615,03-26-2024 20:00:50,8.36,77.59,4.68,,,
2616,03-26-2024 20:10:50,8.35,77.64,4.68,,,
2617,03-26-2024 20:20:50,8.23,78.95,4.81,,,
2618,03-26-2024 20:30:50,8.23,77.20,4.49,,,
2619,03-26-2024 20:40:50,8.07,77.72,4.43,,,
2620,03-26-2024 20:50:50,7.50,80.61,4.39,,,
2621,03-26-2024 21:00:50,7.05,83.00,4.37,,,
2622,03-26-2024 21:10:50,6.76,83.25,4.13,,,
2623,03-26-2024 21:20:50,6.64,84.14,4.15,,,
2624,03-26-2024 21:30:50,6.63,84.58,4.22,,,
2625,03-26-2024 21:40:50,7.00,82.94,4.31,,,
2626,03-26-2024 21:50:50,6.86,84.70,4.47,,,
2627,03-26-2024 22:00:50,6.75,85.23,4.46,,,
2628,03-26-2024 22:10:50,6.19,86.87,4.17,,,
2629,03-26-2024 22:20:50,5.83,88.63,4.10,,,
2630,03-26-2024 22:30:50,5.48,89.77,3.94,,,
2631,03-26-2024 22:40:50,5.38,90.82,4.01,,,
2632,03-26-2024 22:50:50,5.23,91.16,3.91,,,
2633,03-26-2024 23:00:50,5.21,91.37,3.92,,,
2634,03-26-2024 23:10:50,5.04,92.14,3.87,,,
2635,03-26-2024 23:20:50,5.19,91.84,3.97,,,
2636,03-26-2024 23:30:50,5.76,91.13,4.43,,,
2637,03-26-2024 23:40:50,6.27,89.06,4.61,,,
2638,03-26-2024 23:50:50,6.57,87.95,4.72,,,
2639,03-27-2024 00:00:50,6.60,86.57,4.53,,,
2640,03-27-2024 00:10:50,6.66,87.08,4.67,,,
2641,03-27-2024 00:20:50,6.67,86.60,4.60,,,
2642,03-27-2024 00:30:50,6.56,86.22,4.43,,,
2643,03-27-2024 00:40:50,6.17,87.33,4.23,,,
2644,03-27-2024 00:50:50,6.00,87.89,4.15,,,
2645,03-27-2024 01:00:50,6.02,88.31,4.24,,,
2646,03-27-2024 01:10:50,6.02,88.41,4.26,,,
2647,03-27-2024 01:20:50,6.04,88.80,4.33,,,
2648,03-27-2024 01:30:50,6.12,88.60,4.39,,,
2649,03-27-2024 01:40:50,6.20,88.13,4.38,,,
2650,03-27-2024 01:50:50,6.19,87.87,4.33,,,
2651,03-27-2024 02:00:50,6.11,88.21,4.31,,,
2652,03-27-2024 02:10:50,6.08,87.52,4.17,,,
2653,03-27-2024 02:20:50,6.09,87.20,4.13,,,
2654,03-27-2024 02:30:50,6.31,86.99,4.31,,,
2655,03-27-2024 02:40:50,6.28,87.00,4.28,,,
2656,03-27-2024 02:50:50,6.37,86.31,4.26,,,
2657,03-27-2024 03:00:50,6.35,86.02,4.19,,,
2658,03-27-2024 03:10:50,6.53,84.90,4.18,,,
2659,03-27-2024 03:20:50,6.75,82.86,4.05,,,
2660,03-27-2024 03:30:50,6.81,81.70,3.90,,,
2661,03-27-2024 03:40:50,6.84,82.10,4.01,,,
2662,03-27-2024 03:50:50,6.86,80.54,3.75,,,
2663,03-27-2024 04:00:50,6.96,80.96,3.92,,,
2664,03-27-2024 04:10:50,6.98,79.80,3.74,,,
2665,03-27-2024 04:20:50,7.05,79.79,3.81,,,
2666,03-27-2024 04:30:50,7.02,82.08,4.18,,,
2667,03-27-2024 04:40:50,6.83,83.24,4.19,,,
2668,03-27-2024 04:50:50,6.55,84.67,4.16,,,
2669,03-27-2024 05:00:50,6.27,87.72,4.39,,,
2670,03-27-2024 05:10:50,6.08,87.94,4.24,,,
2671,03-27-2024 05:20:50,5.94,89.39,4.33,,,
2672,03-27-2024 05:30:50,5.83,91.91,4.62,,,
2673,03-27-2024 05:40:50,5.72,92.87,4.67,,,
2674,03-27-2024 05:50:50,5.61,93.00,4.57,,,
2675,03-27-2024 06:00:50,5.50,93.24,4.50,,,
2676,03-27-2024 06:10:50,5.42,93.76,4.50,,,
2677,03-27-2024 06:20:50,5.35,94.21,4.50,,,
2678,03-27-2024 06:30:50,5.26,94.81,4.50,,,
2679,03-27-2024 06:40:50,5.22,95.12,4.51,,,
2680,03-27-2024 06:50:50,5.22,95.47,4.56,,,
2681,03-27-2024 07:00:50,5.17,95.58,4.52,,,
2682,03-27-2024 07:10:50,5.13,95.59,4.49,,,
2683,03-27-2024 07:20:50,5.06,95.67,4.43,,,
2684,03-27-2024 07:30:50,5.07,95.71,4.45,,,
2685,03-27-2024 07:40:50,5.05,95.85,4.44,,,
2686,03-27-2024 07:50:50,5.02,95.83,4.41,,,
2687,03-27-2024 08:00:50,4.86,95.57,4.21,,,
2688,03-27-2024 08:10:50,4.74,95.79,4.13,,,
2689,03-27-2024 08:20:50,4.82,95.87,4.22,,,
2690,03-27-2024 08:30:50,4.97,96.15,4.41,,,
2691,03-27-2024 08:40:50,5.13,96.14,4.57,,,
2692,03-27-2024 08:50:50,5.45,96.35,4.91,,,
2693,03-27-2024 09:00:50,5.61,95.92,5.01,,,
2694,03-27-2024 09:10:50,5.72,95.89,5.12,,,
2695,03-27-2024 09:20:50,5.71,95.68,5.08,,,
2696,03-27-2024 09:30:50,5.95,95.91,5.35,,,
2697,03-27-2024 09:40:50,6.00,95.33,5.32,,,
2698,03-27-2024 09:50:50,6.15,95.45,5.49,,,
2699,03-27-2024 10:00:50,6.16,95.36,5.48,,,
2700,03-27-2024 10:10:50,6.24,95.28,5.54,,,
2701,03-27-2024 10:20:50,6.19,95.33,5.50,,,
2702,03-27-2024 10:30:50,6.48,95.77,5.85,,,
2703,03-27-2024 10:40:50,6.67,95.35,5.98,,,
2704,03-27-2024 10:50:50,6.68,95.37,6.00,,,
2705,03-27-2024 11:00:50,6.80,95.25,6.10,,,
2706,03-27-2024 11:10:50,6.91,95.31,6.22,,,
2707,03-27-2024 11:20:50,6.80,94.86,6.04,,,
2708,03-27-2024 11:30:50,6.93,94.67,6.14,,,
2709,03-27-2024 11:40:50,7.16,95.46,6.49,,,
2710,03-27-2024 11:50:50,7.50,95.06,6.77,,,
2711,03-27-2024 12:00:50,7.67,94.49,6.84,,,
2712,03-27-2024 12:10:50,7.56,93.28,6.55,,,
2713,03-27-2024 12:20:50,7.52,93.89,6.60,,,
2714,03-27-2024 12:30:50,7.37,94.01,6.47,,,
2715,03-27-2024 12:40:50,7.42,93.60,6.46,,,
2716,03-27-2024 12:50:50,7.88,93.80,6.95,,,
2717,03-27-2024 13:00:50,8.31,92.51,7.18,,,
2718,03-27-2024 13:10:50,8.63,92.76,7.53,,,
2719,03-27-2024 13:20:50,9.92,93.17,8.88,,,
2720,03-27-2024 13:30:50,11.49,84.28,8.95,,,
2721,03-27-2024 13:40:50,10.38,85.47,8.06,,,
2722,03-27-2024 13:50:50,9.81,86.73,7.71,,,
2723,03-27-2024 14:00:50,9.00,87.53,7.05,,,
2724,03-27-2024 14:10:50,8.85,89.46,7.22,,,
2725,03-27-2024 14:20:50,8.74,88.46,6.95,,,
2726,03-27-2024 14:30:50,9.33,90.05,7.79,,,
2727,03-27-2024 14:40:50,10.18,87.41,8.19,,,
2728,03-27-2024 14:50:50,11.68,84.07,9.09,,,
2729,03-27-2024 15:00:50,11.00,80.93,7.87,,,
2730,03-27-2024 15:10:50,10.40,82.97,7.64,,,
2731,03-27-2024 15:20:50,10.63,82.11,7.71,,,
2732,03-27-2024 15:30:50,10.11,81.89,7.17,,,
2733,03-27-2024 15:40:50,9.30,84.84,6.89,,,
2734,03-27-2024 15:50:50,8.71,87.33,6.73,,,
2735,03-27-2024 16:00:50,8.16,90.10,6.64,,,
2736,03-27-2024 16:10:50,7.83,93.18,6.80,,,
2737,03-27-2024 16:20:50,7.54,93.97,6.64,,,
2738,03-27-2024 16:30:50,7.50,95.02,6.77,,,
2739,03-27-2024 16:40:50,9.61,97.08,9.18,,,
2740,03-27-2024 16:50:50,10.15,93.39,9.15,,,
2741,03-27-2024 17:00:50,10.40,88.92,8.66,,,
2742,03-27-2024 17:10:50,9.10,90.17,7.59,,,
2743,03-27-2024 17:20:50,9.18,90.80,7.76,,,
2744,03-27-2024 17:30:50,9.25,89.28,7.59,,,
2745,03-27-2024 17:40:50,9.41,88.17,7.56,,,
2746,03-27-2024 17:50:50,9.22,87.50,7.26,,,
2747,03-27-2024 18:00:50,9.12,86.16,6.94,,,
2748,03-27-2024 18:10:50,8.58,87.96,6.71,,,
2749,03-27-2024 18:20:50,8.08,88.12,6.25,,,
2750,03-27-2024 18:30:50,7.72,90.60,6.29,,,
2751,03-27-2024 18:40:50,7.69,91.52,6.40,,,
2752,03-27-2024 18:50:50,7.57,91.13,6.22,,,
2753,03-27-2024 19:00:50,7.59,91.79,6.35,,,
2754,03-27-2024 19:10:50,7.50,91.46,6.21,,,
2755,03-27-2024 19:20:50,7.27,91.39,5.97,,,
2756,03-27-2024 19:30:50,7.16,91.71,5.91,,,
2757,03-27-2024 19:40:50,6.71,92.01,5.51,,,
2758,03-27-2024 19:50:50,6.30,93.10,5.28,,,
2759,03-27-2024 20:00:50,6.20,94.18,5.34,,,
2760,03-27-2024 20:10:50,6.06,94.44,5.24,,,
2761,03-27-2024 20:20:50,6.01,95.45,5.35,,,
2762,03-27-2024 20:30:50,5.97,95.08,5.25,,,
2763,03-27-2024 20:40:50,5.61,94.63,4.82,,,
2764,03-27-2024 20:50:50,5.41,95.15,4.70,,,
2765,03-27-2024 21:00:50,5.43,95.41,4.76,,,
2766,03-27-2024 21:10:50,5.67,95.76,5.05,,,
2767,03-27-2024 21:20:50,5.87,95.36,5.19,,,
2768,03-27-2024 21:30:50,5.94,94.87,5.18,,,
2769,03-27-2024 21:40:50,6.08,94.07,5.20,,,
2770,03-27-2024 21:50:50,6.28,93.02,5.24,,,
2771,03-27-2024 22:00:50,6.35,93.23,5.34,,,
2772,03-27-2024 22:10:50,6.06,94.75,5.28,,,
2773,03-27-2024 22:20:50,5.98,95.48,5.32,,,
2774,03-27-2024 22:30:50,5.97,95.92,5.37,,,
2775,03-27-2024 22:40:50,5.92,95.96,5.33,,,
2776,03-27-2024 22:50:50,5.90,96.06,5.32,,,
2777,03-27-2024 23:00:50,5.85,96.16,5.29,,,
2778,03-27-2024 23:10:50,5.68,96.04,5.10,,,
2779,03-27-2024 23:20:50,5.47,95.87,4.87,,,
2780,03-27-2024 23:30:50,5.15,95.88,4.55,,,
2781,03-27-2024 23:40:50,5.04,96.16,4.48,,,
2782,03-27-2024 23:50:50,5.13,96.49,4.62,,,
2783,03-28-2024 00:00:50,5.24,96.46,4.73,,,
2784,03-28-2024 00:10:50,5.34,96.49,4.83,,,
2785,03-28-2024 00:20:50,5.42,96.45,4.91,,,
2786,03-28-2024 00:30:50,5.54,96.48,5.03,,,
2787,03-28-2024 00:40:50,5.50,96.20,4.95,,,
2788,03-28-2024 00:50:50,5.45,96.11,4.88,,,
2789,03-28-2024 01:00:50,5.27,95.85,4.67,,,
2790,03-28-2024 01:10:50,5.07,95.98,4.49,,,
2791,03-28-2024 01:20:50,4.97,96.35,4.44,,,
2792,03-28-2024 01:30:50,5.17,96.60,4.67,,,
2793,03-28-2024 01:40:50,5.27,96.68,4.79,,,
2794,03-28-2024 01:50:50,5.36,96.66,4.88,,,
2795,03-28-2024 02:00:50,5.41,96.67,4.93,,,
2796,03-28-2024 02:10:50,5.53,96.60,5.04,,,
2797,03-28-2024 02:20:50,5.56,96.54,5.06,,,
2798,03-28-2024 02:30:50,5.51,96.47,5.00,,,
2799,03-28-2024 02:40:50,5.45,96.45,4.93,,,
2800,03-28-2024 02:50:50,5.47,96.45,4.95,,,
2801,03-28-2024 03:00:50,5.48,96.48,4.97,,,
2802,03-28-2024 03:10:50,5.47,96.45,4.95,,,
2803,03-28-2024 03:20:50,5.46,96.34,4.92,,,
2804,03-28-2024 03:30:50,5.41,96.27,4.87,,,
2805,03-28-2024 03:40:50,5.40,96.10,4.84,,,
2806,03-28-2024 03:50:50,5.33,96.06,4.75,,,
2807,03-28-2024 04:00:50,5.32,95.96,4.73,,,
2808,03-28-2024 04:10:50,5.23,95.89,4.63,,,
2809,03-28-2024 04:20:50,5.23,96.17,4.67,,,
2810,03-28-2024 04:30:50,5.17,96.10,4.60,,,
2811,03-28-2024 04:40:50,5.16,96.27,4.61,,,
2812,03-28-2024 04:50:50,5.18,95.95,4.59,,,
2813,03-28-2024 05:00:50,5.28,95.68,4.65,,,
2814,03-28-2024 05:10:50,5.31,95.48,4.65,,,
2815,03-28-2024 05:20:50,5.36,94.70,4.58,,,
2816,03-28-2024 05:30:50,5.39,94.63,4.60,,,
2817,03-28-2024 05:40:50,5.39,94.45,4.58,,,
2818,03-28-2024 05:50:50,5.35,95.39,4.67,,,
2819,03-28-2024 06:00:50,5.37,94.98,4.64,,,
2820,03-28-2024 06:10:50,5.32,95.24,4.62,,,
2821,03-28-2024 06:20:50,5.30,95.29,4.61,,,
2822,03-28-2024 06:30:50,5.33,94.71,4.55,,,
2823,03-28-2024 06:40:50,5.40,94.37,4.58,,,
2824,03-28-2024 06:50:50,5.42,93.89,4.52,,,
2825,03-28-2024 07:00:50,5.50,93.32,4.51,,,
2826,03-28-2024 07:10:50,5.56,91.87,4.35,,,
2827,03-28-2024 07:20:50,5.57,92.20,4.41,,,
2828,03-28-2024 07:30:50,5.69,91.18,4.37,,,
2829,03-28-2024 07:40:50,5.74,92.01,4.54,,,
2830,03-28-2024 07:50:50,5.68,93.58,4.73,,,
2831,03-28-2024 08:00:50,5.75,93.54,4.79,,,
2832,03-28-2024 08:10:50,5.76,93.08,4.73,,,
2833,03-28-2024 08:20:50,5.77,93.35,4.78,,,
2834,03-28-2024 08:30:50,5.89,93.07,4.86,,,
2835,03-28-2024 08:40:50,6.33,92.34,5.18,,,
2836,03-28-2024 08:50:50,6.84,91.30,5.53,,,
2837,03-28-2024 09:00:50,7.11,89.09,5.44,,,
2838,03-28-2024 09:10:50,7.35,88.62,5.61,,,
2839,03-28-2024 09:20:50,7.59,88.58,5.83,,,
2840,03-28-2024 09:30:50,7.82,86.34,5.69,,,
2841,03-28-2024 09:40:50,7.92,84.19,5.43,,,
2842,03-28-2024 09:50:50,8.15,83.82,5.59,,,
2843,03-28-2024 10:00:50,8.46,80.60,5.32,,,
2844,03-28-2024 10:10:50,8.58,80.74,5.46,,,
2845,03-28-2024 10:20:50,9.15,79.97,5.88,,,
2846,03-28-2024 10:30:50,9.70,74.60,5.42,,,
2847,03-28-2024 10:40:50,10.33,74.08,5.92,,,
2848,03-28-2024 10:50:50,9.85,70.05,4.66,,,
2849,03-28-2024 11:00:50,9.74,70.44,4.63,,,
2850,03-28-2024 11:10:50,9.72,70.85,4.70,,,
2851,03-28-2024 11:20:50,10.30,69.44,4.97,,,
2852,03-28-2024 11:30:50,10.14,69.86,4.90,,,
2853,03-28-2024 11:40:50,9.84,68.39,4.31,,,
2854,03-28-2024 11:50:50,10.19,69.94,4.96,,,
2855,03-28-2024 12:00:50,10.35,71.53,5.44,,,
2856,03-28-2024 12:10:50,10.46,69.35,5.10,,,
2857,03-28-2024 12:20:50,10.40,68.59,4.89,,,
2858,03-28-2024 12:30:50,10.50,67.28,4.70,,,
2859,03-28-2024 12:40:50,10.66,67.79,4.96,,,
2860,03-28-2024 12:50:50,10.78,66.94,4.89,,,
2861,03-28-2024 13:00:50,10.81,65.39,4.59,,,
2862,03-28-2024 13:10:50,10.58,67.03,4.73,,,
2863,03-28-2024 13:20:50,10.16,68.85,4.71,,,
2864,03-28-2024 13:30:50,9.67,72.50,4.98,,,
2865,03-28-2024 13:40:50,9.46,74.05,5.08,,,
2866,03-28-2024 13:50:50,8.82,77.91,5.19,,,
2867,03-28-2024 14:00:50,8.72,76.30,4.79,,,
2868,03-28-2024 14:10:50,8.42,82.44,5.61,,,
2869,03-28-2024 14:20:50,8.36,86.47,6.24,,,
2870,03-28-2024 14:30:50,8.13,87.30,6.15,,,
2871,03-28-2024 14:40:50,8.31,88.19,6.48,,,
2872,03-28-2024 14:50:50,8.16,88.85,6.44,,,
2873,03-28-2024 15:00:50,8.08,88.64,6.33,,,
2874,03-28-2024 15:10:50,8.15,89.58,6.55,,,
2875,03-28-2024 15:20:50,7.98,91.01,6.61,,,
2876,03-28-2024 15:30:50,7.77,91.15,6.43,,,
2877,03-28-2024 15:40:50,7.76,91.08,6.41,,,
2878,03-28-2024 15:50:50,8.05,89.18,6.39,,,
2879,03-28-2024 16:00:50,8.36,89.29,6.71,,,
2880,03-28-2024 16:10:50,8.31,88.18,6.48,,,
2881,03-28-2024 16:20:50,8.62,87.31,6.64,,,
2882,03-28-2024 16:30:50,8.87,86.59,6.76,,,
2883,03-28-2024 16:40:50,8.90,84.21,6.39,,,
2884,03-28-2024 16:50:50,9.34,80.17,6.11,,,
2885,03-28-2024 17:00:50,8.85,81.71,5.90,,,
2886,03-28-2024 17:10:50,8.55,84.26,6.05,,,
2887,03-28-2024 17:20:50,8.81,85.36,6.50,,,
2888,03-28-2024 17:30:50,9.33,82.16,6.45,,,
2889,03-28-2024 17:40:50,9.39,80.94,6.30,,,
2890,03-28-2024 17:50:50,8.90,79.56,5.57,,,
2891,03-28-2024 18:00:50,8.44,80.56,5.30,,,
2892,03-28-2024 18:10:50,8.51,81.11,5.47,,,
2893,03-28-2024 18:20:50,8.49,81.51,5.52,,,
2894,03-28-2024 18:30:50,8.35,83.53,5.73,,,
2895,03-28-2024 18:40:50,8.27,84.52,5.82,,,
2896,03-28-2024 18:50:50,8.12,83.27,5.46,,,
2897,03-28-2024 19:00:50,8.05,83.67,5.46,,,
2898,03-28-2024 19:10:50,7.94,82.45,5.15,,,
2899,03-28-2024 19:20:50,7.87,82.62,5.10,,,
2900,03-28-2024 19:30:50,7.86,81.26,4.85,,,
2901,03-28-2024 19:40:50,7.78,81.32,4.79,,,
2902,03-28-2024 19:50:50,7.70,82.25,4.87,,,
2903,03-28-2024 20:00:50,7.45,85.29,5.15,,,
2904,03-28-2024 20:10:50,7.19,85.10,4.87,,,
2905,03-28-2024 20:20:50,7.14,86.08,4.98,,,
2906,03-28-2024 20:30:50,7.09,86.74,5.03,,,
2907,03-28-2024 20:40:50,7.10,86.32,4.98,,,
2908,03-28-2024 20:50:50,7.08,86.49,4.98,,,
2909,03-28-2024 21:00:50,6.85,89.40,5.23,,,
2910,03-28-2024 21:10:50,6.69,91.51,5.41,,,
2911,03-28-2024 21:20:50,6.59,92.07,5.40,,,
2912,03-28-2024 21:30:50,6.52,92.20,5.35,,,
2913,03-28-2024 21:40:50,6.52,91.10,5.18,,,
2914,03-28-2024 21:50:50,6.51,91.83,5.28,,,
2915,03-28-2024 22:00:50,6.45,91.62,5.19,,,
2916,03-28-2024 22:10:50,6.43,92.01,5.23,,,
2917,03-28-2024 22:20:50,6.36,92.40,5.22,,,
2918,03-28-2024 22:30:50,6.33,92.76,5.25,,,
2919,03-28-2024 22:40:50,6.28,92.70,5.19,,,
2920,03-28-2024 22:50:50,6.36,92.28,5.20,,,
2921,03-28-2024 23:00:50,6.31,92.39,5.18,,,
2922,03-28-2024 23:10:50,6.35,91.72,5.10,,,
2923,03-28-2024 23:20:50,6.30,92.30,5.15,,,
2924,03-28-2024 23:30:50,6.31,92.18,5.14,,,
