#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
2966,03-28-2024 05:29:17,6.74,83.74,4.19,,
2967,03-28-2024 05:39:17,6.95,94.25,6.09,,
2968,03-28-2024 05:49:17,7.35,88.60,5.60,,
2969,03-28-2024 05:59:17,7.33,90.99,5.97,,
2970,03-28-2024 06:09:17,7.28,92.71,6.18,,
2971,03-28-2024 06:19:17,6.98,92.31,5.82,,
2972,03-28-2024 06:29:17,7.35,89.29,5.72,,
2973,03-28-2024 06:39:17,7.56,94.82,6.79,,
2974,03-28-2024 06:49:17,7.77,87.63,5.86,,
2975,03-28-2024 06:59:17,7.38,82.46,4.59,,
2976,03-28-2024 07:09:17,7.40,95.08,6.67,,
2977,03-28-2024 07:19:17,7.67,93.39,6.67,,
2978,03-28-2024 07:29:17,7.81,90.59,6.37,,
2979,03-28-2024 07:39:17,7.54,90.55,6.10,,
2980,03-28-2024 07:49:17,7.50,93.44,6.52,,
2981,03-28-2024 07:59:17,7.99,87.33,6.02,,
2982,03-28-2024 08:09:17,7.87,90.88,6.48,,
2983,03-28-2024 08:19:17,7.82,92.67,6.71,,
2984,03-28-2024 08:29:17,7.54,83.05,4.85,,
2985,03-28-2024 08:39:17,7.78,92.14,6.59,,
2986,03-28-2024 08:49:17,8.04,88.50,6.26,,
2987,03-28-2024 08:59:17,8.08,91.75,6.83,,
2988,03-28-2024 09:09:17,7.93,88.06,6.09,,
2989,03-28-2024 09:19:17,7.56,95.57,6.90,,
2990,03-28-2024 09:29:17,8.00,90.17,6.49,,
2991,03-28-2024 09:39:17,8.59,88.30,6.77,,
2992,03-28-2024 09:49:17,7.32,86.63,5.25,,
2993,03-28-2024 09:59:17,7.08,88.38,5.29,,
2994,03-28-2024 10:09:17,7.40,92.59,6.28,,
2995,03-28-2024 10:19:17,7.62,94.67,6.83,,
2996,03-28-2024 10:29:17,8.00,88.41,6.21,,
2997,03-28-2024 10:39:17,7.35,92.80,6.27,,
2998,03-28-2024 10:49:17,7.45,92.46,6.32,,
2999,03-28-2024 10:59:17,7.74,86.31,5.61,,
3000,03-28-2024 11:09:17,7.82,93.75,6.88,,
3001,03-28-2024 11:19:17,7.55,89.97,6.02,,
3002,03-28-2024 11:29:17,7.28,90.34,5.81,,
3003,03-28-2024 11:39:17,7.65,95.26,6.95,,
3004,03-28-2024 11:49:17,7.63,93.70,6.69,,
3005,03-28-2024 11:59:17,7.92,89.65,6.34,,
3006,03-28-2024 12:09:17,7.44,90.03,5.92,,
3007,03-28-2024 12:19:17,7.22,93.72,6.28,,
3008,03-28-2024 12:29:17,7.67,89.33,6.03,,
3009,03-28-2024 12:39:17,7.78,89.93,6.24,,
3010,03-28-2024 12:49:17,7.73,90.30,6.25,,
3011,03-28-2024 12:59:17,7.11,89.63,5.53,,
3012,03-28-2024 13:09:17,7.57,94.98,6.82,,
3013,03-28-2024 13:19:17,7.76,95.08,7.03,,
3014,03-28-2024 13:29:17,7.92,89.33,6.28,,
3015,03-28-2024 13:39:17,7.24,93.57,6.28,,
3016,03-28-2024 13:49:17,7.43,94.85,6.67,,
3017,03-28-2024 13:59:17,7.73,85.35,5.43,,
3018,03-28-2024 14:09:17,7.87,93.73,6.93,,
3019,03-28-2024 14:19:17,7.64,91.38,6.34,,
3020,03-28-2024 14:29:17,7.26,86.11,5.10,,
3021,03-28-2024 14:39:17,7.48,90.44,6.03,,
3022,03-28-2024 14:49:17,7.84,96.20,7.28,,
3023,03-28-2024 14:59:17,8.06,85.23,5.74,,
3024,03-28-2024 15:09:17,7.38,91.17,6.04,,
3025,03-28-2024 15:19:17,7.39,96.41,6.86,,
3026,03-28-2024 15:29:17,7.74,86.23,5.59,,
3027,03-28-2024 15:39:17,7.75,95.55,7.09,,
3028,03-28-2024 15:49:17,7.62,90.87,6.23,,
3029,03-28-2024 15:59:17,7.39,87.22,5.41,,
3030,03-28-2024 16:09:17,7.63,90.59,6.20,,
3031,03-28-2024 16:19:17,7.71,95.27,7.01,,
3032,03-28-2024 16:29:17,8.07,87.77,6.18,,
3033,03-28-2024 16:39:17,7.23,90.28,5.75,,
3034,03-28-2024 16:49:17,7.35,95.85,6.74,,
3035,03-28-2024 16:59:17,7.82,89.41,6.19,,
3036,03-28-2024 17:09:17,7.87,89.96,6.33,,
3037,03-28-2024 17:19:17,7.65,93.19,6.63,,
3038,03-28-2024 17:29:17,7.23,86.06,5.06,,
3039,03-28-2024 17:39:17,7.53,91.56,6.25,,
3040,03-28-2024 17:49:17,7.78,96.80,7.31,,
3041,03-28-2024 17:59:17,7.98,90.16,6.47,,
3042,03-28-2024 18:09:17,7.47,92.55,6.35,,
3043,03-28-2024 18:19:17,7.44,96.54,6.93,,
3044,03-28-2024 18:29:17,7.86,89.34,6.22,,
3045,03-28-2024 18:39:17,7.64,91.58,6.37,,
3046,03-28-2024 18:49:17,7.70,94.64,6.90,,
3047,03-28-2024 18:59:17,7.30,84.51,4.87,,
3048,03-28-2024 19:09:17,7.71,94.45,6.88,,
3049,03-28-2024 19:19:17,7.71,96.74,7.23,,
3050,03-28-2024 19:29:17,7.87,90.57,6.43,,
3051,03-28-2024 19:39:17,7.53,92.35,6.37,,
3052,03-28-2024 19:49:17,7.45,97.19,7.04,,
3053,03-28-2024 19:59:17,7.59,91.81,6.35,,
3054,03-28-2024 20:09:17,7.82,94.69,7.02,,
3055,03-28-2024 20:19:17,7.54,93.46,6.56,,
3056,03-28-2024 20:29:17,7.23,91.25,5.90,,
3057,03-28-2024 20:39:17,6.76,79.59,3.49,,
3058,03-28-2024 20:49:17,4.67,90.82,3.31,,
3059,03-28-2024 20:59:17,4.73,90.22,3.27,,
3060,03-28-2024 21:09:17,4.00,89.69,2.46,,
3061,03-28-2024 21:19:17,3.98,95.30,3.29,,
3062,03-28-2024 21:29:17,4.34,87.37,2.43,,
3063,03-28-2024 21:39:17,4.76,93.35,3.78,,
3064,03-28-2024 21:49:17,4.53,93.73,3.61,,
3065,03-28-2024 21:59:17,4.21,87.80,2.37,,
3066,03-28-2024 22:09:17,4.56,89.11,2.92,,
3067,03-28-2024 22:19:17,4.80,95.80,4.19,,
3068,03-28-2024 22:29:17,5.06,90.72,3.67,,
3069,03-28-2024 22:39:17,4.65,85.93,2.50,,
3070,03-28-2024 22:49:17,4.77,95.57,4.13,,
3071,03-28-2024 22:59:17,4.79,91.39,3.51,,
3072,03-28-2024 23:09:17,5.19,91.83,3.97,,
3073,03-28-2024 23:19:17,4.97,93.90,4.08,,
3074,03-28-2024 23:29:17,4.69,90.61,3.29,,
3075,03-28-2024 23:39:17,5.01,88.54,3.28,,
3076,03-28-2024 23:49:17,5.31,93.91,4.41,,
3077,03-28-2024 23:59:17,5.63,92.31,4.48,,
3078,03-29-2024 00:09:17,4.88,88.32,3.11,,
3079,03-29-2024 00:19:17,5.27,93.24,4.28,,
3080,03-29-2024 00:29:17,5.57,87.58,3.68,,
3081,03-29-2024 00:39:17,5.79,88.53,4.05,,
3082,03-29-2024 00:49:17,5.51,90.07,4.02,,
3083,03-29-2024 00:59:17,5.30,92.07,4.12,,
3084,03-29-2024 01:09:17,5.50,87.90,3.66,,
3085,03-29-2024 01:19:17,5.91,90.90,4.54,,
3086,03-29-2024 01:29:17,5.87,90.09,4.38,,
3087,03-29-2024 01:39:17,5.56,82.91,2.89,,
3088,03-29-2024 01:49:17,5.79,94.94,5.05,,
3089,03-29-2024 01:59:17,5.86,92.64,4.77,,
3090,03-29-2024 02:09:17,6.04,90.60,4.62,,
3091,03-29-2024 02:19:17,6.06,91.82,4.83,,
3092,03-29-2024 02:29:17,5.61,92.59,4.51,,
3093,03-29-2024 02:39:17,6.15,86.11,4.01,,
3094,03-29-2024 02:49:17,6.38,90.69,4.97,,
3095,03-29-2024 02:59:17,6.48,92.16,5.30,,
3096,03-29-2024 03:09:17,5.82,84.53,3.42,,
3097,03-29-2024 03:19:17,6.26,94.63,5.47,,
3098,03-29-2024 03:29:17,6.46,91.40,5.17,,
3099,03-29-2024 03:39:17,6.80,88.69,5.07,,
3100,03-29-2024 03:49:17,6.20,90.85,4.82,,
3101,03-29-2024 03:59:17,6.19,93.37,5.20,,
3102,03-29-2024 04:09:17,6.64,87.55,4.72,,
3103,03-29-2024 04:19:17,6.76,91.63,5.50,,
3104,03-29-2024 04:29:17,6.81,90.22,5.32,,
3105,03-29-2024 04:39:17,6.38,83.16,3.74,,
3106,03-29-2024 04:49:17,6.70,90.54,5.27,,
3107,03-29-2024 04:59:17,6.93,92.59,5.82,,
3108,03-29-2024 05:09:17,7.12,91.01,5.76,,
3109,03-29-2024 05:19:17,6.83,89.66,5.26,,
3110,03-29-2024 05:29:17,6.94,94.30,6.09,,
3111,03-29-2024 05:39:17,7.13,84.34,4.67,,
3112,03-29-2024 05:49:17,7.28,94.09,6.40,,
3113,03-29-2024 05:59:17,7.44,90.33,5.97,,
3114,03-29-2024 06:09:17,6.87,85.15,4.56,,
3115,03-29-2024 06:19:17,7.26,91.93,6.04,,
3116,03-29-2024 06:29:17,7.41,92.45,6.27,,
3117,03-29-2024 06:39:17,7.59,87.81,5.71,,
3118,03-29-2024 06:49:17,7.27,89.03,5.59,,
3119,03-29-2024 06:59:17,7.08,92.32,5.92,,
3120,03-29-2024 07:09:17,7.60,87.91,5.73,,
3121,03-29-2024 07:19:17,7.76,88.81,6.04,,
3122,03-29-2024 07:29:17,7.84,89.71,6.26,,
3123,03-29-2024 07:39:17,7.23,84.89,4.86,,
3124,03-29-2024 07:49:17,7.63,92.48,6.50,,
3125,03-29-2024 07:59:17,7.94,93.99,7.04,,
3126,03-29-2024 08:09:17,8.30,86.88,6.25,,
3127,03-29-2024 08:19:17,7.61,90.67,6.19,,
3128,03-29-2024 08:29:17,7.45,93.04,6.41,,
3129,03-29-2024 08:39:17,8.03,86.78,5.97,,
3130,03-29-2024 08:49:17,8.05,88.20,6.23,,
3131,03-29-2024 08:59:17,7.88,87.46,5.93,,
3132,03-29-2024 09:09:17,7.43,84.00,4.91,,
3133,03-29-2024 09:19:17,7.76,91.16,6.42,,
3134,03-29-2024 09:29:17,7.98,92.65,6.87,,
3135,03-29-2024 09:39:17,8.18,88.15,6.34,,
3136,03-29-2024 09:49:17,7.56,85.64,5.31,,
3137,03-29-2024 09:59:17,7.48,94.76,6.70,,
3138,03-29-2024 10:09:17,7.67,85.37,5.38,,
3139,03-29-2024 10:19:17,8.08,90.67,6.66,,
3140,03-29-2024 10:29:17,7.86,87.94,5.99,,
3141,03-29-2024 10:39:17,7.39,82.85,4.67,,
3142,03-29-2024 10:49:17,7.72,91.91,6.49,,
3143,03-29-2024 10:59:17,7.90,93.89,6.99,,
3144,03-29-2024 11:09:17,8.09,88.31,6.29,,
3145,03-29-2024 11:19:17,7.55,91.09,6.20,,
3146,03-29-2024 11:29:17,7.39,92.16,6.20,,
3147,03-29-2024 11:39:17,7.92,85.37,5.63,,
3148,03-29-2024 11:49:17,7.96,92.04,6.75,,
3149,03-29-2024 11:59:17,7.81,92.27,6.64,,
3150,03-29-2024 12:09:17,7.43,81.80,4.53,,
3151,03-29-2024 12:19:17,7.60,91.49,6.31,,
3152,03-29-2024 12:29:17,7.81,94.19,6.94,,
3153,03-29-2024 12:39:17,7.96,89.96,6.42,,
3154,03-29-2024 12:49:17,7.44,89.16,5.78,,
3155,03-29-2024 12:59:17,7.58,95.10,6.85,,
3156,03-29-2024 13:09:17,7.92,88.39,6.13,,
3157,03-29-2024 13:19:17,7.92,88.29,6.11,,
3158,03-29-2024 13:29:17,7.57,90.94,6.19,,
3159,03-29-2024 13:39:17,7.54,79.15,4.16,,
3160,03-29-2024 13:49:17,7.74,89.39,6.11,,
3161,03-29-2024 13:59:17,7.90,95.23,7.19,,
3162,03-29-2024 14:09:17,7.82,88.24,6.00,,
3163,03-29-2024 14:19:17,7.43,87.28,5.46,,
3164,03-29-2024 14:29:17,7.56,92.75,6.47,,
3165,03-29-2024 14:39:17,7.83,86.06,5.65,,
3166,03-29-2024 14:49:17,7.91,90.85,6.52,,
3167,03-29-2024 14:59:17,7.72,90.03,6.19,,
3168,03-29-2024 15:09:17,7.07,86.81,5.03,,
3169,03-29-2024 15:19:17,7.82,92.76,6.72,,
3170,03-29-2024 15:29:17,7.90,94.06,7.01,,
3171,03-29-2024 15:39:17,7.97,88.80,6.24,,
3172,03-29-2024 15:49:17,7.28,94.29,6.43,,
3173,03-29-2024 15:59:17,7.62,94.10,6.74,,
3174,03-29-2024 16:09:17,7.88,87.83,6.00,,
3175,03-29-2024 16:19:17,7.91,90.49,6.46,,
3176,03-29-2024 16:29:17,7.54,90.88,6.15,,
3177,03-29-2024 16:39:17,7.31,89.83,5.76,,
3178,03-29-2024 16:49:17,7.82,91.86,6.58,,
3179,03-29-2024 16:59:17,7.85,94.65,7.05,,
3180,03-29-2024 17:09:17,8.02,91.26,6.69,,
3181,03-29-2024 17:19:17,7.42,86.70,5.36,,
3182,03-29-2024 17:29:17,7.54,95.32,6.84,,
3183,03-29-2024 17:39:17,7.85,89.40,6.22,,
3184,03-29-2024 17:49:17,7.77,90.76,6.36,,
3185,03-29-2024 17:59:17,7.65,92.33,6.50,,
3186,03-29-2024 18:09:17,7.30,91.89,6.08,,
3187,03-29-2024 18:19:17,7.76,90.93,6.38,,
3188,03-29-2024 18:29:17,7.79,93.78,6.86,,
3189,03-29-2024 18:39:17,7.83,92.51,6.70,,
3190,03-29-2024 18:49:17,7.30,88.31,5.50,,
3191,03-29-2024 18:59:17,7.40,95.60,6.75,,
3192,03-29-2024 19:09:17,7.84,89.76,6.27,,
3193,03-29-2024 19:19:17,8.17,92.62,7.05,,
3194,03-29-2024 19:29:17,7.79,95.37,7.11,,
3195,03-29-2024 19:39:17,7.17,92.38,6.03,,
3196,03-29-2024 19:49:17,7.69,89.96,6.15,,
3197,03-29-2024 19:59:17,7.91,93.89,7.00,,
3198,03-29-2024 20:09:17,7.91,91.15,6.57,,
3199,03-29-2024 20:19:17,7.42,91.77,6.17,,
3200,03-29-2024 20:29:17,7.49,93.13,6.46,,
3201,03-29-2024 20:39:17,6.97,77.26,3.27,,
3202,03-29-2024 20:49:17,4.91,89.40,3.32,,
3203,03-29-2024 20:59:17,4.54,91.32,3.26,,
3204,03-29-2024 21:09:17,4.01,90.87,2.66,,
3205,03-29-2024 21:19:17,4.45,90.21,2.99,,
3206,03-29-2024 21:29:17,4.49,94.83,3.74,,
3207,03-29-2024 21:39:17,4.82,94.29,3.99,,
3208,03-29-2024 21:49:17,4.53,89.06,2.89,,
3209,03-29-2024 21:59:17,4.51,92.14,3.35,,
3210,03-29-2024 22:09:17,4.67,92.03,3.49,,
3211,03-29-2024 22:19:17,4.82,88.27,3.05,,
3212,03-29-2024 22:29:17,4.65,90.76,3.27,,
3213,03-29-2024 22:39:17,4.45,94.80,3.69,,
3214,03-29-2024 22:49:17,4.88,87.68,3.01,,
3215,03-29-2024 22:59:17,5.10,92.30,3.96,,
3216,03-29-2024 23:09:17,5.23,90.78,3.85,,
3217,03-29-2024 23:19:17,4.79,85.53,2.58,,
3218,03-29-2024 23:29:17,5.00,90.72,3.61,,
3219,03-29-2024 23:39:17,5.25,93.82,4.34,,
3220,03-29-2024 23:49:17,5.50,89.30,3.88,,
3221,03-29-2024 23:59:17,5.23,91.30,3.93,,
3222,03-30-2024 00:09:17,4.97,91.86,3.77,,
3223,03-30-2024 00:19:17,5.27,87.92,3.44,,
3224,03-30-2024 00:29:17,5.64,93.89,4.74,,
3225,03-30-2024 00:39:17,5.74,93.90,4.83,,
3226,03-30-2024 00:49:17,5.26,85.45,3.03,,
3227,03-30-2024 00:59:17,5.47,91.51,4.20,,
3228,03-30-2024 01:09:17,5.72,93.42,4.75,,
3229,03-30-2024 01:19:17,5.93,88.22,4.13,,
3230,03-30-2024 01:29:17,5.76,91.11,4.42,,
3231,03-30-2024 01:39:17,5.33,93.26,4.33,,
3232,03-30-2024 01:49:17,5.91,87.05,3.92,,
3233,03-30-2024 01:59:17,6.09,92.36,4.95,,
3234,03-30-2024 02:09:17,6.14,91.62,4.89,,
3235,03-30-2024 02:19:17,5.52,82.63,2.81,,
3236,03-30-2024 02:29:17,5.99,93.14,4.97,,
3237,03-30-2024 02:39:17,6.30,89.68,4.74,,
3238,03-30-2024 02:49:17,6.36,88.72,4.64,,
3239,03-30-2024 02:59:17,5.98,89.16,4.34,,
3240,03-30-2024 03:09:17,6.09,93.59,5.14,,
3241,03-30-2024 03:19:17,6.60,83.25,3.97,,
3242,03-30-2024 03:29:17,6.55,90.04,5.04,,
3243,03-30-2024 03:39:17,6.38,90.50,4.94,,
3244,03-30-2024 03:49:17,6.20,81.37,3.25,,
3245,03-30-2024 03:59:17,6.57,89.30,4.94,,
3246,03-30-2024 04:09:17,6.72,95.33,6.03,,
3247,03-30-2024 04:19:17,7.03,89.37,5.41,,
3248,03-30-2024 04:29:17,6.51,86.30,4.39,,
3249,03-30-2024 04:39:17,6.31,94.81,5.55,,
3250,03-30-2024 04:49:17,6.88,85.66,4.65,,
3251,03-30-2024 04:59:17,7.13,91.66,5.87,,
3252,03-30-2024 05:09:17,7.01,88.21,5.20,,
3253,03-30-2024 05:19:17,6.67,78.14,3.14,,
3254,03-30-2024 05:29:17,6.85,91.79,5.61,,
3255,03-30-2024 05:39:17,7.15,94.30,6.30,,
3256,03-30-2024 05:49:17,7.46,86.75,5.41,,
3257,03-30-2024 05:59:17,7.15,88.59,5.40,,
3258,03-30-2024 06:09:17,6.75,92.63,5.65,,
3259,03-30-2024 06:19:17,7.46,84.22,4.98,,
3260,03-30-2024 06:29:17,7.71,90.68,6.29,,
3261,03-30-2024 06:39:17,7.32,90.90,5.94,,
3262,03-30-2024 06:49:17,7.01,80.08,3.82,,
3263,03-30-2024 06:59:17,7.43,88.37,5.64,,
3264,03-30-2024 07:09:17,7.76,89.94,6.22,,
3265,03-30-2024 07:19:17,7.63,85.99,5.45,,
3266,03-30-2024 07:29:17,7.29,91.83,6.06,,
3267,03-30-2024 07:39:17,7.67,91.25,6.34,,
3268,03-30-2024 07:49:17,7.94,88.20,6.12,,
3269,03-30-2024 07:59:17,7.97,89.02,6.27,,
3270,03-30-2024 08:09:17,7.86,89.69,6.28,,
3271,03-30-2024 08:19:17,7.43,79.88,4.19,,
3272,03-30-2024 08:29:17,7.82,88.74,6.08,,
3273,03-30-2024 08:39:17,7.96,90.17,6.45,,
3274,03-30-2024 08:49:17,7.87,85.42,5.58,,
3275,03-30-2024 08:59:17,7.43,87.21,5.45,,
3276,03-30-2024 09:09:17,7.84,93.82,6.91,,
3277,03-30-2024 09:19:17,8.00,82.63,5.23,,
3278,03-30-2024 09:29:17,8.09,87.27,6.11,,
3279,03-30-2024 09:39:17,7.82,92.23,6.64,,
3280,03-30-2024 09:49:17,7.48,83.03,4.80,,
3281,03-30-2024 09:59:17,7.72,88.30,5.91,,
3282,03-30-2024 10:09:17,7.82,90.55,6.37,,
3283,03-30-2024 10:19:17,8.19,86.39,6.06,,
3284,03-30-2024 10:29:17,7.59,86.22,5.44,,
3285,03-30-2024 10:39:17,7.43,93.14,6.40,,
3286,03-30-2024 10:49:17,7.88,85.34,5.58,,
3287,03-30-2024 10:59:17,8.17,89.84,6.61,,
3288,03-30-2024 11:09:17,7.78,92.94,6.72,,
3289,03-30-2024 11:19:17,7.48,85.04,5.14,,
3290,03-30-2024 11:29:17,7.72,88.31,5.92,,
3291,03-30-2024 11:39:17,7.92,91.63,6.65,,
3292,03-30-2024 11:49:17,8.09,86.19,5.93,,
3293,03-30-2024 11:59:17,7.69,90.24,6.20,,
3294,03-30-2024 12:09:17,7.63,92.97,6.58,,
3295,03-30-2024 12:19:17,7.89,85.04,5.54,,
3296,03-30-2024 12:29:17,8.14,89.38,6.50,,
3297,03-30-2024 12:39:17,7.48,88.49,5.71,,
3298,03-30-2024 12:49:17,7.34,89.74,5.78,,
3299,03-30-2024 12:59:17,7.65,87.39,5.70,,
3300,03-30-2024 13:09:17,8.02,93.08,6.98,,
3301,03-30-2024 13:19:17,8.14,86.11,5.96,,
3302,03-30-2024 13:29:17,7.41,87.25,5.43,,
3303,03-30-2024 13:39:17,7.63,90.28,6.15,,
3304,03-30-2024 13:49:17,7.78,87.83,5.90,,
3305,03-30-2024 13:59:17,7.91,88.39,6.12,,
3306,03-30-2024 14:09:17,7.62,90.86,6.23,,
3307,03-30-2024 14:19:17,7.32,91.43,6.03,,
3308,03-30-2024 14:29:17,7.62,88.84,5.91,,
3309,03-30-2024 14:39:17,8.21,95.03,7.47,,
3310,03-30-2024 14:49:17,8.12,90.09,6.60,,
3311,03-30-2024 14:59:17,7.49,86.20,5.35,,
3312,03-30-2024 15:09:17,7.64,94.35,6.80,,
3313,03-30-2024 15:19:17,7.77,89.40,6.15,,
3314,03-30-2024 15:29:17,8.00,93.86,7.08,,
3315,03-30-2024 15:39:17,7.65,92.36,6.50,,
3316,03-30-2024 15:49:17,7.33,90.69,5.92,,
3317,03-30-2024 15:59:17,7.69,88.57,5.93,,
3318,03-30-2024 16:09:17,8.04,96.35,7.50,,
3319,03-30-2024 16:19:17,8.08,91.50,6.79,,
3320,03-30-2024 16:29:17,7.30,87.10,5.30,,
3321,03-30-2024 16:39:17,7.35,93.34,6.36,,
3322,03-30-2024 16:49:17,7.74,91.98,6.53,,
3323,03-30-2024 16:59:17,7.92,90.82,6.52,,
3324,03-30-2024 17:09:17,7.71,91.70,6.45,,
3325,03-30-2024 17:19:17,7.32,93.37,6.33,,
3326,03-30-2024 17:29:17,7.82,86.11,5.65,,
3327,03-30-2024 17:39:17,7.69,94.99,6.94,,
3328,03-30-2024 17:49:17,8.05,88.16,6.22,,
3329,03-30-2024 17:59:17,7.35,88.79,5.63,,
3330,03-30-2024 18:09:17,7.69,91.44,6.39,,
3331,03-30-2024 18:19:17,7.72,90.20,6.22,,
3332,03-30-2024 18:29:17,8.14,89.48,6.52,,
3333,03-30-2024 18:39:17,7.61,90.05,6.09,,
3334,03-30-2024 18:49:17,7.30,93.71,6.36,,
3335,03-30-2024 18:59:17,7.69,89.58,6.09,,
3336,03-30-2024 19:09:17,7.69,92.86,6.61,,
3337,03-30-2024 19:19:17,8.11,90.17,6.60,,
3338,03-30-2024 19:29:17,7.43,85.61,5.18,,
3339,03-30-2024 19:39:17,7.48,94.32,6.64,,
3340,03-30-2024 19:49:17,7.73,90.63,6.30,,
3341,03-30-2024 19:59:17,7.87,90.09,6.35,,
3342,03-30-2024 20:09:17,7.49,93.85,6.57,,
3343,03-30-2024 20:19:17,7.55,93.76,6.61,,
3344,03-30-2024 20:29:17,7.59,88.62,5.84,,
3345,03-30-2024 20:39:17,7.05,81.96,4.19,,
3346,03-30-2024 20:49:17,5.08,89.78,3.55,,
3347,03-30-2024 20:59:17,4.15,88.33,2.39,,
3348,03-30-2024 21:09:17,4.22,94.22,3.38,,
3349,03-30-2024 21:19:17,4.47,92.85,3.42,,
3350,03-30-2024 21:29:17,4.64,89.20,3.02,,
3351,03-30-2024 21:39:17,4.39,93.38,3.42,,
3352,03-30-2024 21:49:17,4.34,95.82,3.74,,
3353,03-30-2024 21:59:17,4.91,87.41,3.00,,
3354,03-30-2024 22:09:17,4.93,92.25,3.78,,
3355,03-30-2024 22:19:17,4.84,92.50,3.74,,
3356,03-30-2024 22:29:17,4.53,85.18,2.26,,
3357,03-30-2024 22:39:17,4.75,89.37,3.15,,
3358,03-30-2024 22:49:17,4.87,93.72,3.94,,
3359,03-30-2024 22:59:17,5.38,87.52,3.48,,
3360,03-30-2024 23:09:17,4.84,92.32,3.71,,
3361,03-30-2024 23:19:17,4.74,94.76,3.97,,
3362,03-30-2024 23:29:17,5.21,85.29,2.95,,
3363,03-30-2024 23:39:17,5.33,95.63,4.69,,
3364,03-30-2024 23:49:17,5.45,90.53,4.02,,
3365,03-30-2024 23:59:17,5.00,83.31,2.41,,
3366,03-31-2024 00:09:17,5.33,91.69,4.09,,
3367,03-31-2024 00:19:17,5.54,93.53,4.59,,
3368,03-31-2024 00:29:17,5.78,87.52,3.87,,
3369,03-31-2024 00:39:17,5.25,89.43,3.66,,
3370,03-31-2024 00:49:17,5.38,94.80,4.62,,
3371,03-31-2024 00:59:17,5.77,87.66,3.88,,
3372,03-31-2024 01:09:17,5.93,92.06,4.74,,
3373,03-31-2024 01:19:17,5.92,92.31,4.77,,
3374,03-31-2024 01:29:17,5.37,86.15,3.25,,
3375,03-31-2024 01:39:17,5.79,89.31,4.17,,
3376,03-31-2024 01:49:17,5.99,94.31,5.15,,
3377,03-31-2024 01:59:17,6.12,90.16,4.64,,
3378,03-31-2024 02:09:17,5.79,91.31,4.49,,
3379,03-31-2024 02:19:17,5.62,94.77,4.85,,
3380,03-31-2024 02:29:17,6.22,87.00,4.22,,
3381,03-31-2024 02:39:17,6.10,90.26,4.63,,
3382,03-31-2024 02:49:17,6.11,91.81,4.88,,
3383,03-31-2024 02:59:17,5.99,84.61,3.60,,
3384,03-31-2024 03:09:17,6.42,86.31,4.31,,
3385,03-31-2024 03:19:17,6.63,91.76,5.39,,
3386,03-31-2024 03:29:17,6.51,87.27,4.55,,
3387,03-31-2024 03:39:17,6.07,87.71,4.19,,
3388,03-31-2024 03:49:17,6.19,93.74,5.26,,
3389,03-31-2024 03:59:17,6.65,87.55,4.73,,
3390,03-31-2024 04:09:17,7.09,89.96,5.56,,
3391,03-31-2024 04:19:17,6.81,92.18,5.63,,
3392,03-31-2024 04:29:17,6.36,78.61,2.92,,
3393,03-31-2024 04:39:17,6.79,88.15,4.97,,
3394,03-31-2024 04:49:17,6.91,94.65,6.12,,
3395,03-31-2024 04:59:17,7.14,89.36,5.51,,
3396,03-31-2024 05:09:17,6.76,84.73,4.38,,
3397,03-31-2024 05:19:17,6.75,92.79,5.68,,
3398,03-31-2024 05:29:17,7.12,85.43,4.85,,
3399,03-31-2024 05:39:17,7.16,92.31,6.00,,
3400,03-31-2024 05:49:17,7.02,93.23,6.01,,
3401,03-31-2024 05:59:17,6.81,84.17,4.33,,
3402,03-31-2024 06:09:17,7.25,91.29,5.93,,
3403,03-31-2024 06:19:17,7.53,94.28,6.67,,
3404,03-31-2024 06:29:17,7.49,85.67,5.26,,
3405,03-31-2024 06:39:17,7.25,85.62,5.00,,
3406,03-31-2024 06:49:17,7.24,90.99,5.87,,
3407,03-31-2024 06:59:17,7.57,82.05,4.71,,
3408,03-31-2024 07:09:17,7.75,92.88,6.68,,
3409,03-31-2024 07:19:17,7.63,92.53,6.51,,
3410,03-31-2024 07:29:17,7.11,85.84,4.91,,
3411,03-31-2024 07:39:17,7.59,87.73,5.69,,
3412,03-31-2024 07:49:17,8.04,94.21,7.17,,
3413,03-31-2024 07:59:17,8.30,88.42,6.51,,
3414,03-31-2024 08:09:17,7.64,82.94,4.94,,
3415,03-31-2024 08:19:17,7.38,91.47,6.09,,
3416,03-31-2024 08:29:17,7.97,82.99,5.26,,
3417,03-31-2024 08:39:17,8.15,89.94,6.61,,
3418,03-31-2024 08:49:17,7.75,91.61,6.48,,
3419,03-31-2024 08:59:17,7.47,88.01,5.62,,
3420,03-31-2024 09:09:17,7.68,85.95,5.48,,
3421,03-31-2024 09:19:17,8.04,92.55,6.92,,
3422,03-31-2024 09:29:17,8.16,89.50,6.54,,
3423,03-31-2024 09:39:17,7.50,85.43,5.23,,
3424,03-31-2024 09:49:17,7.64,93.44,6.66,,
3425,03-31-2024 09:59:17,8.05,84.56,5.62,,
3426,03-31-2024 10:09:17,8.07,89.67,6.49,,
3427,03-31-2024 10:19:17,7.75,91.37,6.44,,
3428,03-31-2024 10:29:17,7.39,90.04,5.87,,
3429,03-31-2024 10:39:17,7.92,85.93,5.72,,
3430,03-31-2024 10:49:17,7.97,92.50,6.83,,
