#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Started Offset,Host Connected,End of File
2646,03-24-2025 22:10:00,9.53,97.15,9.11,,,,
2647,03-24-2025 22:20:00,9.52,97.19,9.11,,,,
2648,03-24-2025 22:30:00,9.51,97.16,9.10,,,,
2649,03-24-2025 22:40:00,9.49,97.18,9.08,,,,
2650,03-24-2025 22:50:00,9.46,97.19,9.05,,,,
2651,03-24-2025 23:00:00,9.43,97.29,9.03,,,,
2652,03-24-2025 23:10:00,9.41,97.42,9.03,,,,
2653,03-24-2025 23:20:00,9.39,97.52,9.03,,,,
2654,03-24-2025 23:30:00,9.37,97.64,9.03,,,,
2655,03-24-2025 23:40:00,9.38,97.71,9.05,,,,
2656,03-24-2025 23:50:00,9.38,97.67,9.04,,,,
2657,03-25-2025 00:00:00,9.37,97.67,9.03,,,,
2658,03-25-2025 00:10:00,9.35,97.66,9.01,,,,
2659,03-25-2025 00:20:00,9.33,97.64,8.99,,,,
2660,03-25-2025 00:30:00,9.30,97.67,8.96,,,,
2661,03-25-2025 00:40:00,9.30,97.73,8.96,,,,
2662,03-25-2025 00:50:00,9.30,97.81,8.98,,,,
2663,03-25-2025 01:00:00,9.30,97.86,8.98,,,,
2664,03-25-2025 01:10:00,9.28,97.84,8.97,,,,
2665,03-25-2025 01:20:00,9.27,97.88,8.96,,,,
2666,03-25-2025 01:30:00,9.27,97.86,8.96,,,,
2667,03-25-2025 01:40:00,9.25,97.91,8.94,,,,
2668,03-25-2025 01:50:00,9.24,97.92,8.94,,,,
2669,03-25-2025 02:00:00,9.24,97.94,8.94,,,,
2670,03-25-2025 02:10:00,9.24,98.00,8.95,,,,
2671,03-25-2025 02:20:00,9.24,97.97,8.95,,,,
2672,03-25-2025 02:30:00,9.20,97.94,8.90,,,,
2673,03-25-2025 02:40:00,9.17,97.94,8.87,,,,
2674,03-25-2025 02:50:00,9.15,97.99,8.86,,,,
2675,03-25-2025 03:00:00,9.15,98.04,8.86,,,,
2676,03-25-2025 03:10:00,9.15,98.10,8.88,,,,
2677,03-25-2025 03:20:00,9.19,98.23,8.93,,,,
2678,03-25-2025 03:30:00,9.22,98.31,8.97,,,,
2679,03-25-2025 03:40:00,9.24,98.32,9.00,,,,
2680,03-25-2025 03:50:00,9.26,98.37,9.02,,,,
2681,03-25-2025 04:00:00,9.26,98.41,9.04,,,,
2682,03-25-2025 04:10:00,9.26,98.36,9.03,,,,
2683,03-25-2025 04:20:00,9.25,98.40,9.02,,,,
2684,03-25-2025 04:30:00,9.26,98.43,9.03,,,,
2685,03-25-2025 04:40:00,9.29,98.47,9.07,,,,
2686,03-25-2025 04:50:00,9.30,98.55,9.10,,,,
2687,03-25-2025 05:00:00,9.33,98.58,9.13,,,,
2688,03-25-2025 05:10:00,9.37,98.65,9.18,,,,
2689,03-25-2025 05:20:00,9.40,98.68,9.21,,,,
2690,03-25-2025 05:30:00,9.40,98.66,9.21,,,,
2691,03-25-2025 05:40:00,9.40,98.68,9.21,,,,
2692,03-25-2025 05:50:00,9.41,98.66,9.22,,,,
2693,03-25-2025 06:00:00,9.42,98.68,9.23,,,,
2694,03-25-2025 06:10:00,9.42,98.68,9.23,,,,
2695,03-25-2025 06:20:00,9.43,98.64,9.23,,,,
2696,03-25-2025 06:30:00,9.44,98.65,9.24,,,,
2697,03-25-2025 06:40:00,9.48,98.74,9.30,,,,
2698,03-25-2025 06:50:00,9.49,98.72,9.31,,,,
2699,03-25-2025 07:00:00,9.48,98.63,9.28,,,,
2700,03-25-2025 07:10:00,9.47,98.59,9.27,,,,
2701,03-25-2025 07:20:00,9.47,98.61,9.27,,,,
2702,03-25-2025 07:30:00,9.49,98.68,9.30,,,,
2703,03-25-2025 07:40:00,9.51,98.63,9.31,,,,
2704,03-25-2025 07:50:00,9.55,98.64,9.36,,,,
2705,03-25-2025 08:00:00,9.62,98.69,9.44,,,,
2706,03-25-2025 08:10:00,9.77,98.72,9.59,,,,
2707,03-25-2025 08:20:00,9.96,98.81,9.79,,,,
2708,03-25-2025 08:30:00,10.09,98.69,9.91,,,,
2709,03-25-2025 08:40:00,10.26,98.61,10.07,,,,
2710,03-25-2025 08:50:00,10.37,98.44,10.15,,,,
2711,03-25-2025 09:00:00,10.48,98.32,10.23,,,,
2712,03-25-2025 09:10:00,10.59,98.05,10.30,,,,
2713,03-25-2025 09:20:00,10.79,97.98,10.50,,,,
2714,03-25-2025 09:30:00,10.79,96.65,10.29,,,,
2715,03-25-2025 09:40:00,10.62,95.85,9.99,,,,
2716,03-25-2025 09:50:00,10.59,96.41,10.06,,,,
2717,03-25-2025 10:00:00,10.61,96.20,10.04,,,,
2718,03-25-2025 10:10:00,10.72,96.02,10.12,,,,
2719,03-25-2025 10:20:00,10.85,95.83,10.22,,,,
2720,03-25-2025 10:30:00,10.89,94.80,10.10,,,,
2721,03-25-2025 10:40:00,11.13,95.18,10.40,,,,
2722,03-25-2025 10:50:00,11.43,94.42,10.58,,,,
2723,03-25-2025 11:00:00,11.68,94.51,10.85,,,,
2724,03-25-2025 11:10:00,12.09,94.50,11.25,,,,
2725,03-25-2025 11:20:00,12.72,94.14,11.81,,,,
2726,03-25-2025 11:30:00,13.39,91.66,12.08,,,,
2727,03-25-2025 11:40:00,13.65,90.23,12.09,,,,
2728,03-25-2025 11:50:00,13.61,88.57,11.77,,,,
2729,03-25-2025 12:00:00,13.69,87.86,11.73,,,,
2730,03-25-2025 12:10:00,13.81,87.19,11.73,,,,
2731,03-25-2025 12:20:00,14.25,86.42,12.03,,,,
2732,03-25-2025 12:30:00,15.35,84.58,12.78,,,,
2733,03-25-2025 12:40:00,16.66,81.35,13.47,,,,
2734,03-25-2025 12:50:00,17.44,79.61,13.89,,,,
2735,03-25-2025 13:00:00,18.55,78.53,14.77,,,,
2736,03-25-2025 13:10:00,20.14,72.14,14.98,,,,
2737,03-25-2025 13:20:00,21.16,70.35,15.57,,,,
2738,03-25-2025 13:30:00,21.71,66.09,15.12,,,,
2739,03-25-2025 13:40:00,20.62,67.05,14.31,,,,
2740,03-25-2025 13:50:00,19.82,70.11,14.23,,,,
2741,03-25-2025 14:00:00,19.72,70.72,14.27,,,,
2742,03-25-2025 14:10:00,19.31,68.42,13.37,,,,
2743,03-25-2025 14:20:00,18.73,71.47,13.49,,,,
2744,03-25-2025 14:30:00,18.66,73.62,13.87,,,,
2745,03-25-2025 14:40:00,19.09,70.07,13.53,,,,
2746,03-25-2025 14:50:00,19.11,69.87,13.51,,,,
2747,03-25-2025 15:00:00,19.23,68.64,13.34,,,,
2748,03-25-2025 15:10:00,18.76,69.36,13.05,,,,
2749,03-25-2025 15:20:00,18.55,71.30,13.27,,,,
2750,03-25-2025 15:30:00,18.15,71.71,12.98,,,,
2751,03-25-2025 15:40:00,17.93,72.87,13.02,,,,
2752,03-25-2025 15:50:00,17.87,71.53,12.67,,,,
2753,03-25-2025 16:00:00,17.92,71.46,12.71,,,,
2754,03-25-2025 16:10:00,17.76,70.64,12.38,,,,
2755,03-25-2025 16:20:00,17.76,71.52,12.56,,,,
2756,03-25-2025 16:30:00,17.56,74.93,13.08,,,,
2757,03-25-2025 16:40:00,17.84,73.24,13.00,,,,
2758,03-25-2025 16:50:00,17.92,75.16,13.48,,,,
2759,03-25-2025 17:00:00,17.72,74.30,13.10,,,,
2760,03-25-2025 17:10:00,17.76,72.91,12.85,,,,
2761,03-25-2025 17:20:00,17.93,73.27,13.10,,,,
2762,03-25-2025 17:30:00,17.84,72.51,12.85,,,,
2763,03-25-2025 17:40:00,17.61,75.91,13.33,,,,
2764,03-25-2025 17:50:00,17.16,74.07,12.52,,,,
2765,03-25-2025 18:00:00,16.71,76.67,12.61,,,,
2766,03-25-2025 18:10:00,16.35,77.59,12.44,,,,
2767,03-25-2025 18:20:00,15.99,76.08,11.80,,,,
2768,03-25-2025 18:30:00,15.38,77.54,11.49,,,,
2769,03-25-2025 18:40:00,14.97,80.21,11.60,,,,
2770,03-25-2025 18:50:00,14.65,81.11,11.46,,,,
2771,03-25-2025 19:00:00,14.19,81.57,11.09,,,,
2772,03-25-2025 19:10:00,13.65,82.50,10.74,,,,
2773,03-25-2025 19:20:00,13.17,84.68,10.66,,,,
2774,03-25-2025 19:30:00,12.69,85.69,10.37,,,,
2775,03-25-2025 19:40:00,12.26,87.42,10.24,,,,
2776,03-25-2025 19:50:00,11.87,88.51,10.05,,,,
2777,03-25-2025 20:00:00,11.62,89.08,9.89,,,,
2778,03-25-2025 20:10:00,11.44,89.76,9.83,,,,
2779,03-25-2025 20:20:00,11.28,90.12,9.73,,,,
2780,03-25-2025 20:30:00,11.17,90.54,9.69,,,,
2781,03-25-2025 20:40:00,11.01,90.58,9.54,,,,
2782,03-25-2025 20:50:00,10.83,91.32,9.48,,,,
2783,03-25-2025 21:00:00,10.62,91.63,9.33,,,,
2784,03-25-2025 21:10:00,10.47,92.01,9.24,,,,
2785,03-25-2025 21:20:00,10.32,92.29,9.14,,,,
2786,03-25-2025 21:30:00,10.12,92.74,9.00,,,,
2787,03-25-2025 21:40:00,10.12,94.14,9.23,,,,
2788,03-25-2025 21:50:00,10.13,94.26,9.26,,,,
2789,03-25-2025 22:00:00,10.05,94.73,9.26,,,,
2790,03-25-2025 22:10:00,10.12,95.52,9.45,,,,
2791,03-25-2025 22:20:00,10.10,95.50,9.42,,,,
2792,03-25-2025 22:30:00,9.97,95.35,9.28,,,,
2793,03-25-2025 22:40:00,9.87,95.28,9.16,,,,
2794,03-25-2025 22:50:00,9.73,94.94,8.97,,,,
2795,03-25-2025 23:00:00,9.60,95.12,8.87,,,,
2796,03-25-2025 23:10:00,9.49,95.02,8.74,,,,
2797,03-25-2025 23:20:00,9.41,95.31,8.71,,,,
2798,03-25-2025 23:30:00,9.34,95.16,8.62,,,,
2799,03-25-2025 23:40:00,9.28,95.55,8.61,,,,
2800,03-25-2025 23:50:00,9.26,95.53,8.59,,,,
2801,03-26-2025 00:00:00,9.17,94.72,8.38,,,,
2802,03-26-2025 00:10:00,9.08,94.74,8.29,,,,
2803,03-26-2025 00:20:00,9.01,95.17,8.28,,,,
2804,03-26-2025 00:30:00,8.97,95.54,8.31,,,,
2805,03-26-2025 00:40:00,9.02,95.41,8.34,,,,
2806,03-26-2025 00:50:00,8.93,94.45,8.09,,,,
2807,03-26-2025 01:00:00,8.85,94.92,8.09,,,,
2808,03-26-2025 01:10:00,8.83,95.04,8.09,,,,
2809,03-26-2025 01:20:00,8.79,94.80,8.01,,,,
2810,03-26-2025 01:30:00,8.78,94.93,8.02,,,,
2811,03-26-2025 01:40:00,8.73,95.30,8.03,,,,
2812,03-26-2025 01:50:00,8.66,95.30,7.96,,,,
2813,03-26-2025 02:00:00,8.62,95.30,7.92,,,,
2814,03-26-2025 02:10:00,8.59,94.45,7.75,,,,
2815,03-26-2025 02:20:00,8.52,94.14,7.64,,,,
2816,03-26-2025 02:30:00,8.47,94.42,7.63,,,,
2817,03-26-2025 02:40:00,8.42,95.05,7.68,,,,
2818,03-26-2025 02:50:00,8.45,95.79,7.83,,,,
2819,03-26-2025 03:00:00,8.41,95.75,7.78,,,,
2820,03-26-2025 03:10:00,8.30,95.27,7.60,,,,
2821,03-26-2025 03:20:00,8.23,95.59,7.57,,,,
2822,03-26-2025 03:30:00,8.19,94.99,7.44,,,,
2823,03-26-2025 03:40:00,8.04,94.61,7.23,,,,
2824,03-26-2025 03:50:00,7.93,95.03,7.19,,,,
2825,03-26-2025 04:00:00,7.99,96.15,7.42,,,,
2826,03-26-2025 04:10:00,8.04,96.46,7.52,,,,
2827,03-26-2025 04:20:00,8.17,96.31,7.63,,,,
2828,03-26-2025 04:30:00,8.23,95.19,7.51,,,,
2829,03-26-2025 04:40:00,8.32,94.47,7.49,,,,
2830,03-26-2025 04:50:00,8.31,94.17,7.44,,,,
2831,03-26-2025 05:00:00,8.27,94.65,7.47,,,,
2832,03-26-2025 05:10:00,8.20,94.88,7.44,,,,
2833,03-26-2025 05:20:00,8.17,94.57,7.36,,,,
2834,03-26-2025 05:30:00,8.14,94.11,7.26,,,,
2835,03-26-2025 05:40:00,8.07,94.37,7.23,,,,
2836,03-26-2025 05:50:00,7.99,94.65,7.19,,,,
2837,03-26-2025 06:00:00,7.89,95.13,7.16,,,,
2838,03-26-2025 06:10:00,7.87,96.15,7.30,,,,
2839,03-26-2025 06:20:00,8.01,96.80,7.54,,,,
2840,03-26-2025 06:30:00,7.99,95.42,7.31,,,,
2841,03-26-2025 06:40:00,7.96,95.20,7.25,,,,
2842,03-26-2025 06:50:00,7.83,95.08,7.10,,,,
2843,03-26-2025 07:00:00,7.61,95.15,6.89,,,,
2844,03-26-2025 07:10:00,7.56,95.70,6.93,,,,
2845,03-26-2025 07:20:00,7.56,96.07,6.98,,,,
2846,03-26-2025 07:30:00,7.55,96.03,6.96,,,,
2847,03-26-2025 07:40:00,7.56,96.28,7.01,,,,
2848,03-26-2025 07:50:00,7.75,96.61,7.25,,,,
2849,03-26-2025 08:00:00,8.01,96.72,7.53,,,,
2850,03-26-2025 08:10:00,8.52,97.15,8.10,,,,
2851,03-26-2025 08:20:00,9.30,97.21,8.89,,,,
2852,03-26-2025 08:30:00,10.51,95.49,9.83,,,,
2853,03-26-2025 08:40:00,11.66,87.87,9.73,,,,
2854,03-26-2025 08:50:00,12.73,84.97,10.28,,,,
2855,03-26-2025 09:00:00,13.02,76.98,9.10,,,,
2856,03-26-2025 09:10:00,13.14,78.76,9.55,,,,
2857,03-26-2025 09:20:00,14.39,74.63,9.96,,,,
2858,03-26-2025 09:30:00,15.29,71.94,10.27,,,,
2859,03-26-2025 09:40:00,16.56,69.08,10.89,,,,
2860,03-26-2025 09:50:00,18.02,65.16,11.39,,,,
2861,03-26-2025 10:00:00,18.47,61.48,10.94,,,,
2862,03-26-2025 10:10:00,17.97,59.19,9.90,,,,
2863,03-26-2025 10:20:00,15.02,67.15,8.99,,,,
2864,03-26-2025 10:30:00,13.33,75.18,9.05,,,,
2865,03-26-2025 10:40:00,12.40,78.94,8.86,,,,
2866,03-26-2025 10:50:00,11.55,81.33,8.48,,,,
2867,03-26-2025 11:00:00,11.16,84.71,8.70,,,,
2868,03-26-2025 11:10:00,11.44,85.06,9.03,,,,
2869,03-26-2025 11:20:00,11.81,83.89,9.19,,,,
2870,03-26-2025 11:30:00,12.01,82.82,9.19,,,,
2871,03-26-2025 11:40:00,11.77,81.86,8.78,,,,
2872,03-26-2025 11:50:00,11.47,84.28,8.92,,,,
2873,03-26-2025 12:00:00,11.44,84.82,8.98,,,,
2874,03-26-2025 12:10:00,11.70,85.27,9.32,,,,
2875,03-26-2025 12:20:00,12.59,83.59,9.89,,,,
2876,03-26-2025 12:30:00,13.30,81.94,10.29,,,,
2877,03-26-2025 12:40:00,13.51,78.96,9.95,,,,
2878,03-26-2025 12:50:00,13.33,81.31,10.21,,,,
2879,03-26-2025 13:00:00,13.13,80.18,9.81,,,,
2880,03-26-2025 13:10:00,12.87,80.90,9.69,,,,
2881,03-26-2025 13:20:00,12.74,82.26,9.81,,,,
2882,03-26-2025 13:30:00,12.73,81.85,9.72,,,,
2883,03-26-2025 13:40:00,13.12,85.00,10.67,,,,
2884,03-26-2025 13:50:00,13.64,83.61,10.93,,,,
2885,03-26-2025 14:00:00,13.78,80.44,10.49,,,,
2886,03-26-2025 14:10:00,13.39,78.56,9.75,,,,
2887,03-26-2025 14:20:00,12.41,80.80,9.21,,,,
2888,03-26-2025 14:30:00,11.88,84.54,9.37,,,,
2889,03-26-2025 14:40:00,11.49,86.59,9.35,,,,
2890,03-26-2025 14:50:00,11.35,87.94,9.44,,,,
2891,03-26-2025 15:00:00,11.23,88.06,9.34,,,,
2892,03-26-2025 15:10:00,11.15,90.31,9.64,,,,
2893,03-26-2025 15:20:00,11.14,91.42,9.81,,,,
2894,03-26-2025 15:30:00,11.22,91.97,9.97,,,,
2895,03-26-2025 15:40:00,11.75,91.15,10.37,,,,
2896,03-26-2025 15:50:00,12.97,88.43,11.11,,,,
2897,03-26-2025 16:00:00,14.10,84.95,11.62,,,,
2898,03-26-2025 16:10:00,15.32,84.36,12.71,,,,
2899,03-26-2025 16:20:00,16.82,81.04,13.57,,,,
2900,03-26-2025 16:30:00,17.99,77.39,14.00,,,,
2901,03-26-2025 16:40:00,18.22,74.88,13.71,,,,
2902,03-26-2025 16:50:00,18.27,73.36,13.45,,,,
2903,03-26-2025 17:00:00,17.74,72.40,12.73,,,,
2904,03-26-2025 17:10:00,16.91,74.12,12.28,,,,
2905,03-26-2025 17:20:00,16.26,73.42,11.51,,,,
2906,03-26-2025 17:30:00,15.09,74.37,10.58,,,,
2907,03-26-2025 17:40:00,14.34,75.52,10.09,,,,
2908,03-26-2025 17:50:00,14.01,78.05,10.26,,,,
2909,03-26-2025 18:00:00,13.72,80.67,10.47,,,,
2910,03-26-2025 18:10:00,13.19,79.49,9.74,,,,
2911,03-26-2025 18:20:00,12.59,81.97,9.61,,,,
2912,03-26-2025 18:30:00,12.15,83.63,9.48,,,,
2913,03-26-2025 18:40:00,11.90,84.25,9.34,,,,
2914,03-26-2025 18:50:00,11.60,84.94,9.17,,,,
2915,03-26-2025 19:00:00,11.32,85.56,9.00,,,,
2916,03-26-2025 19:10:00,10.97,86.49,8.82,,,,
2917,03-26-2025 19:20:00,10.74,87.61,8.78,,,,
2918,03-26-2025 19:30:00,10.63,88.60,8.84,,,,
2919,03-26-2025 19:40:00,10.89,90.90,9.47,,,,
2920,03-26-2025 19:50:00,11.11,91.20,9.74,,,,
2921,03-26-2025 20:00:00,11.11,90.16,9.57,,,,
2922,03-26-2025 20:10:00,11.18,90.63,9.72,,,,
2923,03-26-2025 20:20:00,11.33,89.69,9.71,,,,
2924,03-26-2025 20:30:00,11.27,88.09,9.38,,,,
2925,03-26-2025 20:40:00,10.94,88.34,9.10,,,,
2926,03-26-2025 20:50:00,10.79,89.23,9.10,,,,
2927,03-26-2025 21:00:00,10.31,89.61,8.69,,,,
2928,03-26-2025 21:10:00,10.09,91.53,8.79,,,,
2929,03-26-2025 21:20:00,10.10,92.34,8.93,,,,
2930,03-26-2025 21:30:00,10.16,93.17,9.12,,,,
2931,03-26-2025 21:40:00,10.40,92.43,9.23,,,,
2932,03-26-2025 21:50:00,10.21,91.43,8.89,,,,
2933,03-26-2025 22:00:00,9.99,92.74,8.88,,,,
2934,03-26-2025 22:10:00,9.88,93.46,8.89,,,,
2935,03-26-2025 22:20:00,9.69,94.20,8.82,,,,
2936,03-26-2025 22:30:00,9.59,94.88,8.81,,,,
2937,03-26-2025 22:40:00,9.62,95.53,8.95,,,,
2938,03-26-2025 22:50:00,9.76,96.33,9.21,,,,
2939,03-26-2025 23:00:00,9.90,96.71,9.42,,,,
2940,03-26-2025 23:10:00,9.97,96.71,9.49,,,,
2941,03-26-2025 23:20:00,10.09,97.06,9.66,,,,
2942,03-26-2025 23:30:00,10.29,97.41,9.91,,,,
2943,03-26-2025 23:40:00,10.55,97.74,10.22,,,,
2944,03-26-2025 23:50:00,10.83,97.97,10.54,,,,
2945,03-27-2025 00:00:00,11.01,98.08,10.74,,,,
2946,03-27-2025 00:10:00,11.15,98.05,10.86,,,,
2947,03-27-2025 00:20:00,11.15,97.86,10.84,,,,
2948,03-27-2025 00:30:00,11.08,97.65,10.74,,,,
2949,03-27-2025 00:40:00,11.03,97.50,10.66,,,,
2950,03-27-2025 00:50:00,10.99,97.29,10.59,,,,
2951,03-27-2025 01:00:00,10.93,97.07,10.49,,,,
2952,03-27-2025 01:10:00,10.87,97.14,10.44,,,,
2953,03-27-2025 01:20:00,10.86,97.09,10.43,,,,
2954,03-27-2025 01:30:00,10.79,96.88,10.32,,,,
2955,03-27-2025 01:40:00,10.72,96.72,10.23,,,,
2956,03-27-2025 01:50:00,10.68,96.89,10.22,,,,
2957,03-27-2025 02:00:00,10.62,96.95,10.17,,,,
2958,03-27-2025 02:10:00,10.57,96.82,10.10,,,,
2959,03-27-2025 02:20:00,10.51,96.75,10.02,,,,
2960,03-27-2025 02:30:00,10.44,96.69,9.95,,,,
2961,03-27-2025 02:40:00,10.38,96.73,9.90,,,,
2962,03-27-2025 02:50:00,10.33,96.73,9.84,,,,
2963,03-27-2025 03:00:00,10.33,96.77,9.85,,,,
2964,03-27-2025 03:10:00,10.31,96.97,9.86,,,,
2965,03-27-2025 03:20:00,10.29,97.06,9.85,,,,
2966,03-27-2025 03:30:00,10.29,97.10,9.86,,,,
2967,03-27-2025 03:40:00,10.28,97.18,9.86,,,,
2968,03-27-2025 03:50:00,10.28,97.29,9.88,,,,
2969,03-27-2025 04:00:00,10.28,97.39,9.90,,,,
2970,03-27-2025 04:10:00,10.30,97.53,9.93,,,,
2971,03-27-2025 04:20:00,10.31,97.58,9.96,,,,
2972,03-27-2025 04:30:00,10.31,97.41,9.93,,,,
2973,03-27-2025 04:40:00,10.30,97.24,9.90,,,,
2974,03-27-2025 04:50:00,10.29,96.83,9.82,,,,
2975,03-27-2025 05:00:00,10.25,96.13,9.67,,,,
2976,03-27-2025 05:10:00,10.21,95.85,9.59,,,,
2977,03-27-2025 05:20:00,10.19,95.19,9.46,,,,
2978,03-27-2025 05:30:00,10.15,94.75,9.36,,,,
2979,03-27-2025 05:40:00,10.11,94.36,9.25,,,,
2980,03-27-2025 05:50:00,10.07,93.75,9.12,,,,
2981,03-27-2025 06:00:00,10.05,93.14,9.01,,,,
2982,03-27-2025 06:10:00,10.01,92.47,8.86,,,,
2983,03-27-2025 06:20:00,9.94,91.80,8.68,,,,
2984,03-27-2025 06:30:00,9.86,90.28,8.35,,,,
2985,03-27-2025 06:40:00,9.80,89.92,8.24,,,,
2986,03-27-2025 06:50:00,9.74,89.53,8.11,,,,
2987,03-27-2025 07:00:00,9.69,89.03,7.98,,,,
2988,03-27-2025 07:10:00,9.54,90.00,7.99,,,,
2989,03-27-2025 07:20:00,9.37,90.92,7.98,,,,
2990,03-27-2025 07:30:00,9.26,91.48,7.95,,,,
2991,03-27-2025 07:40:00,9.15,91.74,7.89,,,,
2992,03-27-2025 07:50:00,9.07,92.03,7.85,,,,
2993,03-27-2025 08:00:00,9.12,92.23,7.93,,,,
2994,03-27-2025 08:10:00,9.19,92.70,8.08,,,,
2995,03-27-2025 08:20:00,9.31,93.68,8.36,,,,
2996,03-27-2025 08:30:00,9.40,93.35,8.39,,,,
2997,03-27-2025 08:40:00,9.48,92.42,8.32,,,,
2998,03-27-2025 08:50:00,9.59,91.69,8.31,,,,
2999,03-27-2025 09:00:00,9.72,91.25,8.38,,,,
3000,03-27-2025 09:10:00,9.91,91.06,8.53,,,,
3001,03-27-2025 09:20:00,10.42,90.34,8.92,,,,
3002,03-27-2025 09:30:00,11.05,88.13,9.17,,,,
3003,03-27-2025 09:40:00,11.90,84.21,9.34,,,,
3004,03-27-2025 09:50:00,11.56,84.83,9.11,,,,
3005,03-27-2025 10:00:00,11.30,85.82,9.02,,,,
3006,03-27-2025 10:10:00,12.72,83.82,10.07,,,,
3007,03-27-2025 10:20:00,13.15,81.73,10.11,,,,
3008,03-27-2025 10:30:00,14.21,77.76,10.40,,,,
3009,03-27-2025 10:40:00,14.80,73.09,10.04,,,,
3010,03-27-2025 10:50:00,15.16,75.28,10.83,,,,
3011,03-27-2025 11:00:00,15.28,68.96,9.63,,,,
3012,03-27-2025 11:10:00,15.91,67.42,9.90,,,,
3013,03-27-2025 11:20:00,17.51,59.32,9.50,,,,
3014,03-27-2025 11:30:00,19.58,58.97,11.36,,,,
3015,03-27-2025 11:40:00,20.38,53.14,10.54,,,,
3016,03-27-2025 11:50:00,20.41,51.58,10.12,,,,
3017,03-27-2025 12:00:00,20.47,49.56,9.58,,,,
3018,03-27-2025 12:10:00,21.37,48.36,10.04,,,,
3019,03-27-2025 12:20:00,21.22,45.45,8.98,,,,
3020,03-27-2025 12:30:00,20.08,46.14,8.16,,,,
3021,03-27-2025 12:40:00,18.47,49.75,7.80,,,,
3022,03-27-2025 12:50:00,18.03,53.18,8.37,,,,
3023,03-27-2025 13:00:00,17.66,58.65,9.48,,,,
3024,03-27-2025 13:10:00,16.95,56.82,8.34,,,,
3025,03-27-2025 13:20:00,17.79,60.26,10.00,,,,
3026,03-27-2025 13:30:00,18.71,51.63,8.57,,,,
3027,03-27-2025 13:40:00,17.90,48.83,7.00,,,,
3028,03-27-2025 13:50:00,17.61,46.06,5.89,,,,
3029,03-27-2025 14:00:00,17.60,47.72,6.39,,,,
3030,03-27-2025 14:10:00,16.62,47.98,5.57,,,,
3031,03-27-2025 14:20:00,16.11,50.68,5.89,,,,
3032,03-27-2025 14:30:00,16.25,50.39,5.94,,,,
3033,03-27-2025 14:40:00,15.76,52.19,6.00,,,,
3034,03-27-2025 14:50:00,16.00,53.74,6.64,,,,
3035,03-27-2025 15:00:00,16.48,53.72,7.09,,,,
3036,03-27-2025 15:10:00,16.56,51.24,6.47,,,,
3037,03-27-2025 15:20:00,16.53,50.10,6.12,,,,
3038,03-27-2025 15:30:00,16.98,50.15,6.55,,,,
3039,03-27-2025 15:40:00,17.13,53.35,7.59,,,,
3040,03-27-2025 15:50:00,17.33,53.10,7.71,,,,
3041,03-27-2025 16:00:00,16.81,53.11,7.22,,,,
3042,03-27-2025 16:10:00,16.52,53.96,7.19,,,,
3043,03-27-2025 16:20:00,16.08,56.14,7.35,,,,
3044,03-27-2025 16:30:00,15.51,62.31,8.35,,,,
3045,03-27-2025 16:40:00,14.84,62.87,7.84,,,,
3046,03-27-2025 16:50:00,14.30,65.48,7.94,,,,
3047,03-27-2025 17:00:00,14.05,64.65,7.51,,,,
3048,03-27-2025 17:10:00,14.14,67.74,8.28,,,,
3049,03-27-2025 17:20:00,14.26,68.83,8.63,,,,
3050,03-27-2025 17:30:00,14.15,70.17,8.81,,,,
3051,03-27-2025 17:40:00,13.88,68.59,8.22,,,,
3052,03-27-2025 17:50:00,13.66,65.65,7.36,,,,
3053,03-27-2025 18:00:00,13.48,67.40,7.58,,,,
3054,03-27-2025 18:10:00,12.91,69.01,7.38,,,,
3055,03-27-2025 18:20:00,12.51,72.98,7.81,,,,
3056,03-27-2025 18:30:00,12.28,74.34,7.86,,,,
3057,03-27-2025 18:40:00,12.04,73.22,7.40,,,,
3058,03-27-2025 18:50:00,11.80,78.21,8.14,,,,
3059,03-27-2025 19:00:00,11.56,79.47,8.14,,,,
3060,03-27-2025 19:10:00,11.37,81.02,8.24,,,,
3061,03-27-2025 19:20:00,11.22,81.45,8.17,,,,
3062,03-27-2025 19:30:00,11.09,82.28,8.20,,,,
3063,03-27-2025 19:40:00,11.01,82.86,8.22,,,,
3064,03-27-2025 19:50:00,10.92,83.81,8.30,,,,
3065,03-27-2025 20:00:00,10.83,84.12,8.27,,,,
3066,03-27-2025 20:10:00,10.79,84.43,8.28,,,,
3067,03-27-2025 20:20:00,10.69,84.70,8.23,,,,
3068,03-27-2025 20:30:00,10.61,85.65,8.31,,,,
3069,03-27-2025 20:40:00,10.55,85.14,8.17,,,,
3070,03-27-2025 20:50:00,10.51,83.59,7.86,,,,
3071,03-27-2025 21:00:00,10.50,82.75,7.70,,,,
3072,03-27-2025 21:10:00,10.51,82.19,7.62,,,,
3073,03-27-2025 21:20:00,10.54,82.28,7.65,,,,
3074,03-27-2025 21:30:00,10.55,82.70,7.75,,,,
3075,03-27-2025 21:40:00,10.48,82.88,7.70,,,,
3076,03-27-2025 21:50:00,10.40,83.63,7.76,,,,
3077,03-27-2025 22:00:00,10.29,84.10,7.73,,,,
3078,03-27-2025 22:10:00,10.24,84.44,7.74,,,,
3079,03-27-2025 22:20:00,10.20,84.29,7.68,,,,
3080,03-27-2025 22:30:00,10.19,84.09,7.63,,,,
