#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,Started Offset,End of File
1861,04-17-2025 11:08:31,15.12,55.32,6.24,,,,
1862,04-17-2025 11:18:31,15.34,57.86,7.11,,,,
1863,04-17-2025 11:28:31,15.62,61.05,8.16,,,,
1864,04-17-2025 11:38:31,15.93,58.75,7.88,,,,
1865,04-17-2025 11:48:31,16.19,61.57,8.81,,,,
1866,04-17-2025 11:58:31,17.06,55.38,8.07,,,,
1867,04-17-2025 12:08:31,17.80,55.71,8.84,,,,
1868,04-17-2025 12:18:31,18.66,56.11,9.75,,,,
1869,04-17-2025 12:28:31,18.87,53.20,9.16,,,,
1870,04-17-2025 12:38:31,18.94,55.53,9.86,,,,
1871,04-17-2025 12:48:31,18.98,55.88,9.99,,,,
1872,04-17-2025 12:58:31,18.99,54.51,9.63,,,,
1873,04-17-2025 13:08:31,17.63,56.69,8.95,,,,
1874,04-17-2025 13:18:31,16.50,56.40,7.81,,,,
1875,04-17-2025 13:28:31,15.83,60.80,8.29,,,,
1876,04-17-2025 13:38:31,15.35,60.19,7.69,,,,
1877,04-17-2025 13:48:31,15.82,55.69,6.99,,,,
1878,04-17-2025 13:58:31,16.12,51.55,6.15,,,,
1879,04-17-2025 14:08:31,15.73,53.02,6.20,,,,
1880,04-17-2025 14:18:31,16.62,47.33,5.38,,,,
1881,04-17-2025 14:28:31,16.64,49.12,5.93,,,,
1882,04-17-2025 14:38:31,16.67,51.22,6.56,,,,
1883,04-17-2025 14:48:31,16.80,52.27,6.98,,,,
1884,04-17-2025 14:58:31,16.61,50.67,6.35,,,,
1885,04-17-2025 15:08:31,17.72,44.79,5.58,,,,
1886,04-17-2025 15:18:31,18.73,47.23,7.27,,,,
1887,04-17-2025 15:28:31,19.10,47.37,7.66,,,,
1888,04-17-2025 15:38:31,18.87,49.12,7.97,,,,
1889,04-17-2025 15:48:31,18.76,46.66,7.12,,,,
1890,04-17-2025 15:58:31,19.17,45.15,7.02,,,,
1891,04-17-2025 16:08:31,18.61,41.43,5.27,,,,
1892,04-17-2025 16:18:31,18.83,41.75,5.57,,,,
1893,04-17-2025 16:28:31,19.04,44.88,6.81,,,,
1894,04-17-2025 16:38:31,18.08,45.80,6.23,,,,
1895,04-17-2025 16:48:31,16.73,46.92,5.35,,,,
1896,04-17-2025 16:58:31,15.77,47.55,4.66,,,,
1897,04-17-2025 17:08:31,15.05,52.04,5.30,,,,
1898,04-17-2025 17:18:31,14.48,48.68,3.82,,,,
1899,04-17-2025 17:28:31,14.22,48.94,3.65,,,,
1900,04-17-2025 17:38:31,14.08,52.26,4.46,,,,
1901,04-17-2025 17:48:31,14.48,50.77,4.42,,,,
1902,04-17-2025 17:58:31,14.88,52.45,5.25,,,,
1903,04-17-2025 18:08:31,14.94,51.55,5.05,,,,
1904,04-17-2025 18:18:31,14.62,51.64,4.79,,,,
1905,04-17-2025 18:28:31,14.19,55.73,5.49,,,,
1906,04-17-2025 18:38:31,13.64,58.85,5.75,,,,
1907,04-17-2025 18:48:31,13.20,58.67,5.30,,,,
1908,04-17-2025 18:58:31,12.71,59.81,5.11,,,,
1909,04-17-2025 19:08:31,12.19,59.66,4.58,,,,
1910,04-17-2025 19:18:31,11.65,65.09,5.32,,,,
1911,04-17-2025 19:28:31,11.16,68.46,5.59,,,,
1912,04-17-2025 19:38:31,10.79,67.55,5.04,,,,
1913,04-17-2025 19:48:31,10.41,69.27,5.03,,,,
1914,04-17-2025 19:58:31,10.00,68.62,4.51,,,,
1915,04-17-2025 20:08:31,9.64,67.59,3.95,,,,
1916,04-17-2025 20:18:31,9.33,69.77,4.10,,,,
1917,04-17-2025 20:28:31,9.06,64.46,2.72,,,,
1918,04-17-2025 20:38:31,8.84,69.77,3.64,,,,
1919,04-17-2025 20:48:31,8.62,65.34,2.50,,,,
1920,04-17-2025 20:58:31,8.41,70.56,3.37,,,,
1921,04-17-2025 21:08:31,8.24,71.22,3.35,,,,
1922,04-17-2025 21:18:31,8.08,70.78,3.11,,,,
1923,04-17-2025 21:28:31,7.88,70.28,2.81,,,,
1924,04-17-2025 21:38:31,7.72,72.63,3.12,,,,
1925,04-17-2025 21:48:31,7.54,73.46,3.11,,,,
1926,04-17-2025 21:58:31,7.37,73.28,2.91,,,,
1927,04-17-2025 22:08:31,7.26,74.77,3.09,,,,
1928,04-17-2025 22:18:31,7.14,74.70,2.96,,,,
1929,04-17-2025 22:28:31,7.09,76.98,3.34,,,,
1930,04-17-2025 22:38:31,7.04,76.44,3.19,,,,
1931,04-17-2025 22:48:31,6.97,74.99,2.85,,,,
1932,04-17-2025 22:58:31,6.92,77.21,3.21,,,,
1933,04-17-2025 23:08:31,6.87,75.67,2.88,,,,
1934,04-17-2025 23:18:31,6.79,76.28,2.92,,,,
1935,04-17-2025 23:28:31,6.82,76.30,2.95,,,,
1936,04-17-2025 23:38:31,6.89,76.24,3.00,,,,
1937,04-17-2025 23:48:31,6.87,75.39,2.83,,,,
1938,04-17-2025 23:58:31,6.83,76.70,3.03,,,,
1939,04-18-2025 00:08:31,6.75,77.34,3.07,,,,
1940,04-18-2025 00:18:31,6.65,78.58,3.20,,,,
1941,04-18-2025 00:28:31,6.59,78.42,3.12,,,,
1942,04-18-2025 00:38:31,6.52,79.12,3.16,,,,
1943,04-18-2025 00:48:31,6.46,79.43,3.17,,,,
1944,04-18-2025 00:58:31,6.43,79.45,3.14,,,,
1945,04-18-2025 01:08:31,6.32,80.86,3.28,,,,
1946,04-18-2025 01:18:31,6.26,81.14,3.27,,,,
1947,04-18-2025 01:28:31,6.19,80.95,3.17,,,,
1948,04-18-2025 01:38:31,6.08,81.08,3.09,,,,
1949,04-18-2025 01:48:31,6.12,80.34,2.99,,,,
1950,04-18-2025 01:58:31,6.10,80.49,3.00,,,,
1951,04-18-2025 02:08:31,5.90,81.11,2.92,,,,
1952,04-18-2025 02:18:31,5.83,81.81,2.97,,,,
1953,04-18-2025 02:28:31,5.67,81.45,2.75,,,,
1954,04-18-2025 02:38:31,5.68,80.86,2.66,,,,
1955,04-18-2025 02:48:31,5.69,81.14,2.71,,,,
1956,04-18-2025 02:58:31,5.66,81.52,2.75,,,,
1957,04-18-2025 03:08:31,5.62,81.40,2.69,,,,
1958,04-18-2025 03:18:31,5.56,81.24,2.61,,,,
1959,04-18-2025 03:28:31,5.48,82.02,2.66,,,,
1960,04-18-2025 03:38:31,5.36,82.34,2.60,,,,
1961,04-18-2025 03:48:31,5.27,82.38,2.52,,,,
1962,04-18-2025 03:58:31,5.30,82.65,2.59,,,,
1963,04-18-2025 04:08:31,5.18,83.12,2.55,,,,
1964,04-18-2025 04:18:31,5.10,83.09,2.47,,,,
1965,04-18-2025 04:28:31,4.95,83.92,2.47,,,,
1966,04-18-2025 04:38:31,4.93,83.91,2.44,,,,
1967,04-18-2025 04:48:31,4.90,83.96,2.42,,,,
1968,04-18-2025 04:58:31,4.78,83.78,2.28,,,,
1969,04-18-2025 05:08:31,4.74,83.64,2.21,,,,
1970,04-18-2025 05:18:31,4.80,84.83,2.46,,,,
1971,04-18-2025 05:28:31,4.76,85.03,2.47,,,,
1972,04-18-2025 05:38:31,4.73,85.36,2.49,,,,
1973,04-18-2025 05:48:31,4.73,85.41,2.50,,,,
1974,04-18-2025 05:58:31,4.59,85.96,2.45,,,,
1975,04-18-2025 06:08:31,4.62,85.62,2.42,,,,
1976,04-18-2025 06:18:31,4.63,86.24,2.53,,,,
1977,04-18-2025 06:28:31,4.65,86.71,2.63,,,,
1978,04-18-2025 06:38:31,4.75,86.04,2.62,,,,
1979,04-18-2025 06:48:31,4.83,86.72,2.80,,,,
1980,04-18-2025 06:58:31,4.87,86.28,2.78,,,,
1981,04-18-2025 07:08:31,5.01,86.18,2.89,,,,
1982,04-18-2025 07:18:31,5.17,86.70,3.14,,,,
1983,04-18-2025 07:28:31,5.33,86.07,3.19,,,,
1984,04-18-2025 07:38:31,5.65,85.59,3.43,,,,
1985,04-18-2025 07:48:31,6.10,85.91,3.92,,,,
1986,04-18-2025 07:58:31,6.80,81.95,3.94,,,,
1987,04-18-2025 08:08:31,7.62,77.32,3.92,,,,
1988,04-18-2025 08:18:31,8.36,76.70,4.52,,,,
1989,04-18-2025 08:28:31,8.97,75.21,4.82,,,,
1990,04-18-2025 08:38:31,9.96,74.13,5.58,,,,
1991,04-18-2025 08:48:31,11.71,65.23,5.41,,,,
1992,04-18-2025 08:58:31,13.13,60.23,5.61,,,,
1993,04-18-2025 09:08:31,13.92,57.08,5.58,,,,
1994,04-18-2025 09:18:31,14.55,58.47,6.52,,,,
1995,04-18-2025 09:28:31,14.82,51.08,4.82,,,,
1996,04-18-2025 09:38:31,15.12,50.97,5.06,,,,
1997,04-18-2025 09:48:31,15.22,52.42,5.56,,,,
1998,04-18-2025 09:58:31,15.26,51.28,5.28,,,,
1999,04-18-2025 10:08:31,15.35,52.31,5.65,,,,
2000,04-18-2025 10:18:31,15.47,53.31,6.03,,,,
2001,04-18-2025 10:28:31,15.30,52.38,5.63,,,,
2002,04-18-2025 10:38:31,15.30,52.72,5.71,,,,
2003,04-18-2025 10:48:31,15.44,53.64,6.09,,,,
2004,04-18-2025 10:58:31,15.87,53.09,6.34,,,,
2005,04-18-2025 11:08:31,16.21,51.05,6.09,,,,
2006,04-18-2025 11:18:31,16.70,50.72,6.45,,,,
2007,04-18-2025 11:28:31,17.23,50.45,6.86,,,,
2008,04-18-2025 11:38:31,17.58,51.96,7.62,,,,
2009,04-18-2025 11:48:31,17.97,49.93,7.39,,,,
2010,04-18-2025 11:58:31,18.56,54.29,9.17,,,,
2011,04-18-2025 12:08:31,19.24,52.24,9.23,,,,
2012,04-18-2025 12:18:31,20.16,43.90,7.51,,,,
2013,04-18-2025 12:28:31,20.78,44.60,8.30,,,,
2014,04-18-2025 12:38:31,20.95,49.24,9.92,,,,
2015,04-18-2025 12:48:31,21.52,43.60,8.64,,,,
2016,04-18-2025 12:58:31,21.80,47.22,10.07,,,,
2017,04-18-2025 13:08:31,20.26,46.89,8.57,,,,
2018,04-18-2025 13:18:31,18.66,50.38,8.15,,,,
2019,04-18-2025 13:28:31,17.87,55.32,8.81,,,,
2020,04-18-2025 13:38:31,17.89,55.84,8.96,,,,
2021,04-18-2025 13:48:31,18.10,54.59,8.83,,,,
2022,04-18-2025 13:58:31,17.50,55.49,8.51,,,,
2023,04-18-2025 14:08:31,17.34,57.36,8.85,,,,
2024,04-18-2025 14:18:31,17.68,53.61,8.17,,,,
2025,04-18-2025 14:28:31,17.84,50.25,7.36,,,,
2026,04-18-2025 14:38:31,18.06,52.08,8.09,,,,
2027,04-18-2025 14:48:31,18.60,47.68,7.30,,,,
2028,04-18-2025 14:58:31,18.54,48.22,7.40,,,,
2029,04-18-2025 15:08:31,19.40,48.19,8.19,,,,
2030,04-18-2025 15:18:31,20.26,46.01,8.28,,,,
2031,04-18-2025 15:28:31,20.47,47.34,8.89,,,,
2032,04-18-2025 15:38:31,20.13,44.24,7.59,,,,
2033,04-18-2025 15:48:31,19.59,48.15,8.35,,,,
2034,04-18-2025 15:58:31,19.29,53.17,9.54,,,,
2035,04-18-2025 16:08:31,18.78,53.09,9.04,,,,
2036,04-18-2025 16:18:31,18.55,51.49,8.38,,,,
2037,04-18-2025 16:28:31,18.51,50.61,8.09,,,,
2038,04-18-2025 16:38:31,18.33,49.80,7.69,,,,
2039,04-18-2025 16:48:31,17.86,53.78,8.38,,,,
2040,04-18-2025 16:58:31,17.48,52.65,7.71,,,,
2041,04-18-2025 17:08:31,17.26,54.17,7.93,,,,
2042,04-18-2025 17:18:31,17.05,52.69,7.33,,,,
2043,04-18-2025 17:28:31,17.04,50.40,6.67,,,,
2044,04-18-2025 17:38:31,17.11,48.27,6.11,,,,
2045,04-18-2025 17:48:31,16.69,50.34,6.33,,,,
2046,04-18-2025 17:58:31,17.15,53.91,7.75,,,,
2047,04-18-2025 18:08:31,17.11,56.84,8.50,,,,
2048,04-18-2025 18:18:31,16.84,51.35,6.76,,,,
2049,04-18-2025 18:28:31,16.39,55.80,7.56,,,,
2050,04-18-2025 18:38:31,15.62,62.96,8.60,,,,
2051,04-18-2025 18:48:31,14.49,64.36,7.86,,,,
2052,04-18-2025 18:58:31,13.49,64.06,6.84,,,,
2053,04-18-2025 19:08:31,12.90,70.13,7.61,,,,
2054,04-18-2025 19:18:31,12.57,71.91,7.65,,,,
2055,04-18-2025 19:28:31,12.26,73.68,7.71,,,,
2056,04-18-2025 19:38:31,12.01,72.25,7.19,,,,
2057,04-18-2025 19:48:31,11.79,61.03,4.53,,,,
2058,04-18-2025 19:58:31,11.76,62.79,4.91,,,,
2059,04-18-2025 20:08:31,11.90,66.39,5.84,,,,
2060,04-18-2025 20:18:31,11.97,69.90,6.66,,,,
2061,04-18-2025 20:28:31,11.97,72.60,7.22,,,,
2062,04-18-2025 20:38:31,12.03,74.05,7.56,,,,
2063,04-18-2025 20:48:31,11.98,73.88,7.48,,,,
2064,04-18-2025 20:58:31,11.93,74.99,7.65,,,,
2065,04-18-2025 21:08:31,11.89,75.18,7.65,,,,
2066,04-18-2025 21:18:31,11.85,77.31,8.02,,,,
2067,04-18-2025 21:28:31,11.74,77.88,8.02,,,,
2068,04-18-2025 21:38:31,11.67,78.84,8.14,,,,
2069,04-18-2025 21:48:31,11.62,79.53,8.21,,,,
2070,04-18-2025 21:58:31,11.59,80.69,8.39,,,,
2071,04-18-2025 22:08:31,11.55,80.82,8.38,,,,
2072,04-18-2025 22:18:31,11.49,80.98,8.35,,,,
2073,04-18-2025 22:28:31,11.43,82.08,8.49,,,,
2074,04-18-2025 22:38:31,11.33,83.01,8.56,,,,
2075,04-18-2025 22:48:31,11.18,84.42,8.66,,,,
2076,04-18-2025 22:58:31,10.94,85.33,8.59,,,,
2077,04-18-2025 23:08:31,10.81,85.69,8.52,,,,
2078,04-18-2025 23:18:31,10.69,85.85,8.43,,,,
2079,04-18-2025 23:28:31,10.64,86.41,8.48,,,,
2080,04-18-2025 23:38:31,10.59,86.88,8.50,,,,
2081,04-18-2025 23:48:31,10.58,86.38,8.41,,,,
2082,04-18-2025 23:58:31,10.56,86.55,8.42,,,,
2083,04-19-2025 00:08:31,10.57,85.89,8.32,,,,
2084,04-19-2025 00:18:31,10.55,85.60,8.25,,,,
2085,04-19-2025 00:28:31,10.54,84.39,8.03,,,,
2086,04-19-2025 00:38:31,10.50,83.59,7.85,,,,
2087,04-19-2025 00:48:31,10.44,82.53,7.60,,,,
2088,04-19-2025 00:58:31,10.30,82.44,7.45,,,,
2089,04-19-2025 01:08:31,10.14,83.44,7.47,,,,
2090,04-19-2025 01:18:31,10.00,83.86,7.41,,,,
2091,04-19-2025 01:28:31,9.90,84.48,7.42,,,,
2092,04-19-2025 01:38:31,9.78,84.71,7.34,,,,
2093,04-19-2025 01:48:31,9.61,83.88,7.03,,,,
2094,04-19-2025 01:58:31,9.47,83.31,6.79,,,,
2095,04-19-2025 02:08:31,9.34,84.48,6.87,,,,
2096,04-19-2025 02:18:31,9.23,84.23,6.72,,,,
2097,04-19-2025 02:28:31,9.15,84.97,6.76,,,,
2098,04-19-2025 02:38:31,9.06,85.40,6.75,,,,
2099,04-19-2025 02:48:31,8.94,85.09,6.58,,,,
2100,04-19-2025 02:58:31,8.83,84.73,6.41,,,,
2101,04-19-2025 03:08:31,8.66,82.53,5.87,,,,
2102,04-19-2025 03:18:31,8.46,83.31,5.80,,,,
2103,04-19-2025 03:28:31,8.32,84.38,5.85,,,,
2104,04-19-2025 03:38:31,8.16,84.98,5.80,,,,
2105,04-19-2025 03:48:31,7.97,84.55,5.54,,,,
2106,04-19-2025 03:58:31,7.83,84.87,5.46,,,,
2107,04-19-2025 04:08:31,7.64,85.35,5.35,,,,
2108,04-19-2025 04:18:31,7.60,84.72,5.20,,,,
2109,04-19-2025 04:28:31,7.55,84.30,5.08,,,,
2110,04-19-2025 04:38:31,7.51,84.30,5.04,,,,
2111,04-19-2025 04:48:31,7.41,84.95,5.06,,,,
2112,04-19-2025 04:58:31,7.35,85.12,5.02,,,,
2113,04-19-2025 05:08:31,7.30,85.26,5.00,,,,
2114,04-19-2025 05:18:31,7.34,85.15,5.02,,,,
2115,04-19-2025 05:28:31,7.34,85.31,5.05,,,,
2116,04-19-2025 05:38:31,7.29,85.11,4.96,,,,
2117,04-19-2025 05:48:31,7.26,85.24,4.95,,,,
2118,04-19-2025 05:58:31,7.19,84.82,4.82,,,,
2119,04-19-2025 06:08:31,7.13,84.84,4.76,,,,
2120,04-19-2025 06:18:31,7.11,85.37,4.83,,,,
2121,04-19-2025 06:28:31,7.12,85.63,4.88,,,,
2122,04-19-2025 06:38:31,7.08,84.95,4.73,,,,
2123,04-19-2025 06:48:31,7.15,84.44,4.71,,,,
2124,04-19-2025 06:58:31,7.20,83.51,4.60,,,,
2125,04-19-2025 07:08:31,7.24,84.08,4.74,,,,
2126,04-19-2025 07:18:31,7.34,83.54,4.74,,,,
2127,04-19-2025 07:28:31,7.38,83.67,4.81,,,,
2128,04-19-2025 07:38:31,7.41,82.75,4.67,,,,
2129,04-19-2025 07:48:31,7.64,83.28,4.99,,,,
2130,04-19-2025 07:58:31,7.94,81.56,4.98,,,,
2131,04-19-2025 08:08:31,7.90,81.68,4.97,,,,
2132,04-19-2025 08:18:31,8.26,81.17,5.23,,,,
2133,04-19-2025 08:28:31,8.62,79.88,5.36,,,,
2134,04-19-2025 08:38:31,9.41,77.90,5.76,,,,
2135,04-19-2025 08:48:31,10.28,74.95,6.05,,,,
2136,04-19-2025 08:58:31,10.91,71.68,6.01,,,,
2137,04-19-2025 09:08:31,11.58,71.79,6.67,,,,
2138,04-19-2025 09:18:31,11.25,69.31,5.85,,,,
2139,04-19-2025 09:28:31,11.26,71.40,6.29,,,,
2140,04-19-2025 09:38:31,11.70,69.73,6.37,,,,
2141,04-19-2025 09:48:31,12.30,69.88,6.98,,,,
2142,04-19-2025 09:58:31,13.12,67.94,7.34,,,,
2143,04-19-2025 10:08:31,13.28,66.38,7.16,,,,
2144,04-19-2025 10:18:31,13.11,65.75,6.86,,,,
2145,04-19-2025 10:28:31,13.10,66.08,6.92,,,,
2146,04-19-2025 10:38:31,13.36,66.02,7.16,,,,
2147,04-19-2025 10:48:31,13.60,66.44,7.48,,,,
2148,04-19-2025 10:58:31,13.88,64.60,7.34,,,,
2149,04-19-2025 11:08:31,14.79,63.01,7.83,,,,
2150,04-19-2025 11:18:31,15.08,59.72,7.33,,,,
2151,04-19-2025 11:28:31,15.35,61.32,7.96,,,,
2152,04-19-2025 11:38:31,16.01,56.03,7.26,,,,
2153,04-19-2025 11:48:31,16.52,59.10,8.52,,,,
2154,04-19-2025 11:58:31,17.37,56.79,8.73,,,,
2155,04-19-2025 12:08:31,18.16,55.32,9.08,,,,
2156,04-19-2025 12:18:31,18.58,53.86,9.08,,,,
2157,04-19-2025 12:28:31,19.20,50.73,8.76,,,,
2158,04-19-2025 12:38:31,19.69,51.73,9.50,,,,
2159,04-19-2025 12:48:31,19.83,50.79,9.36,,,,
2160,04-19-2025 12:58:31,20.15,50.00,9.42,,,,
2161,04-19-2025 13:08:31,18.56,51.09,8.27,,,,
2162,04-19-2025 13:18:31,16.44,54.66,7.30,,,,
2163,04-19-2025 13:28:31,15.51,58.14,7.33,,,,
2164,04-19-2025 13:38:31,15.49,59.97,7.77,,,,
2165,04-19-2025 13:48:31,15.55,55.46,6.69,,,,
2166,04-19-2025 13:58:31,15.34,55.04,6.38,,,,
2167,04-19-2025 14:08:31,15.24,56.07,6.55,,,,
2168,04-19-2025 14:18:31,15.44,56.56,6.86,,,,
2169,04-19-2025 14:28:31,15.60,49.84,5.18,,,,
2170,04-19-2025 14:38:31,15.58,55.14,6.63,,,,
2171,04-19-2025 14:48:31,15.49,51.88,5.66,,,,
2172,04-19-2025 14:58:31,14.92,53.44,5.56,,,,
2173,04-19-2025 15:08:31,15.82,53.15,6.31,,,,
2174,04-19-2025 15:18:31,16.38,50.25,6.02,,,,
2175,04-19-2025 15:28:31,16.61,51.10,6.47,,,,
2176,04-19-2025 15:38:31,16.75,49.93,6.27,,,,
2177,04-19-2025 15:48:31,16.12,51.14,6.03,,,,
2178,04-19-2025 15:58:31,16.44,50.50,6.15,,,,
2179,04-19-2025 16:08:31,16.52,49.57,5.95,,,,
2180,04-19-2025 16:18:31,16.49,47.82,5.41,,,,
2181,04-19-2025 16:28:31,16.54,48.07,5.52,,,,
2182,04-19-2025 16:38:31,15.91,51.45,5.92,,,,
2183,04-19-2025 16:48:31,15.62,51.43,5.65,,,,
2184,04-19-2025 16:58:31,15.10,50.18,4.82,,,,
2185,04-19-2025 17:08:31,14.33,53.35,4.99,,,,
2186,04-19-2025 17:18:31,13.92,56.76,5.50,,,,
2187,04-19-2025 17:28:31,13.74,57.77,5.58,,,,
2188,04-19-2025 17:38:31,13.82,56.93,5.44,,,,
2189,04-19-2025 17:48:31,14.15,56.47,5.63,,,,
2190,04-19-2025 17:58:31,14.64,53.56,5.33,,,,
2191,04-19-2025 18:08:31,14.69,53.58,5.39,,,,
2192,04-19-2025 18:18:31,14.52,55.80,5.81,,,,
2193,04-19-2025 18:28:31,13.90,58.00,5.79,,,,
2194,04-19-2025 18:38:31,13.17,57.15,4.89,,,,
2195,04-19-2025 18:48:31,12.51,59.67,4.89,,,,
2196,04-19-2025 18:58:31,12.14,60.62,4.77,,,,
2197,04-19-2025 19:08:31,11.81,61.97,4.77,,,,
2198,04-19-2025 19:18:31,11.53,61.71,4.44,,,,
2199,04-19-2025 19:28:31,11.30,62.54,4.42,,,,
2200,04-19-2025 19:38:31,11.12,66.02,5.02,,,,
2201,04-19-2025 19:48:31,10.97,71.31,5.99,,,,
2202,04-19-2025 19:58:31,10.54,82.31,7.66,,,,
2203,04-19-2025 20:08:31,9.90,85.23,7.54,,,,
2204,04-19-2025 20:18:31,9.55,89.04,7.84,,,,
2205,04-19-2025 20:28:31,9.30,90.89,7.90,,,,
2206,04-19-2025 20:38:31,9.18,92.24,7.99,,,,
2207,04-19-2025 20:48:31,9.09,93.10,8.04,,,,
2208,04-19-2025 20:58:31,8.88,94.76,8.09,,,,
2209,04-19-2025 21:08:31,8.82,95.64,8.17,,,,
2210,04-19-2025 21:18:31,8.67,96.03,8.08,,,,
2211,04-19-2025 21:28:31,8.68,96.50,8.16,,,,
2212,04-19-2025 21:38:31,8.61,96.68,8.13,,,,
2213,04-19-2025 21:48:31,8.57,96.93,8.12,,,,
2214,04-19-2025 21:58:31,8.54,97.10,8.11,,,,
2215,04-19-2025 22:08:31,8.50,97.15,8.08,,,,
2216,04-19-2025 22:18:31,8.45,97.27,8.05,,,,
2217,04-19-2025 22:28:31,8.42,97.40,8.04,,,,
2218,04-19-2025 22:38:31,8.37,97.36,7.98,,,,
2219,04-19-2025 22:48:31,8.11,97.36,7.72,,,,
2220,04-19-2025 22:58:31,8.08,97.65,7.74,,,,
2221,04-19-2025 23:08:31,8.13,97.76,7.81,,,,
2222,04-19-2025 23:18:31,8.20,97.90,7.90,,,,
2223,04-19-2025 23:28:31,8.20,97.83,7.89,,,,
2224,04-19-2025 23:38:31,8.15,97.81,7.83,,,,
2225,04-19-2025 23:48:31,8.15,97.95,7.85,,,,
2226,04-19-2025 23:58:31,8.13,97.95,7.84,,,,
2227,04-20-2025 00:08:31,8.15,98.02,7.87,,,,
2228,04-20-2025 00:18:31,8.15,98.07,7.87,,,,
2229,04-20-2025 00:28:31,8.14,98.15,7.87,,,,
2230,04-20-2025 00:38:31,8.17,98.12,7.90,,,,
2231,04-20-2025 00:48:31,8.18,98.16,7.91,,,,
2232,04-20-2025 00:58:31,8.19,98.18,7.92,,,,
2233,04-20-2025 01:08:31,8.20,98.21,7.94,,,,
2234,04-20-2025 01:18:31,8.20,98.25,7.95,,,,
2235,04-20-2025 01:28:31,8.18,98.29,7.93,,,,
2236,04-20-2025 01:38:31,8.14,98.13,7.87,,,,
2237,04-20-2025 01:48:31,8.06,98.06,7.78,,,,
2238,04-20-2025 01:58:31,8.03,98.06,7.75,,,,
2239,04-20-2025 02:08:31,8.01,97.93,7.71,,,,
2240,04-20-2025 02:18:31,7.98,98.09,7.71,,,,
2241,04-20-2025 02:28:31,7.97,98.11,7.70,,,,
2242,04-20-2025 02:38:31,7.95,98.18,7.69,,,,
2243,04-20-2025 02:48:31,7.96,98.23,7.71,,,,
2244,04-20-2025 02:58:31,7.95,98.19,7.69,,,,
2245,04-20-2025 03:08:31,7.94,98.20,7.68,,,,
2246,04-20-2025 03:18:31,7.93,98.25,7.68,,,,
2247,04-20-2025 03:28:31,7.90,98.28,7.65,,,,
2248,04-20-2025 03:38:31,7.87,98.27,7.62,,,,
2249,04-20-2025 03:48:31,7.83,98.24,7.57,,,,
2250,04-20-2025 03:58:31,7.76,98.20,7.51,,,,
2251,04-20-2025 04:08:31,7.77,98.22,7.52,,,,
2252,04-20-2025 04:18:31,7.75,98.22,7.49,,,,
2253,04-20-2025 04:28:31,7.76,98.22,7.50,,,,
2254,04-20-2025 04:38:31,7.79,98.32,7.55,,,,
2255,04-20-2025 04:48:31,7.81,98.31,7.57,,,,
2256,04-20-2025 04:58:31,7.82,98.32,7.58,,,,
2257,04-20-2025 05:08:31,7.82,98.40,7.59,,,,
2258,04-20-2025 05:18:31,7.81,98.37,7.58,,,,
2259,04-20-2025 05:28:31,7.80,98.38,7.57,,,,
2260,04-20-2025 05:38:31,7.82,98.40,7.59,,,,
2261,04-20-2025 05:48:31,7.81,98.41,7.58,,,,
2262,04-20-2025 05:58:31,7.80,98.41,7.58,,,,
2263,04-20-2025 06:08:31,7.78,98.41,7.55,,,,
2264,04-20-2025 06:18:31,7.77,98.43,7.55,,,,
2265,04-20-2025 06:28:31,7.77,98.41,7.55,,,,
2266,04-20-2025 06:38:31,7.80,98.42,7.58,,,,
2267,04-20-2025 06:48:31,7.87,98.42,7.64,,,,
2268,04-20-2025 06:58:31,7.92,98.39,7.69,,,,
2269,04-20-2025 07:08:31,7.99,98.48,7.77,,,,
2270,04-20-2025 07:18:31,8.12,98.58,7.92,,,,
2271,04-20-2025 07:28:31,8.27,98.62,8.08,,,,
2272,04-20-2025 07:38:31,8.44,98.68,8.26,,,,
2273,04-20-2025 07:48:31,8.61,98.66,8.42,,,,
2274,04-20-2025 07:58:31,8.63,98.24,8.38,,,,
2275,04-20-2025 08:08:31,8.65,98.15,8.38,,,,
2276,04-20-2025 08:18:31,8.66,97.80,8.34,,,,
2277,04-20-2025 08:28:31,8.70,97.42,8.32,,,,
2278,04-20-2025 08:38:31,8.83,97.84,8.52,,,,
2279,04-20-2025 08:48:31,8.98,97.46,8.61,,,,
2280,04-20-2025 08:58:31,9.04,97.16,8.62,,,,
2281,04-20-2025 09:08:31,9.39,97.39,9.01,,,,
2282,04-20-2025 09:18:31,9.66,97.07,9.23,,,,
2283,04-20-2025 09:28:31,10.69,96.32,10.14,,,,
2284,04-20-2025 09:38:31,10.73,95.48,10.05,,,,
2285,04-20-2025 09:48:31,10.63,95.26,9.92,,,,
2286,04-20-2025 09:58:31,10.54,94.30,9.67,,,,
2287,04-20-2025 10:08:31,10.88,94.16,9.99,,,,
2288,04-20-2025 10:18:31,11.32,93.09,10.26,,,,
2289,04-20-2025 10:28:31,12.09,91.80,10.81,,,,
2290,04-20-2025 10:38:31,12.73,88.14,10.83,,,,
2291,04-20-2025 10:48:31,13.15,85.65,10.82,,,,
2292,04-20-2025 10:58:31,13.77,83.12,10.97,,,,
2293,04-20-2025 11:08:31,14.09,81.61,11.01,,,,
2294,04-20-2025 11:18:31,14.58,76.59,10.53,,,,
2295,04-20-2025 11:28:31,14.84,79.52,11.35,,,,
