tree_ID;bloc;treatment;genus;species;Year;DOY;phenostageNum;phenophaseText;Notes
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;109;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;186;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;193;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;200;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;214;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;221;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;228;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;235;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;242;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;290;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;297;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R13_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;311;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;103;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;106;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;109;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;186;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;193;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;200;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;214;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;221;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14;3;WarmS/WarmF;acer;acer_negundo;2024;228;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;103;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;106;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;109;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;186;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;193;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;200;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;221;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;228;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;235;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;297;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;311;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R14_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;325;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;103;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;106;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;109;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;186;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;193;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;200;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;207;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;214;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;221;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;228;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;235;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;262;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;276;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;283;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;290;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15;3;WarmS/WarmF;acer;acer_negundo;2024;297;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;103;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;106;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;109;4;Leaf fully unfolded;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;228;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;235;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;242;5;Bud starts to set, still green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;256;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;262;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;276;6;Bud changes color to red or green;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;297;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;311;7;Bud is fully set;NA
Acne_WarmS/WarmF_B3_R15_nitro;3;WarmS/WarmF_nitro;acer;acer_negundo;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;102;3;Leaf out but not completely unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;106;3;Leaf out but not completely unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;113;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;116;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;193;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;214;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;221;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;235;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;242;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R1;1;CoolS/CoolF;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;193;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R1_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;290;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;297;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2;1;CoolS/CoolF;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;297;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R2_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;200;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;207;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;221;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;276;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;283;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3;1;CoolS/CoolF;betula;betula_papyrifera;2024;290;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;116;3;Leaf out but not completely unfolded;stage 3 not 4
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;120;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;123;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;127;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;283;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;290;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R3_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;297;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;102;3;Leaf out but not completely unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;106;3;Leaf out but not completely unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;113;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;116;3;Leaf out but not completely unfolded;stage 3 not 4
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;120;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;123;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;127;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;200;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;207;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;221;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;283;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;290;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4;1;CoolS/CoolF;betula;betula_papyrifera;2024;297;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;200;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;207;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;221;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;242;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;256;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;262;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;276;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;283;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R4_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;200;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;207;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;221;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;283;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;290;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R5;1;CoolS/CoolF;betula;betula_papyrifera;2024;297;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;200;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;207;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;262;1;Bud swollen;doy262:bud bursting again
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;276;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;283;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;290;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;297;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B1_R5_nitro;1;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;193;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;200;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;207;5;Bud starts to set, still green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;214;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;221;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;228;6;Bud changes color to red or green;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;311;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B2_R10;2;CoolS/CoolF;betula;betula_papyrifera;2024;325;7;Bud is fully set;NA
Bepa_CoolS/CoolF_B2_R10_nitro;2;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;102;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B2_R10_nitro;2;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;106;4;Leaf fully unfolded;NA
Bepa_CoolS/CoolF_B2_R10_nitro;2;CoolS/CoolF_nitro;betula;betula_papyrifera;2024;109;4;Leaf fully unfolded;NA
