Totem Field Climate Station
(c) Biometeorology Group - Faculty of Land and Food Systems, UBC

Date,Tair_max,Tair_min,Precipitation_total
17-Oct-1999,  12.3,   8.0,   0.0
18-Oct-1999,  11.9,   7.4,   0.0
19-Oct-1999,  13.2,   7.7,   0.0
20-Oct-1999,  14.5,   6.6,   0.0
21-Oct-1999,  13.0,   6.9,   0.0
22-Oct-1999,  15.6,   6.3,   0.9
23-Oct-1999,  12.6,   7.3,   3.4
24-Oct-1999,  12.4,   5.9,   0.0
25-Oct-1999,  12.1,   8.0,   2.6
26-Oct-1999,  10.5,   4.8,   0.0
27-Oct-1999,  11.4,   3.2,   4.3
28-Oct-1999,  11.9,   7.5,  10.2
29-Oct-1999,   8.9,   7.3,  40.0
30-Oct-1999,   7.9,   6.6,  54.4
31-Oct-1999,  10.9,   5.5,   0.0
01-Nov-1999,   8.6,   2.6,   0.0
02-Nov-1999,   8.2,   1.2,   0.0
03-Nov-1999,   8.3,   2.5,   9.4
04-Nov-1999,   8.1,   2.3,   0.0
05-Nov-1999,   9.0,   1.7,   2.6
06-Nov-1999,  14.4,   7.1,  28.1
07-Nov-1999,  14.7,  12.1,   4.3
08-Nov-1999,  12.4,   9.0,  11.1
09-Nov-1999,  11.3,   8.0,  24.7
10-Nov-1999,  10.4,   8.7,   3.4
11-Nov-1999,  12.1,   7.9,  28.1
12-Nov-1999,   9.0,   5.5,  11.1
13-Nov-1999,   8.2,   5.8,  15.3
14-Nov-1999,  11.2,   7.3,   0.0
15-Nov-1999,  13.1,  10.2,   9.4
16-Nov-1999,  13.4,   8.5,  15.3
17-Nov-1999,   9.8,   7.3,   0.0
18-Nov-1999,   9.6,   6.9,   0.0
19-Nov-1999,  12.1,   6.8,  11.9
20-Nov-1999,   9.8,   5.3,   2.5
21-Nov-1999,   8.5,   4.8,   0.9
22-Nov-1999,   6.6,   4.0,  23.0
23-Nov-1999,   8.1,   4.9,   6.0
24-Nov-1999,   7.7,   6.7,  18.7
25-Nov-1999,   6.8,   5.2,   1.7
26-Nov-1999,   7.5,   3.4,   0.0
27-Nov-1999,   7.0,   3.5,   0.9
28-Nov-1999,   8.4,   4.5,   1.7
29-Nov-1999,  11.2,   3.6,   0.9
30-Nov-1999,   9.0,   5.4,   7.7
01-Dec-1999,   6.3,   4.6,  26.4
02-Dec-1999,   8.7,   2.7,  12.8
03-Dec-1999,   6.3,   3.0,   0.9
04-Dec-1999,   9.9,   5.8,   5.1
05-Dec-1999,   7.1,   5.0,   6.0
06-Dec-1999,   8.8,   4.2,  10.2
07-Dec-1999,   6.4,   2.0,   1.7
08-Dec-1999,   5.1,   2.7,  17.9
09-Dec-1999,   7.6,   4.5,   3.4
10-Dec-1999,   6.9,   4.3,  17.0
11-Dec-1999,   7.9,   4.4,   7.7
12-Dec-1999,   9.3,   1.9,   5.1
13-Dec-1999,   7.2,   1.2,   0.0
14-Dec-1999,   5.0,   1.4,  22.1
15-Dec-1999,  10.6,   5.1,  50.1
16-Dec-1999,  11.4,   6.8,   0.0
17-Dec-1999,   8.9,   6.9,  14.4
18-Dec-1999,   7.6,   4.2,   0.0
19-Dec-1999,   4.7,   3.6,   3.4
20-Dec-1999,   6.2,   3.5,   0.0
21-Dec-1999,   6.4,   1.4,   0.0
22-Dec-1999,   3.5,   2.3,   0.0
23-Dec-1999,   3.2,   2.3,   0.0
24-Dec-1999,   3.8,   2.1,   0.0
25-Dec-1999,   3.4,   2.2,   0.0
26-Dec-1999,   3.4,   1.4,   0.9
27-Dec-1999,   3.2,   1.3,   0.0
28-Dec-1999,   2.4,  -0.7,   0.0
29-Dec-1999,   3.8,   1.6,   0.0
30-Dec-1999,   5.1,   2.9,   4.3
31-Dec-1999,   3.7,   1.9,  14.5
01-Jan-2000,   6.7,   2.4,   5.1
02-Jan-2000,   4.6,   1.5,   7.7
03-Jan-2000,   5.1,   0.4,  22.1
04-Jan-2000,   9.0,   4.2,   0.9
05-Jan-2000,   5.5,   3.8,   0.0
06-Jan-2000,   4.0,   1.1,  19.6
07-Jan-2000,   6.3,   3.3,  14.5
08-Jan-2000,   6.6,   1.9,   5.1
09-Jan-2000,   5.5,   0.4,   8.5
10-Jan-2000,   2.2,   0.5,   5.1
11-Jan-2000,   1.8,   0.4,   5.1
12-Jan-2000,   2.7,   0.5,  11.1
13-Jan-2000,   3.7,   1.1,   3.4
14-Jan-2000,   4.1,   1.1,  16.2
15-Jan-2000,   5.4,   1.2,   0.9
16-Jan-2000,   6.8,   0.4,   5.1
17-Jan-2000,   7.1,   2.2,   0.0
18-Jan-2000,   5.9,  -0.4,   0.0
19-Jan-2000,   4.8,  -2.2,   0.9
20-Jan-2000,   3.8,   0.3,  11.1
21-Jan-2000,   5.3,   3.4,   3.4
22-Jan-2000,   6.2,   3.0,   0.9
23-Jan-2000,   6.9,   1.8,   0.0
24-Jan-2000,   6.3,  -0.9,   0.0
25-Jan-2000,   5.3,   3.3,   7.7
26-Jan-2000,   6.3,   2.3,   0.9
27-Jan-2000,   6.3,   1.7,   0.0
28-Jan-2000,   5.4,  -0.1,   0.0
29-Jan-2000,   6.4,  -0.7,   0.0
30-Jan-2000,   8.4,  -1.3,   4.3
31-Jan-2000,   7.0,   4.2,  16.2
01-Feb-2000,   9.8,   5.5,   4.3
02-Feb-2000,   7.6,   4.1,   0.0
03-Feb-2000,   7.6,   2.1,   0.0
04-Feb-2000,   9.4,   1.0,   0.0
05-Feb-2000,   5.6,   0.9,   1.7
06-Feb-2000,  10.6,   5.2,   3.4
07-Feb-2000,  10.5,   5.8,   2.6
08-Feb-2000,   8.3,   5.9,   7.7
09-Feb-2000,   8.2,   2.0,   0.9
10-Feb-2000,   6.5,   0.3,   0.0
11-Feb-2000,   5.0,  -0.2,   0.0
12-Feb-2000,   7.3,   4.0,   0.9
13-Feb-2000,   7.1,   2.4,   0.0
14-Feb-2000,   5.4,   1.3,   0.0
15-Feb-2000,   8.0,   2.8,   0.0
16-Feb-2000,   6.8,  -0.7,   0.0
17-Feb-2000,   5.7,  -1.4,   0.0
18-Feb-2000,   5.8,  -1.1,   0.0
19-Feb-2000,   9.4,  -0.5,   0.0
20-Feb-2000,   9.2,   1.2,   0.0
21-Feb-2000,   8.4,   6.4,   4.3
22-Feb-2000,  11.6,   5.5,   2.6
23-Feb-2000,   8.7,   4.0,   0.9
24-Feb-2000,   8.0,   3.6,   0.0
25-Feb-2000,   8.5,   2.4,  13.6
26-Feb-2000,   8.7,   3.5,   3.4
27-Feb-2000,   7.1,   4.2,   8.5
28-Feb-2000,   7.0,   5.2,   4.3
29-Feb-2000,   7.3,   4.6,  11.1
01-Mar-2000,   6.6,   4.3,  10.2
02-Mar-2000,   8.6,   5.2,   5.1
03-Mar-2000,   7.2,   4.8,  17.0
04-Mar-2000,   7.6,   2.8,   0.0
05-Mar-2000,   7.6,   1.8,   0.0
06-Mar-2000,   6.9,   0.3,   0.0
07-Mar-2000,   7.6,   1.5,   0.0
08-Mar-2000,   8.7,   5.6,   0.0
09-Mar-2000,   7.8,   5.1,   0.0
10-Mar-2000,  11.7,   3.1,   0.0
11-Mar-2000,   9.4,   4.8,   0.0
12-Mar-2000,   7.5,   4.3,   0.0
13-Mar-2000,  10.2,   5.1,   0.0
14-Mar-2000,   9.5,   3.7,   0.0
15-Mar-2000,   9.3,   3.6,   9.4
16-Mar-2000,   9.4,   5.0,   0.0
17-Mar-2000,   6.3,   4.3,   0.0
18-Mar-2000,  10.8,   4.6,   0.0
19-Mar-2000,   8.2,   3.6,   0.0
20-Mar-2000,   8.5,   3.6,   0.9
21-Mar-2000,  10.3,   4.7,   1.7
22-Mar-2000,  11.2,   5.9,   5.1
23-Mar-2000,   9.7,   5.7,   0.0
24-Mar-2000,   8.9,   4.5,   0.0
25-Mar-2000,  10.5,   6.6,   0.0
26-Mar-2000,  10.8,   4.7,   0.0
27-Mar-2000,  11.4,   6.8,   4.3
28-Mar-2000,   8.8,   5.8,   0.0
29-Mar-2000,   9.2,   2.4,   0.0
30-Mar-2000,  10.2,   4.7,   0.0
31-Mar-2000,  11.0,   5.6,   0.0
01-Apr-2000,  12.4,   7.7,   0.0
02-Apr-2000,  12.5,   6.5,   0.0
03-Apr-2000,  14.8,   6.4,   0.0
04-Apr-2000,  10.8,   6.7,   0.9
05-Apr-2000,   8.5,   4.4,   0.0
06-Apr-2000,  10.8,   4.8,   0.0
07-Apr-2000,  10.8,   4.1,   0.0
08-Apr-2000,  12.1,   5.7,   0.0
09-Apr-2000,  14.3,   7.8,   0.0
10-Apr-2000,  13.1,   8.3,   0.0
11-Apr-2000,  14.0,   7.3,   0.0
12-Apr-2000,  16.4,   8.7,   0.0
13-Apr-2000,  13.8,   9.7,   1.7
14-Apr-2000,  11.6,   8.0,   0.0
15-Apr-2000,  12.4,   7.5,   1.7
16-Apr-2000,  13.3,   7.0,   0.0
17-Apr-2000,  13.1,   4.1,   0.0
18-Apr-2000,  16.1,   7.2,   0.0
19-Apr-2000,  12.3,   8.1,   0.0
20-Apr-2000,  15.4,   8.1,   0.0
21-Apr-2000,  14.7,   9.1,  11.1
22-Apr-2000,  12.9,   7.0,   0.9
23-Apr-2000,  10.1,   4.8,   1.7
24-Apr-2000,  10.4,   3.4,   0.0
25-Apr-2000,  11.2,   6.1,   4.3
26-Apr-2000,  15.0,   6.4,   0.0
27-Apr-2000,  13.8,   6.2,   5.1
28-Apr-2000,  11.8,   6.0,   0.9
29-Apr-2000,  11.4,   6.0,   0.0
30-Apr-2000,  10.5,   7.9,   6.8
01-May-2000,  13.7,   7.8,   2.6
02-May-2000,  14.0,   8.2,   1.7
03-May-2000,  13.1,   8.0,   4.3
04-May-2000,  12.1,   6.0,   5.1
05-May-2000,  12.2,   5.0,   2.6
06-May-2000,  12.0,   5.0,   1.7
07-May-2000,  12.9,   3.8,   0.0
08-May-2000,  13.6,   5.9,   0.9
09-May-2000,  10.1,   7.0,   0.9
10-May-2000,  20.8,   6.9,   1.7
11-May-2000,  11.1,   7.5,   5.1
12-May-2000,  12.4,   6.7,   0.0
13-May-2000,  15.6,   5.8,   0.0
14-May-2000,  18.0,  11.0,   0.0
15-May-2000,  19.5,   9.8,   0.0
16-May-2000,  19.0,  10.0,   0.0
17-May-2000,  14.6,  10.9,   0.0
18-May-2000,  16.5,  10.8,   3.4
19-May-2000,  16.9,  11.0,   1.7
20-May-2000,  13.4,   9.6,  11.9
21-May-2000,  15.2,  10.4,   6.0
22-May-2000,  15.2,   9.7,   0.0
23-May-2000,  14.6,   8.4,   0.0
24-May-2000,  14.8,   7.3,   0.0
25-May-2000,  15.7,   7.3,   0.0
26-May-2000,  12.4,   8.9,   7.7
27-May-2000,  15.0,  10.4,  23.8
28-May-2000,  15.6,   9.6,   1.7
29-May-2000,  15.1,  10.3,   0.0
30-May-2000,  14.3,   9.7,   0.0
31-May-2000,  13.9,  10.8,   0.0
01-Jun-2000,  15.2,  10.4,   3.4
02-Jun-2000,  17.7,  11.5,   0.9
03-Jun-2000,  21.6,   9.8,   0.0
04-Jun-2000,  20.1,  15.6,   0.0
05-Jun-2000,  15.7,  11.9,   6.8
06-Jun-2000,  14.2,  11.4,  11.0
07-Jun-2000,  15.0,  11.3,   0.0
08-Jun-2000,  16.9,  12.3,   0.0
09-Jun-2000,  15.4,  10.1,   1.7
10-Jun-2000,  14.3,   9.1,   1.7
11-Jun-2000,  12.0,   8.4,  10.2
12-Jun-2000,  16.6,  10.4,   6.8
13-Jun-2000,  13.3,  11.3,   6.8
14-Jun-2000,  15.5,  12.0,   5.1
15-Jun-2000,  16.7,  10.8,   0.0
16-Jun-2000,  18.2,  11.7,   0.0
17-Jun-2000,  21.5,  14.1,   0.0
18-Jun-2000,  19.0,  14.1,   0.0
19-Jun-2000,  17.6,  11.3,   0.0
20-Jun-2000,  17.9,  11.8,   0.0
21-Jun-2000,  18.5,  13.2,   0.0
22-Jun-2000,  17.7,  11.4,   0.0
23-Jun-2000,  17.8,  11.4,   0.0
24-Jun-2000,  19.3,  13.7,   0.0
25-Jun-2000,  21.7,  12.1,   0.0
26-Jun-2000,  23.7,  14.4,   0.0
27-Jun-2000,  25.9,  15.5,   0.0
28-Jun-2000,  25.5,  16.4,   0.0
29-Jun-2000,  19.5,  14.3,   0.0
30-Jun-2000,  19.4,  12.8,   0.0
01-Jul-2000,  16.9,  11.1,   7.6
02-Jul-2000,  15.6,  10.4,   7.7
03-Jul-2000,  17.5,   9.7,   0.0
04-Jul-2000,  16.8,  11.9,   0.0
05-Jul-2000,  16.6,  13.1,   1.7
06-Jul-2000,  20.0,  12.1,   0.0
07-Jul-2000,  20.8,  13.3,   0.0
08-Jul-2000,  19.9,  14.2,   0.0
09-Jul-2000,  18.5,  13.2,   2.6
10-Jul-2000,  19.2,  15.4,   0.0
11-Jul-2000,  18.8,  13.9,   0.0
12-Jul-2000,  20.3,  12.9,   0.0
13-Jul-2000,  19.6,  13.0,   0.0
14-Jul-2000,  19.2,  13.8,   0.0
15-Jul-2000,  19.8,  13.4,   0.0
16-Jul-2000,  21.1,  14.1,   0.0
17-Jul-2000,  24.6,  14.4,   0.0
18-Jul-2000,  20.2,  14.4,   0.0
19-Jul-2000,  20.3,  14.6,   0.0
20-Jul-2000,  21.8,  15.3,   0.0
21-Jul-2000,  23.0,  15.1,   0.0
22-Jul-2000,  20.3,  13.9,   7.7
23-Jul-2000,  20.9,  14.0,   2.6
24-Jul-2000,  22.0,  13.8,   0.0
25-Jul-2000,  21.2,  15.9,   0.0
26-Jul-2000,  19.4,  14.7,   2.6
27-Jul-2000,  16.3,  14.1,  32.3
28-Jul-2000,  20.1,  15.1,  10.2
29-Jul-2000,  21.1,  14.1,   0.0
30-Jul-2000,  23.2,  15.5,   0.0
31-Jul-2000,  25.3,  16.6,   0.0
01-Aug-2000,  19.9,  15.2,   0.0
02-Aug-2000,  19.7,  13.4,   0.0
03-Aug-2000,  22.2,  15.4,   0.0
04-Aug-2000,  24.7,  15.7,   0.0
05-Aug-2000,  22.9,  16.9,   0.0
06-Aug-2000,  20.4,  15.1,   0.0
07-Aug-2000,  18.9,  14.1,   0.0
08-Aug-2000,  21.3,  14.2,   0.0
09-Aug-2000,  20.7,  14.5,   0.0
10-Aug-2000,  19.9,  15.5,   0.0
11-Aug-2000,  18.5,  12.3,   0.0
12-Aug-2000,  18.8,  11.8,   0.0
13-Aug-2000,  18.8,  12.2,   0.0
14-Aug-2000,  18.8,  12.1,   0.0
15-Aug-2000,  19.8,  12.1,   0.0
16-Aug-2000,  20.0,  11.8,   0.0
17-Aug-2000,  20.0,  12.6,   0.0
18-Aug-2000,  17.3,  13.4,   0.9
19-Aug-2000,  17.9,  12.7,   1.7
20-Aug-2000,  18.0,  12.7,   0.0
21-Aug-2000,  18.5,  10.9,   0.0
22-Aug-2000,  21.6,  12.5,   0.0
23-Aug-2000,  22.2,  13.9,   0.0
24-Aug-2000,  21.5,  16.7,   0.0
25-Aug-2000,  21.2,  16.1,   0.0
26-Aug-2000,  19.0,  15.2,   0.0
27-Aug-2000,  18.1,  12.9,   0.0
28-Aug-2000,  19.0,  10.1,   0.0
29-Aug-2000,  16.2,  12.8,   0.9
30-Aug-2000,  18.6,  13.2,   0.0
31-Aug-2000,  17.1,  12.1,   0.0
01-Sep-2000,  16.7,  10.4,   2.5
02-Sep-2000,  16.2,   8.9,   0.0
03-Sep-2000,  15.7,  11.4,   0.0
04-Sep-2000,  17.2,  11.5,   0.0
05-Sep-2000,  16.1,  11.2,   0.0
06-Sep-2000,  17.6,  13.4,   0.0
07-Sep-2000,  13.9,  12.6,   3.4
08-Sep-2000,  16.8,  10.5,   0.9
09-Sep-2000,  13.1,  11.6,   6.8
10-Sep-2000,  16.0,  12.3,   1.7
11-Sep-2000,  17.8,  11.6,   0.0
12-Sep-2000,  18.5,  13.6,   0.0
13-Sep-2000,  20.5,  11.3,   0.0
14-Sep-2000,  20.3,  15.3,   0.0
15-Sep-2000,  22.8,  17.2,   0.0
16-Sep-2000,  20.3,  15.4,   0.0
17-Sep-2000,  18.4,  15.4,   0.0
18-Sep-2000,  18.6,  13.9,   0.0
19-Sep-2000,  18.3,  13.7,   0.0
20-Sep-2000,  17.0,  13.3,   0.9
21-Sep-2000,  21.1,  11.0,   0.0
22-Sep-2000,  16.0,   8.7,   0.0
23-Sep-2000,  16.6,   7.8,   0.0
24-Sep-2000,  17.7,   7.9,   0.0
25-Sep-2000,  19.2,   8.6,   0.0
26-Sep-2000,  19.9,   9.4,   0.0
27-Sep-2000,  20.5,   9.3,   0.0
28-Sep-2000,  17.6,  11.6,  11.1
29-Sep-2000,  15.2,  12.7,  25.5
30-Sep-2000,  14.6,  10.1,   1.7
01-Oct-2000,  15.0,   9.8,   0.0
02-Oct-2000,  15.1,   7.9,   0.0
03-Oct-2000,  12.9,   7.4,   0.0
04-Oct-2000,  13.4,   6.4,   0.0
05-Oct-2000,  14.4,   7.5,   0.0
06-Oct-2000,  16.6,   6.1,   0.0
07-Oct-2000,  20.8,   7.1,   0.0
08-Oct-2000,  15.9,  10.9,   1.7
09-Oct-2000,  12.0,  11.1,  10.2
10-Oct-2000,  14.2,  10.6,   0.0
11-Oct-2000,  14.1,   8.7,   0.0
12-Oct-2000,  13.7,   8.9,   0.0
13-Oct-2000,  13.1,  11.1,   1.7
14-Oct-2000,  13.1,   7.4,   0.0
15-Oct-2000,  11.1,   6.1,   5.1
16-Oct-2000,  11.3,   8.7,  19.6
17-Oct-2000,  15.5,  10.6,  15.3
18-Oct-2000,  13.4,   8.3,   0.9
19-Oct-2000,  12.1,   8.6,  20.4
20-Oct-2000,  12.6,   8.9,  20.4
21-Oct-2000,  11.7,   7.6,   0.0
22-Oct-2000,  11.9,   8.1,   0.0
23-Oct-2000,  13.6,   6.2,   0.0
24-Oct-2000,  11.1,   7.3,   0.0
25-Oct-2000,  12.7,   8.1,   0.0
26-Oct-2000,  10.5,   8.4,   0.0
27-Oct-2000,  11.4,   9.2,  10.2
28-Oct-2000,  11.1,   8.3,  21.3
29-Oct-2000,  12.3,   8.0,   0.9
30-Oct-2000,   9.7,   6.3,   0.0
31-Oct-2000,  10.8,   6.2,   3.4
01-Nov-2000,  11.2,   5.8,   0.0
02-Nov-2000,  11.2,   7.6,   0.0
03-Nov-2000,  10.5,   8.6,   0.9
04-Nov-2000,  11.9,   8.0,   4.3
05-Nov-2000,   9.1,   7.2,   0.9
06-Nov-2000,   9.4,   5.6,   0.0
07-Nov-2000,   9.5,   6.4,   2.6
08-Nov-2000,   7.3,   5.1,   3.4
09-Nov-2000,   9.7,   2.8,   0.0
10-Nov-2000,   8.0,   0.4,   0.0
11-Nov-2000,   4.4,  -0.3,   0.0
12-Nov-2000,   5.2,   2.0,   0.0
13-Nov-2000,   6.2,   2.6,   0.9
14-Nov-2000,   7.6,   0.7,   0.0
15-Nov-2000,   6.3,  -1.1,   0.0
16-Nov-2000,   5.6,  -0.9,   0.9
17-Nov-2000,   5.0,  -1.6,   0.0
18-Nov-2000,   6.1,   0.8,   0.0
19-Nov-2000,   9.0,  -0.1,   0.0
20-Nov-2000,   9.3,   4.7,   0.0
21-Nov-2000,  10.4,   2.6,   0.0
22-Nov-2000,   9.3,   2.0,   0.0
23-Nov-2000,   9.2,   5.9,   6.8
24-Nov-2000,   8.4,   6.5,   0.0
25-Nov-2000,   7.5,   5.4,  20.4
26-Nov-2000,   7.5,   3.0,  12.8
27-Nov-2000,   7.4,   2.9,   0.0
28-Nov-2000,   6.3,   1.3,   0.0
29-Nov-2000,   6.4,   4.4,  14.5
30-Nov-2000,   9.1,   6.5,   4.3
01-Dec-2000,  11.5,   7.1,  11.9
02-Dec-2000,  10.3,   5.2,   9.4
03-Dec-2000,   8.9,   3.6,   0.0
04-Dec-2000,   7.1,   2.7,   0.0
05-Dec-2000,   7.6,   1.8,   0.0
06-Dec-2000,   6.5,   2.1,   0.0
07-Dec-2000,   7.2,   3.5,   0.0
08-Dec-2000,   4.0,   0.8,   0.9
09-Dec-2000,   5.1,   0.4,   0.0
10-Dec-2000,   3.4,  -2.5,   0.0
11-Dec-2000,   1.4,  -3.9,   0.0
12-Dec-2000,   2.3,  -3.6,   0.0
13-Dec-2000,   3.5,  -2.3,   0.0
14-Dec-2000,   1.8,  -1.5,   2.6
15-Dec-2000,   2.6,  -2.2,   1.7
16-Dec-2000,   7.0,  -1.6,  12.8
17-Dec-2000,   8.0,   2.9,   0.0
18-Dec-2000,   5.5,   2.4,   0.9
19-Dec-2000,   4.5,  -0.1,   0.0
20-Dec-2000,   3.6,  -0.6,   0.0
21-Dec-2000,   7.1,   1.9,   0.0
22-Dec-2000,   7.7,   4.8,   8.5
23-Dec-2000,   7.7,   5.5,  17.0
24-Dec-2000,   6.6,   5.4,   0.0
25-Dec-2000,   7.5,   4.7,  11.9
26-Dec-2000,   8.4,   6.2,  17.9
27-Dec-2000,   6.9,   4.1,   0.0
28-Dec-2000,   6.1,   1.7,   0.0
29-Dec-2000,   7.7,   2.4,   0.0
30-Dec-2000,   7.7,   5.1,   0.9
31-Dec-2000,   7.9,   6.5,   6.8
01-Jan-2001,  10.6,   5.1,   0.0
02-Jan-2001,   9.2,   5.8,   2.6
03-Jan-2001,  11.7,   6.5,   7.7
04-Jan-2001,   9.5,   6.0,  35.7
05-Jan-2001,  10.5,   4.4,   1.7
06-Jan-2001,   7.5,   0.9,   0.0
07-Jan-2001,   7.8,   0.2,   0.0
08-Jan-2001,   8.7,   5.1,   3.4
09-Jan-2001,   8.3,   5.8,   0.0
10-Jan-2001,  10.2,   4.7,   0.9
11-Jan-2001,   6.7,   5.0,   0.0
12-Jan-2001,   6.0,   4.1,   0.0
13-Jan-2001,   5.0,   3.8,   4.3
14-Jan-2001,   5.1,   2.3,   0.0
15-Jan-2001,   5.9,  -0.3,   0.0
16-Jan-2001,   4.5,  -1.5,   0.0
17-Jan-2001,   4.9,   0.0,   1.7
18-Jan-2001,   6.9,   3.2,   9.4
19-Jan-2001,   7.8,   5.6,   9.4
20-Jan-2001,   7.0,   4.8,  10.2
21-Jan-2001,   7.4,   4.5,  10.2
22-Jan-2001,   7.3,   1.3,   0.0
23-Jan-2001,   8.6,   0.8,   0.0
24-Jan-2001,   6.7,   3.7,   6.8
25-Jan-2001,   9.1,   4.5,   0.0
26-Jan-2001,   5.9,   1.2,   0.0
27-Jan-2001,   5.4,   1.3,   0.0
28-Jan-2001,   7.8,   2.2,  11.9
29-Jan-2001,   7.9,   3.7,   6.8
30-Jan-2001,   6.7,   2.1,   5.1
31-Jan-2001,   8.5,   5.5,   0.9
01-Feb-2001,   9.3,   4.5,   1.7
02-Feb-2001,   7.6,   5.7,   4.3
03-Feb-2001,   8.0,   2.7,   0.0
04-Feb-2001,   9.6,   4.1,   0.9
05-Feb-2001,   5.6,   1.7,   3.4
06-Feb-2001,   6.0,  -1.1,   0.9
07-Feb-2001,   2.9,  -2.7,   0.0
08-Feb-2001,   2.3,  -0.6,  10.2
09-Feb-2001,   6.5,   1.7,   0.0
10-Feb-2001,   6.1,   2.8,   0.0
11-Feb-2001,   6.7,  -0.4,   0.0
12-Feb-2001,   6.2,   0.7,   0.0
13-Feb-2001,   6.2,  -0.7,   0.0
14-Feb-2001,   5.9,   0.6,   0.0
15-Feb-2001,   4.7,  -0.3,   0.9
16-Feb-2001,   1.4,  -0.5,   0.9
17-Feb-2001,   5.1,  -0.3,   0.0
18-Feb-2001,   8.3,   2.2,   4.3
19-Feb-2001,   7.5,   1.1,   0.0
20-Feb-2001,   7.8,   0.4,   0.0
21-Feb-2001,   8.3,   2.4,   0.0
22-Feb-2001,   7.8,   3.3,   2.6
23-Feb-2001,   6.6,   4.2,   0.9
24-Feb-2001,   8.2,   3.1,   0.0
25-Feb-2001,   6.9,  -0.3,   0.9
26-Feb-2001,   7.2,   0.1,   0.0
27-Feb-2001,   9.1,   1.0,   0.0
28-Feb-2001,  10.9,   1.9,   0.0
01-Mar-2001,   5.4,   3.0,  20.4
02-Mar-2001,   8.0,   3.3,   0.0
03-Mar-2001,   7.9,   1.7,   0.0
04-Mar-2001,   7.6,  -0.8,   0.0
05-Mar-2001,   9.4,   6.2,   0.0
06-Mar-2001,  10.8,   4.2,   0.0
07-Mar-2001,  12.9,   4.6,   0.0
08-Mar-2001,   8.7,   6.0,  10.2
09-Mar-2001,   8.9,   4.7,   0.0
10-Mar-2001,  10.9,   3.4,   0.0
11-Mar-2001,   7.9,   4.4,   0.0
12-Mar-2001,   9.0,   6.3,   0.0
13-Mar-2001,  11.4,   5.1,   0.0
14-Mar-2001,   9.1,   2.5,   0.0
15-Mar-2001,   6.7,   3.9,  10.2
16-Mar-2001,   7.3,   2.7,   3.4
17-Mar-2001,   8.3,   4.4,   0.9
18-Mar-2001,  10.4,   4.9,  16.2
19-Mar-2001,   7.2,   3.4,   0.9
20-Mar-2001,  10.6,   5.3,   0.0
21-Mar-2001,   8.5,   1.2,   0.0
22-Mar-2001,   8.5,   2.8,   0.0
23-Mar-2001,   9.9,   2.7,   0.0
24-Mar-2001,  13.5,   6.2,   2.6
25-Mar-2001,  12.7,   7.0,   3.4
26-Mar-2001,  10.1,   3.8,   3.4
27-Mar-2001,   6.3,   2.4,  17.9
28-Mar-2001,   7.8,   4.6,   0.0
29-Mar-2001,   6.0,   3.5,   6.0
30-Mar-2001,   9.4,   2.6,   0.0
31-Mar-2001,  10.6,   5.7,  10.2
01-Apr-2001,   9.1,   3.3,   0.0
02-Apr-2001,   9.5,   1.4,   0.0
03-Apr-2001,  10.4,   2.2,   0.0
04-Apr-2001,  11.2,   4.9,   0.0
05-Apr-2001,   8.9,   3.2,  14.5
06-Apr-2001,   8.6,   2.9,   0.9
07-Apr-2001,   8.1,   2.3,   0.0
08-Apr-2001,   9.9,   2.3,   0.0
09-Apr-2001,   9.6,   4.9,   0.0
10-Apr-2001,   9.3,   5.1,   6.8
11-Apr-2001,  12.1,   6.7,   0.0
12-Apr-2001,   8.8,   5.2,   2.6
13-Apr-2001,   9.0,   4.3,   4.3
14-Apr-2001,   8.6,   3.7,   0.0
15-Apr-2001,  14.1,   2.8,   0.0
16-Apr-2001,  14.5,  10.2,   1.7
17-Apr-2001,  12.6,   7.5,  17.9
18-Apr-2001,  12.0,   5.8,   4.3
19-Apr-2001,  12.1,   5.7,   0.0
20-Apr-2001,  12.8,   7.0,   0.0
21-Apr-2001,  15.2,   6.5,   0.0
22-Apr-2001,   8.5,   6.8,  12.8
23-Apr-2001,  11.4,   6.7,   4.3
24-Apr-2001,  13.7,  10.8,   1.7
25-Apr-2001,  16.5,  10.3,   0.0
26-Apr-2001,  18.6,  10.0,   0.0
27-Apr-2001,  14.1,   9.8,   2.6
28-Apr-2001,  13.4,   8.2,   4.3
29-Apr-2001,  12.1,   6.8,   3.4
30-Apr-2001,  13.4,   7.3,   2.6
01-May-2001,  13.4,   8.1,   0.0
02-May-2001,  11.9,   4.6,   0.0
03-May-2001,  11.3,   7.7,   0.2
04-May-2001,  11.8,   7.4,   6.5
05-May-2001,  13.2,   7.2,   0.0
06-May-2001,  12.9,   6.0,   0.0
07-May-2001,  14.3,   8.7,   0.0
08-May-2001,  12.7,   8.5,   0.0
09-May-2001,  13.0,   5.4,   0.0
10-May-2001,  14.9,   6.7,   0.0
11-May-2001,  15.2,  10.4,   0.0
12-May-2001,  18.8,  10.2,   0.0
13-May-2001,  14.6,  10.6,   0.9
14-May-2001,  10.7,   9.2,  13.6
15-May-2001,  14.1,   7.8,  10.5
16-May-2001,  14.1,   7.8,   1.5
17-May-2001,  12.0,   7.4,   0.0
18-May-2001,  14.6,   8.9,   0.0
19-May-2001,  15.4,   9.6,   0.2
20-May-2001,  14.7,   7.5,   0.0
21-May-2001,  17.4,  10.8,   0.0
