#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,Low Power Warning,Button Down,Safe Shut down Low Battery,Stopped,End of File
2496,03-24-2024 23:00:02,4.80,65.97,-1.01,,,,,,,
2497,03-24-2024 23:10:02,4.88,67.91,-0.54,,,,,,,
2498,03-24-2024 23:20:02,4.82,77.97,1.31,,,,,,,
2499,03-24-2024 23:30:02,5.02,69.21,-0.15,,,,,,,
2500,03-24-2024 23:40:02,5.06,64.32,-1.11,,,,,,,
2501,03-24-2024 23:50:02,5.16,77.51,1.55,,,,,,,
2502,03-25-2024 00:00:02,5.22,62.80,-1.28,,,,,,,
2503,03-25-2024 00:10:02,5.20,68.99,-0.02,,,,,,,
2504,03-25-2024 00:20:02,5.27,78.45,1.84,,,,,,,
2505,03-25-2024 00:30:02,5.32,64.96,-0.73,,,,,,,
2506,03-25-2024 00:40:02,5.34,67.92,-0.10,,,,,,,
2507,03-25-2024 00:50:02,5.32,78.86,1.95,,,,,,,
2508,03-25-2024 01:00:02,5.53,69.00,0.30,,,,,,,
2509,03-25-2024 01:10:02,5.53,64.07,-0.72,,,,,,,
2510,03-25-2024 01:20:02,5.65,76.33,1.82,,,,,,,
2511,03-25-2024 01:30:02,5.72,63.13,-0.73,,,,,,,
2512,03-25-2024 01:40:02,5.74,68.95,0.49,,,,,,,
2513,03-25-2024 01:50:02,5.77,78.84,2.39,,,,,,,
2514,03-25-2024 02:00:02,5.87,66.09,0.04,,,,,,,
2515,03-25-2024 02:10:02,5.92,67.69,0.41,,,,,,,
2516,03-25-2024 02:20:02,5.83,79.06,2.49,,,,,,,
2517,03-25-2024 02:30:02,6.04,69.44,0.87,,,,,,,
2518,03-25-2024 02:40:02,6.06,64.57,-0.11,,,,,,,
2519,03-25-2024 02:50:02,6.15,76.20,2.28,,,,,,,
2520,03-25-2024 03:00:02,6.26,64.31,0.03,,,,,,,
2521,03-25-2024 03:10:02,6.26,68.84,0.97,,,,,,,
2522,03-25-2024 03:20:02,6.30,78.38,2.83,,,,,,,
2523,03-25-2024 03:30:02,6.36,65.47,0.37,,,,,,,
2524,03-25-2024 03:40:02,6.43,67.92,0.95,,,,,,,
2525,03-25-2024 03:50:02,6.36,78.91,2.97,,,,,,,
2526,03-25-2024 04:00:02,6.57,69.48,1.40,,,,,,,
2527,03-25-2024 04:10:02,6.57,64.53,0.37,,,,,,,
2528,03-25-2024 04:20:02,6.67,76.05,2.75,,,,,,,
2529,03-25-2024 04:30:02,6.74,64.40,0.51,,,,,,,
2530,03-25-2024 04:40:02,6.78,68.47,1.39,,,,,,,
2531,03-25-2024 04:50:02,6.83,77.85,3.24,,,,,,,
2532,03-25-2024 05:00:02,6.91,65.52,0.91,,,,,,,
2533,03-25-2024 05:10:02,6.91,67.97,1.42,,,,,,,
2534,03-25-2024 05:20:02,6.83,78.63,3.38,,,,,,,
2535,03-25-2024 05:30:02,7.10,69.37,1.88,,,,,,,
2536,03-25-2024 05:40:02,7.09,64.93,0.95,,,,,,,
2537,03-25-2024 05:50:02,7.23,75.99,3.29,,,,,,,
2538,03-25-2024 06:00:02,7.28,64.06,0.94,,,,,,,
2539,03-25-2024 06:10:02,7.27,68.25,1.82,,,,,,,
2540,03-25-2024 06:20:02,7.28,80.07,4.08,,,,,,,
2541,03-25-2024 06:30:02,7.38,65.62,1.37,,,,,,,
2542,03-25-2024 06:40:02,7.42,68.54,2.02,,,,,,,
2543,03-25-2024 06:50:02,7.41,78.23,3.87,,,,,,,
2544,03-25-2024 07:00:02,7.59,69.42,2.36,,,,,,,
2545,03-25-2024 07:10:02,7.62,66.41,1.77,,,,,,,
2546,03-25-2024 07:20:02,7.70,77.39,4.00,,,,,,,
2547,03-25-2024 07:30:02,7.87,63.86,1.46,,,,,,,
2548,03-25-2024 07:40:02,7.77,70.07,2.67,,,,,,,
2549,03-25-2024 07:50:02,7.84,79.21,4.47,,,,,,,
2550,03-25-2024 08:00:02,7.96,65.98,2.00,,,,,,,
2551,03-25-2024 08:10:02,8.24,67.84,2.66,,,,,,,
2552,03-25-2024 08:20:02,9.04,69.01,3.67,,,,,,,
2553,03-25-2024 08:30:02,9.50,61.14,2.40,,,,,,,
2554,03-25-2024 08:40:02,9.55,57.92,1.69,,,,,,,
2555,03-25-2024 08:50:02,9.64,67.75,3.98,,,,,,,
2556,03-25-2024 09:00:02,9.76,55.80,1.36,,,,,,,
2557,03-25-2024 09:10:02,9.67,60.72,2.46,,,,,,,
2558,03-25-2024 09:20:02,9.75,66.26,3.77,,,,,,,
2559,03-25-2024 09:30:02,9.70,56.84,1.57,,,,,,,
2560,03-25-2024 09:40:02,9.67,58.79,2.01,,,,,,,
2561,03-25-2024 09:50:02,9.59,66.42,3.65,,,,,,,
2562,03-25-2024 10:00:02,9.71,59.97,2.33,,,,,,,
2563,03-25-2024 10:10:02,9.66,57.05,1.58,,,,,,,
2564,03-25-2024 10:20:02,9.65,66.30,3.68,,,,,,,
2565,03-25-2024 10:30:02,9.68,54.40,0.94,,,,,,,
2566,03-25-2024 10:40:02,9.59,60.26,2.27,,,,,,,
2567,03-25-2024 10:50:02,9.61,65.35,3.44,,,,,,,
2568,03-25-2024 11:00:02,9.55,57.43,1.57,,,,,,,
2569,03-25-2024 11:10:02,9.50,59.29,1.97,,,,,,,
2570,03-25-2024 11:20:02,9.39,66.56,3.49,,,,,,,
2571,03-25-2024 11:30:02,9.50,60.74,2.30,,,,,,,
2572,03-25-2024 11:40:02,9.45,57.57,1.50,,,,,,,
2573,03-25-2024 11:50:02,9.45,67.79,3.80,,,,,,,
2574,03-25-2024 12:00:02,9.49,55.58,1.05,,,,,,,
2575,03-25-2024 12:10:02,9.38,61.00,2.25,,,,,,,
2576,03-25-2024 12:20:02,9.41,65.74,3.34,,,,,,,
2577,03-25-2024 12:30:02,9.32,58.69,1.65,,,,,,,
2578,03-25-2024 12:40:02,9.32,59.90,1.94,,,,,,,
2579,03-25-2024 12:50:02,9.21,66.60,3.33,,,,,,,
2580,03-25-2024 13:00:02,9.27,62.89,2.58,,,,,,,
2581,03-25-2024 13:10:02,9.25,58.28,1.49,,,,,,,
2582,03-25-2024 13:20:02,9.26,68.35,3.75,,,,,,,
2583,03-25-2024 13:30:02,9.32,59.16,1.76,,,,,,,
2584,03-25-2024 13:40:02,9.17,61.92,2.26,,,,,,,
2585,03-25-2024 13:50:02,9.20,66.37,3.27,,,,,,,
2586,03-25-2024 14:00:02,9.14,62.70,2.41,,,,,,,
2587,03-25-2024 14:10:02,9.10,60.95,1.98,,,,,,,
2588,03-25-2024 14:20:02,9.05,67.61,3.39,,,,,,,
2589,03-25-2024 14:30:02,9.08,66.15,3.11,,,,,,,
2590,03-25-2024 14:40:02,9.02,58.84,1.41,,,,,,,
2591,03-25-2024 14:50:02,9.03,69.67,3.79,,,,,,,
2592,03-25-2024 15:00:02,9.07,64.62,2.77,,,,,,,
2593,03-25-2024 15:10:02,8.94,63.15,2.32,,,,,,,
2594,03-25-2024 15:20:02,8.98,67.53,3.31,,,,,,,
2595,03-25-2024 15:30:02,8.91,67.62,3.25,,,,,,,
2596,03-25-2024 15:40:02,8.90,61.62,1.94,,,,,,,
2597,03-25-2024 15:50:02,8.82,68.15,3.28,,,,,,,
2598,03-25-2024 16:00:02,8.86,68.43,3.37,,,,,,,
2599,03-25-2024 16:10:02,8.82,59.97,1.49,,,,,,,
2600,03-25-2024 16:20:02,8.85,69.81,3.64,,,,,,,
2601,03-25-2024 16:30:02,8.87,67.98,3.29,,,,,,,
2602,03-25-2024 16:40:02,8.77,64.24,2.40,,,,,,,
2603,03-25-2024 16:50:02,8.76,68.82,3.36,,,,,,,
2604,03-25-2024 17:00:02,8.73,71.12,3.80,,,,,,,
2605,03-25-2024 17:10:02,8.67,62.96,2.03,,,,,,,
2606,03-25-2024 17:20:02,8.60,69.64,3.37,,,,,,,
2607,03-25-2024 17:30:02,8.67,70.25,3.57,,,,,,,
2608,03-25-2024 17:40:02,8.58,60.95,1.48,,,,,,,
2609,03-25-2024 17:50:02,8.60,71.18,3.68,,,,,,,
2610,03-25-2024 18:00:02,8.64,71.13,3.72,,,,,,,
2611,03-25-2024 18:10:02,8.52,65.26,2.39,,,,,,,
2612,03-25-2024 18:20:02,8.53,70.73,3.53,,,,,,,
2613,03-25-2024 18:30:02,8.46,74.23,4.15,,,,,,,
2614,03-25-2024 18:40:02,8.47,64.46,2.16,,,,,,,
2615,03-25-2024 18:50:02,8.42,69.93,3.26,,,,,,,
2616,03-25-2024 19:00:02,8.45,73.12,3.92,,,,,,,
2617,03-25-2024 19:10:02,8.37,62.37,1.61,,,,,,,
2618,03-25-2024 19:20:02,8.39,71.16,3.48,,,,,,,
2619,03-25-2024 19:30:02,8.44,73.89,4.06,,,,,,,
2620,03-25-2024 19:40:02,8.29,66.84,2.50,,,,,,,
2621,03-25-2024 19:50:02,8.30,72.62,3.68,,,,,,,
2622,03-25-2024 20:00:02,8.31,76.77,4.48,,,,,,,
2623,03-25-2024 20:10:02,8.24,65.49,2.17,,,,,,,
2624,03-25-2024 20:20:02,8.14,71.57,3.32,,,,,,,
2625,03-25-2024 20:30:02,7.82,69.38,2.57,,,,,,,
2626,03-25-2024 20:40:02,6.02,54.60,-2.42,,,,,,,
2627,03-25-2024 20:50:02,4.74,70.85,-0.10,,,,,,,
2628,03-25-2024 21:00:02,4.37,77.70,0.83,,,,,,,
2629,03-25-2024 21:10:02,4.23,66.77,-1.39,,,,,,,
2630,03-25-2024 21:20:02,4.27,72.20,-0.29,,,,,,,
2631,03-25-2024 21:30:02,4.28,79.44,1.04,,,,,,,
2632,03-25-2024 21:40:02,4.30,64.26,-1.85,,,,,,,
2633,03-25-2024 21:50:02,4.36,72.18,-0.20,,,,,,,
2634,03-25-2024 22:00:02,4.46,77.71,0.91,,,,,,,
2635,03-25-2024 22:10:02,4.48,63.29,-1.88,,,,,,,
2636,03-25-2024 22:20:02,4.59,70.41,-0.32,,,,,,,
2637,03-25-2024 22:30:02,4.65,77.75,1.11,,,,,,,
2638,03-25-2024 22:40:02,4.65,66.23,-1.10,,,,,,,
2639,03-25-2024 22:50:02,4.78,71.41,0.05,,,,,,,
2640,03-25-2024 23:00:02,4.78,77.49,1.18,,,,,,,
2641,03-25-2024 23:10:02,4.81,64.72,-1.26,,,,,,,
2642,03-25-2024 23:20:02,4.88,72.55,0.37,,,,,,,
2643,03-25-2024 23:30:02,5.01,74.48,0.85,,,,,,,
2644,03-25-2024 23:40:02,5.02,63.92,-1.24,,,,,,,
2645,03-25-2024 23:50:02,5.13,69.50,0.02,,,,,,,
2646,03-26-2024 00:00:02,5.18,76.63,1.41,,,,,,,
2647,03-26-2024 00:10:02,5.20,65.82,-0.66,,,,,,,
2648,03-26-2024 00:20:02,5.25,70.96,0.42,,,,,,,
2649,03-26-2024 00:30:02,5.24,77.82,1.69,,,,,,,
2650,03-26-2024 00:40:02,5.31,64.45,-0.85,,,,,,,
2651,03-26-2024 00:50:02,5.42,72.51,0.89,,,,,,,
2652,03-26-2024 01:00:02,5.54,72.92,1.08,,,,,,,
2653,03-26-2024 01:10:02,5.57,63.86,-0.72,,,,,,,
2654,03-26-2024 01:20:02,5.65,69.02,0.42,,,,,,,
2655,03-26-2024 01:30:02,5.70,77.15,2.02,,,,,,,
2656,03-26-2024 01:40:02,5.70,65.91,-0.16,,,,,,,
2657,03-26-2024 01:50:02,5.79,70.30,0.81,,,,,,,
2658,03-26-2024 02:00:02,5.79,78.49,2.34,,,,,,,
2659,03-26-2024 02:10:02,5.87,64.72,-0.25,,,,,,,
2660,03-26-2024 02:20:02,5.93,71.84,1.24,,,,,,,
2661,03-26-2024 02:30:02,5.99,71.84,1.31,,,,,,,
2662,03-26-2024 02:40:02,6.06,64.47,-0.13,,,,,,,
2663,03-26-2024 02:50:02,6.19,69.48,1.03,,,,,,,
2664,03-26-2024 03:00:02,6.22,77.56,2.60,,,,,,,
2665,03-26-2024 03:10:02,6.24,66.35,0.44,,,,,,,
2666,03-26-2024 03:20:02,6.31,69.89,1.23,,,,,,,
2667,03-26-2024 03:30:02,6.33,79.64,3.07,,,,,,,
2668,03-26-2024 03:40:02,6.39,65.41,0.38,,,,,,,
2669,03-26-2024 03:50:02,6.48,71.91,1.78,,,,,,,
2670,03-26-2024 04:00:02,6.54,70.95,1.66,,,,,,,
2671,03-26-2024 04:10:02,6.58,65.13,0.51,,,,,,,
2672,03-26-2024 04:20:02,6.71,69.71,1.58,,,,,,,
2673,03-26-2024 04:30:02,6.70,78.42,3.22,,,,,,,
2674,03-26-2024 04:40:02,6.74,66.53,0.96,,,,,,,
2675,03-26-2024 04:50:02,6.83,69.72,1.69,,,,,,,
2676,03-26-2024 05:00:02,6.84,80.53,3.73,,,,,,,
2677,03-26-2024 05:10:02,6.87,65.95,0.96,,,,,,,
2678,03-26-2024 05:20:02,6.96,72.31,2.33,,,,,,,
2679,03-26-2024 05:30:02,7.02,70.21,1.97,,,,,,,
2680,03-26-2024 05:40:02,7.09,64.64,0.89,,,,,,,
2681,03-26-2024 05:50:02,7.23,70.84,2.30,,,,,,,
2682,03-26-2024 06:00:02,7.27,79.66,4.00,,,,,,,
2683,03-26-2024 06:10:02,7.28,66.40,1.44,,,,,,,
2684,03-26-2024 06:20:02,7.29,70.41,2.27,,,,,,,
2685,03-26-2024 06:30:02,7.34,79.85,4.10,,,,,,,
2686,03-26-2024 06:40:02,7.42,66.12,1.52,,,,,,,
2687,03-26-2024 06:50:02,7.48,72.02,2.78,,,,,,,
2688,03-26-2024 07:00:02,7.56,70.45,2.54,,,,,,,
2689,03-26-2024 07:10:02,7.63,64.65,1.41,,,,,,,
2690,03-26-2024 07:20:02,7.74,70.27,2.68,,,,,,,
2691,03-26-2024 07:30:02,7.72,79.43,4.39,,,,,,,
2692,03-26-2024 07:40:02,7.78,67.29,2.11,,,,,,,
2693,03-26-2024 07:50:02,7.86,70.72,2.88,,,,,,,
2694,03-26-2024 08:00:02,7.86,78.54,4.37,,,,,,,
2695,03-26-2024 08:10:02,8.29,64.59,2.02,,,,,,,
2696,03-26-2024 08:20:02,9.08,65.37,2.94,,,,,,,
2697,03-26-2024 08:30:02,9.40,65.12,3.19,,,,,,,
2698,03-26-2024 08:40:02,9.55,56.01,1.22,,,,,,,
2699,03-26-2024 08:50:02,9.72,61.05,2.59,,,,,,,
2700,03-26-2024 09:00:02,9.70,68.55,4.21,,,,,,,
2701,03-26-2024 09:10:02,9.69,57.85,1.80,,,,,,,
2702,03-26-2024 09:20:02,9.68,60.95,2.52,,,,,,,
2703,03-26-2024 09:30:02,9.67,67.51,3.96,,,,,,,
2704,03-26-2024 09:40:02,9.69,56.67,1.51,,,,,,,
2705,03-26-2024 09:50:02,9.68,62.17,2.80,,,,,,,
2706,03-26-2024 10:00:02,9.65,63.60,3.09,,,,,,,
2707,03-26-2024 10:10:02,9.63,55.54,1.18,,,,,,,
2708,03-26-2024 10:20:02,9.68,59.11,2.09,,,,,,,
2709,03-26-2024 10:30:02,9.61,67.43,3.88,,,,,,,
2710,03-26-2024 10:40:02,9.57,58.17,1.77,,,,,,,
2711,03-26-2024 10:50:02,9.57,60.78,2.39,,,,,,,
2712,03-26-2024 11:00:02,9.53,67.27,3.78,,,,,,,
2713,03-26-2024 11:10:02,9.47,57.73,1.56,,,,,,,
2714,03-26-2024 11:20:02,9.47,63.09,2.81,,,,,,,
2715,03-26-2024 11:30:02,9.49,63.29,2.87,,,,,,,
2716,03-26-2024 11:40:02,9.47,56.44,1.25,,,,,,,
2717,03-26-2024 11:50:02,9.49,59.55,2.02,,,,,,,
2718,03-26-2024 12:00:02,9.41,67.54,3.72,,,,,,,
2719,03-26-2024 12:10:02,9.36,59.19,1.81,,,,,,,
2720,03-26-2024 12:20:02,9.37,62.21,2.52,,,,,,,
2721,03-26-2024 12:30:02,9.33,67.16,3.56,,,,,,,
2722,03-26-2024 12:40:02,9.24,58.00,1.42,,,,,,,
2723,03-26-2024 12:50:02,9.29,63.87,2.81,,,,,,,
2724,03-26-2024 13:00:02,9.25,62.87,2.55,,,,,,,
2725,03-26-2024 13:10:02,9.24,58.49,1.53,,,,,,,
2726,03-26-2024 13:20:02,9.30,61.75,2.34,,,,,,,
2727,03-26-2024 13:30:02,9.21,68.81,3.79,,,,,,,
2728,03-26-2024 13:40:02,9.18,60.87,2.03,,,,,,,
2729,03-26-2024 13:50:02,9.19,62.89,2.50,,,,,,,
2730,03-26-2024 14:00:02,9.11,67.87,3.50,,,,,,,
2731,03-26-2024 14:10:02,9.09,58.87,1.48,,,,,,,
2732,03-26-2024 14:20:02,9.05,64.70,2.77,,,,,,,
2733,03-26-2024 14:30:02,9.05,62.38,2.25,,,,,,,
2734,03-26-2024 14:40:02,9.02,59.31,1.52,,,,,,,
2735,03-26-2024 14:50:02,9.10,61.50,2.10,,,,,,,
2736,03-26-2024 15:00:02,8.97,69.73,3.75,,,,,,,
2737,03-26-2024 15:10:02,8.97,61.74,2.04,,,,,,,
2738,03-26-2024 15:20:02,8.98,64.61,2.69,,,,,,,
2739,03-26-2024 15:30:02,8.90,68.19,3.36,,,,,,,
2740,03-26-2024 15:40:02,8.90,60.22,1.62,,,,,,,
2741,03-26-2024 15:50:02,8.85,65.79,2.81,,,,,,,
2742,03-26-2024 16:00:02,8.86,62.58,2.11,,,,,,,
2743,03-26-2024 16:10:02,8.82,60.26,1.56,,,,,,,
2744,03-26-2024 16:20:02,8.87,62.98,2.21,,,,,,,
2745,03-26-2024 16:30:02,8.76,70.27,3.66,,,,,,,
2746,03-26-2024 16:40:02,8.75,62.11,1.91,,,,,,,
2747,03-26-2024 16:50:02,8.73,65.65,2.66,,,,,,,
2748,03-26-2024 17:00:02,8.70,68.76,3.29,,,,,,,
2749,03-26-2024 17:10:02,8.66,61.74,1.74,,,,,,,
2750,03-26-2024 17:20:02,8.64,66.32,2.72,,,,,,,
2751,03-26-2024 17:30:02,8.64,63.35,2.08,,,,,,,
2752,03-26-2024 17:40:02,8.62,63.26,2.04,,,,,,,
2753,03-26-2024 17:50:02,8.64,64.27,2.28,,,,,,,
2754,03-26-2024 18:00:02,8.53,71.55,3.69,,,,,,,
2755,03-26-2024 18:10:02,8.53,65.51,2.45,,,,,,,
2756,03-26-2024 18:20:02,8.49,66.62,2.64,,,,,,,
2757,03-26-2024 18:30:02,8.49,69.40,3.22,,,,,,,
2758,03-26-2024 18:40:02,8.46,66.14,2.51,,,,,,,
2759,03-26-2024 18:50:02,8.43,67.56,2.78,,,,,,,
2760,03-26-2024 19:00:02,8.41,64.78,2.17,,,,,,,
2761,03-26-2024 19:10:02,8.38,68.48,2.93,,,,,,,
2762,03-26-2024 19:20:02,8.47,66.12,2.52,,,,,,,
2763,03-26-2024 19:30:02,8.32,72.78,3.73,,,,,,,
2764,03-26-2024 19:40:02,8.32,70.37,3.25,,,,,,,
2765,03-26-2024 19:50:02,8.34,67.79,2.75,,,,,,,
2766,03-26-2024 20:00:02,8.31,70.60,3.29,,,,,,,
2767,03-26-2024 20:10:02,8.21,70.07,3.09,,,,,,,
2768,03-26-2024 20:20:02,8.20,68.75,2.81,,,,,,,
2769,03-26-2024 20:30:02,7.79,59.55,0.42,,,,,,,
2770,03-26-2024 20:40:02,5.94,62.30,-0.71,,,,,,,
2771,03-26-2024 20:50:02,4.72,63.34,-1.65,,,,,,,
2772,03-26-2024 21:00:02,4.33,71.67,-0.33,,,,,,,
2773,03-26-2024 21:10:02,4.23,73.10,-0.15,,,,,,,
2774,03-26-2024 21:20:02,4.29,67.65,-1.16,,,,,,,
2775,03-26-2024 21:30:02,4.30,69.02,-0.88,,,,,,,
2776,03-26-2024 21:40:02,4.29,70.73,-0.55,,,,,,,
2777,03-26-2024 21:50:02,4.39,69.47,-0.69,,,,,,,
2778,03-26-2024 22:00:02,4.48,65.35,-1.45,,,,,,,
2779,03-26-2024 22:10:02,4.49,76.52,0.73,,,,,,,
2780,03-26-2024 22:20:02,4.60,67.58,-0.88,,,,,,,
2781,03-26-2024 22:30:02,4.62,70.14,-0.35,,,,,,,
2782,03-26-2024 22:40:02,4.65,76.81,0.94,,,,,,,
2783,03-26-2024 22:50:02,4.75,66.04,-1.05,,,,,,,
2784,03-26-2024 23:00:02,4.76,68.92,-0.45,,,,,,,
2785,03-26-2024 23:10:02,4.79,73.17,0.40,,,,,,,
2786,03-26-2024 23:20:02,4.91,70.02,-0.09,,,,,,,
2787,03-26-2024 23:30:02,4.96,65.21,-1.02,,,,,,,
2788,03-26-2024 23:40:02,5.03,78.70,1.64,,,,,,,
2789,03-26-2024 23:50:02,5.15,65.88,-0.70,,,,,,,
2790,03-27-2024 00:00:02,5.19,69.89,0.15,,,,,,,
2791,03-27-2024 00:10:02,5.22,78.99,1.88,,,,,,,
2792,03-27-2024 00:20:02,5.23,65.93,-0.61,,,,,,,
2793,03-27-2024 00:30:02,5.30,69.24,0.12,,,,,,,
2794,03-27-2024 00:40:02,5.34,75.52,1.37,,,,,,,
2795,03-27-2024 00:50:02,5.46,69.66,0.36,,,,,,,
2796,03-27-2024 01:00:02,5.51,65.98,-0.33,,,,,,,
2797,03-27-2024 01:10:02,5.54,79.46,2.28,,,,,,,
2798,03-27-2024 01:20:02,5.68,65.34,-0.30,,,,,,,
2799,03-27-2024 01:30:02,5.68,69.89,0.62,,,,,,,
2800,03-27-2024 01:40:02,5.72,79.58,2.48,,,,,,,
2801,03-27-2024 01:50:02,5.79,66.15,-0.03,,,,,,,
2802,03-27-2024 02:00:02,5.86,69.49,0.72,,,,,,,
2803,03-27-2024 02:10:02,5.82,76.16,1.95,,,,,,,
2804,03-27-2024 02:20:02,5.96,69.56,0.83,,,,,,,
2805,03-27-2024 02:30:02,6.06,65.69,0.13,,,,,,,
2806,03-27-2024 02:40:02,6.05,80.47,2.95,,,,,,,
2807,03-27-2024 02:50:02,6.22,63.71,-0.14,,,,,,,
2808,03-27-2024 03:00:02,6.20,70.21,1.18,,,,,,,
2809,03-27-2024 03:10:02,6.24,80.13,3.08,,,,,,,
2810,03-27-2024 03:20:02,6.31,66.25,0.49,,,,,,,
2811,03-27-2024 03:30:02,6.37,69.68,1.24,,,,,,,
2812,03-27-2024 03:40:02,6.31,77.05,2.60,,,,,,,
2813,03-27-2024 03:50:02,6.51,69.63,1.36,,,,,,,
2814,03-27-2024 04:00:02,6.52,65.21,0.47,,,,,,,
2815,03-27-2024 04:10:02,6.59,80.75,3.53,,,,,,,
2816,03-27-2024 04:20:02,6.74,63.58,0.33,,,,,,,
2817,03-27-2024 04:30:02,6.73,70.20,1.70,,,,,,,
2818,03-27-2024 04:40:02,6.75,79.63,3.49,,,,,,,
2819,03-27-2024 04:50:02,6.85,66.19,0.99,,,,,,,
2820,03-27-2024 05:00:02,6.87,69.23,1.63,,,,,,,
2821,03-27-2024 05:10:02,6.82,77.59,3.18,,,,,,,
2822,03-27-2024 05:20:02,7.04,69.76,1.91,,,,,,,
2823,03-27-2024 05:30:02,7.07,64.69,0.88,,,,,,,
2824,03-27-2024 05:40:02,7.04,81.16,4.04,,,,,,,
2825,03-27-2024 05:50:02,7.22,63.60,0.78,,,,,,,
2826,03-27-2024 06:00:02,7.18,70.46,2.18,,,,,,,
2827,03-27-2024 06:10:02,7.20,81.03,4.18,,,,,,,
2828,03-27-2024 06:20:02,7.34,66.49,1.52,,,,,,,
2829,03-27-2024 06:30:02,7.35,69.37,2.13,,,,,,,
2830,03-27-2024 06:40:02,7.31,79.10,3.94,,,,,,,
2831,03-27-2024 06:50:02,7.54,69.90,2.41,,,,,,,
2832,03-27-2024 07:00:02,7.55,64.89,1.38,,,,,,,
2833,03-27-2024 07:10:02,7.59,82.10,4.74,,,,,,,
2834,03-27-2024 07:20:02,7.75,64.79,1.55,,,,,,,
2835,03-27-2024 07:30:02,7.72,71.71,2.94,,,,,,,
2836,03-27-2024 07:40:02,7.78,82.56,5.01,,,,,,,
2837,03-27-2024 07:50:02,7.86,67.73,2.27,,,,,,,
2838,03-27-2024 08:00:02,7.88,69.89,2.74,,,,,,,
2839,03-27-2024 08:10:02,8.15,77.35,4.43,,,,,,,
2840,03-27-2024 08:20:02,9.09,63.11,2.46,,,,,,,
2841,03-27-2024 08:30:02,9.44,57.27,1.42,,,,,,,
2842,03-27-2024 08:40:02,9.53,73.18,4.98,,,,,,,
2843,03-27-2024 08:50:02,9.74,57.44,1.74,,,,,,,
2844,03-27-2024 09:00:02,9.65,62.35,2.81,,,,,,,
2845,03-27-2024 09:10:02,9.66,72.53,4.97,,,,,,,
2846,03-27-2024 09:20:02,9.69,58.36,1.93,,,,,,,
2847,03-27-2024 09:30:02,9.67,59.61,2.20,,,,,,,
2848,03-27-2024 09:40:02,9.56,70.57,4.49,,,,,,,
2849,03-27-2024 09:50:02,9.69,60.47,2.42,,,,,,,
2850,03-27-2024 10:00:02,9.66,56.21,1.37,,,,,,,
2851,03-27-2024 10:10:02,9.64,70.60,4.57,,,,,,,
2852,03-27-2024 10:20:02,9.72,56.91,1.60,,,,,,,
2853,03-27-2024 10:30:02,9.25,60.37,1.99,,,,,,,
2854,03-27-2024 10:40:02,8.98,70.79,3.98,,,,,,,
2855,03-27-2024 10:50:02,8.95,58.24,1.20,,,,,,,
2856,03-27-2024 11:00:02,8.88,59.90,1.52,,,,,,,
2857,03-27-2024 11:10:02,8.76,70.83,3.77,,,,,,,
2858,03-27-2024 11:20:02,8.88,60.77,1.72,,,,,,,
2859,03-27-2024 11:30:02,8.87,57.31,0.90,,,,,,,
2860,03-27-2024 11:40:02,8.85,70.04,3.69,,,,,,,
2861,03-27-2024 11:50:02,8.87,57.80,1.02,,,,,,,
2862,03-27-2024 12:00:02,8.77,61.39,1.76,,,,,,,
2863,03-27-2024 12:10:02,8.76,72.66,4.13,,,,,,,
2864,03-27-2024 12:20:02,8.74,59.03,1.19,,,,,,,
2865,03-27-2024 12:30:02,8.68,60.77,1.54,,,,,,,
2866,03-27-2024 12:40:02,8.53,71.74,3.73,,,,,,,
2867,03-27-2024 12:50:02,8.67,61.87,1.78,,,,,,,
2868,03-27-2024 13:00:02,8.64,58.03,0.86,,,,,,,
2869,03-27-2024 13:10:02,8.65,69.61,3.42,,,,,,,
2870,03-27-2024 13:20:02,8.70,59.54,1.27,,,,,,,
2871,03-27-2024 13:30:02,8.59,62.95,1.94,,,,,,,
2872,03-27-2024 13:40:02,8.52,73.31,4.03,,,,,,,
2873,03-27-2024 13:50:02,8.53,59.97,1.21,,,,,,,
2874,03-27-2024 14:00:02,8.50,62.08,1.67,,,,,,,
2875,03-27-2024 14:10:02,8.38,72.75,3.79,,,,,,,
2876,03-27-2024 14:20:02,8.46,62.96,1.82,,,,,,,
2877,03-27-2024 14:30:02,8.45,59.51,1.03,,,,,,,
2878,03-27-2024 14:40:02,8.47,69.79,3.28,,,,,,,
2879,03-27-2024 14:50:02,8.52,60.43,1.31,,,,,,,
2880,03-27-2024 15:00:02,8.38,63.49,1.87,,,,,,,
2881,03-27-2024 15:10:02,8.35,72.35,3.68,,,,,,,
2882,03-27-2024 15:20:02,8.35,60.51,1.17,,,,,,,
2883,03-27-2024 15:30:02,8.28,62.49,1.55,,,,,,,
2884,03-27-2024 15:40:02,8.21,72.76,3.62,,,,,,,
2885,03-27-2024 15:50:02,8.30,63.85,1.87,,,,,,,
2886,03-27-2024 16:00:02,8.22,59.79,0.88,,,,,,,
2887,03-27-2024 16:10:02,8.24,70.30,3.17,,,,,,,
2888,03-27-2024 16:20:02,8.29,60.02,0.99,,,,,,,
2889,03-27-2024 16:30:02,8.16,64.34,1.84,,,,,,,
2890,03-27-2024 16:40:02,8.13,72.34,3.46,,,,,,,
2891,03-27-2024 16:50:02,8.13,61.00,1.07,,,,,,,
