#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
3129,03-30-2024 09:31:31,15.45,54.57,6.36,,
3130,03-30-2024 09:41:31,15.24,55.13,6.30,,
3131,03-30-2024 09:51:31,15.45,54.70,6.39,,
3132,03-30-2024 10:01:31,15.81,52.91,6.24,,
3133,03-30-2024 10:11:31,16.31,49.22,5.65,,
3134,03-30-2024 10:21:31,16.32,50.10,5.92,,
3135,03-30-2024 10:31:31,17.46,48.46,6.48,,
3136,03-30-2024 10:41:31,18.58,46.47,6.90,,
3137,03-30-2024 10:51:31,18.87,45.73,6.94,,
3138,03-30-2024 11:01:31,18.85,44.91,6.65,,
3139,03-30-2024 11:11:31,19.33,43.97,6.78,,
3140,03-30-2024 11:21:31,19.31,44.13,6.81,,
3141,03-30-2024 11:31:31,19.98,43.55,7.22,,
3142,03-30-2024 11:41:31,22.37,39.47,7.93,,
3143,03-30-2024 11:51:31,21.62,39.53,7.28,,
3144,03-30-2024 12:01:31,20.77,42.74,7.66,,
3145,03-30-2024 12:11:31,19.46,45.98,7.55,,
3146,03-30-2024 12:21:31,19.06,47.64,7.70,,
3147,03-30-2024 12:31:31,18.70,48.14,7.53,,
3148,03-30-2024 12:41:31,18.36,49.40,7.59,,
3149,03-30-2024 12:51:31,18.10,50.51,7.68,,
3150,03-30-2024 13:01:31,18.09,51.62,7.99,,
3151,03-30-2024 13:11:31,17.77,51.76,7.73,,
3152,03-30-2024 13:21:31,17.66,49.95,7.11,,
3153,03-30-2024 13:31:31,17.69,51.32,7.54,,
3154,03-30-2024 13:41:31,17.66,49.98,7.12,,
3155,03-30-2024 13:51:31,17.62,51.41,7.49,,
3156,03-30-2024 14:01:31,17.25,52.26,7.40,,
3157,03-30-2024 14:11:31,16.92,52.41,7.13,,
3158,03-30-2024 14:21:31,16.62,53.75,7.22,,
3159,03-30-2024 14:31:31,16.72,54.45,7.50,,
3160,03-30-2024 14:41:31,16.14,55.56,7.26,,
3161,03-30-2024 14:51:31,15.80,56.29,7.13,,
3162,03-30-2024 15:01:31,15.69,57.97,7.46,,
3163,03-30-2024 15:11:31,15.62,58.29,7.48,,
3164,03-30-2024 15:21:31,15.69,56.88,7.18,,
3165,03-30-2024 15:31:31,16.12,55.64,7.26,,
3166,03-30-2024 15:41:31,16.48,55.77,7.63,,
3167,03-30-2024 15:51:31,16.93,55.05,7.86,,
3168,03-30-2024 16:01:31,17.98,52.62,8.17,,
3169,03-30-2024 16:11:31,18.94,49.56,8.17,,
3170,03-30-2024 16:21:31,17.76,51.73,7.71,,
3171,03-30-2024 16:31:31,17.00,52.66,7.27,,
3172,03-30-2024 16:41:31,16.04,55.18,7.07,,
3173,03-30-2024 16:51:31,15.13,58.17,6.98,,
3174,03-30-2024 17:01:31,14.99,58.58,6.96,,
3175,03-30-2024 17:11:31,14.66,60.53,7.12,,
3176,03-30-2024 17:21:31,14.51,60.27,6.92,,
3177,03-30-2024 17:31:31,14.32,61.37,7.00,,
3178,03-30-2024 17:41:31,13.61,62.52,6.60,,
3179,03-30-2024 17:51:31,13.10,64.77,6.64,,
3180,03-30-2024 18:01:31,12.86,64.90,6.43,,
3181,03-30-2024 18:11:31,12.67,65.85,6.47,,
3182,03-30-2024 18:21:31,12.51,64.94,6.11,,
3183,03-30-2024 18:31:31,12.03,66.58,6.01,,
3184,03-30-2024 18:41:31,11.66,67.34,5.82,,
3185,03-30-2024 18:51:31,11.18,68.21,5.55,,
3186,03-30-2024 19:01:31,10.43,69.17,5.04,,
3187,03-30-2024 19:11:31,9.68,70.76,4.64,,
3188,03-30-2024 19:21:31,9.14,72.76,4.51,,
3189,03-30-2024 19:31:31,8.65,74.44,4.37,,
3190,03-30-2024 19:41:31,8.16,76.32,4.25,,
3191,03-30-2024 19:51:31,7.68,78.19,4.13,,
3192,03-30-2024 20:01:31,7.22,80.32,4.06,,
3193,03-30-2024 20:11:31,6.88,81.55,3.95,,
3194,03-30-2024 20:21:31,6.57,83.27,3.94,,
3195,03-30-2024 20:31:31,6.30,83.53,3.73,,
3196,03-30-2024 20:41:31,6.14,85.20,3.85,,
3197,03-30-2024 20:51:31,6.01,85.45,3.76,,
3198,03-30-2024 21:01:31,5.90,85.40,3.64,,
3199,03-30-2024 21:11:31,5.80,87.00,3.81,,
3200,03-30-2024 21:21:31,5.76,86.81,3.74,,
3201,03-30-2024 21:31:31,5.62,86.76,3.59,,
3202,03-30-2024 21:41:31,5.50,87.13,3.53,,
3203,03-30-2024 21:51:31,5.33,87.29,3.39,,
3204,03-30-2024 22:01:31,5.17,87.95,3.34,,
3205,03-30-2024 22:11:31,5.13,88.19,3.35,,
3206,03-30-2024 22:21:31,5.16,90.02,3.66,,
3207,03-30-2024 22:31:31,5.26,90.29,3.81,,
3208,03-30-2024 22:41:31,5.30,89.72,3.75,,
3209,03-30-2024 22:51:31,5.23,89.95,3.72,,
3210,03-30-2024 23:01:31,5.18,89.52,3.60,,
3211,03-30-2024 23:11:31,5.07,89.10,3.43,,
3212,03-30-2024 23:21:31,5.03,88.59,3.30,,
3213,03-30-2024 23:31:31,4.97,89.28,3.36,,
3214,03-30-2024 23:41:31,5.12,90.41,3.69,,
3215,03-30-2024 23:51:31,5.25,90.49,3.83,,
3216,03-31-2024 00:01:31,5.24,89.56,3.67,,
3217,03-31-2024 00:11:31,5.25,90.06,3.76,,
3218,03-31-2024 00:21:31,5.26,89.78,3.73,,
3219,03-31-2024 00:31:31,5.18,89.40,3.58,,
3220,03-31-2024 00:41:31,5.09,89.03,3.44,,
3221,03-31-2024 00:51:31,4.96,88.19,3.18,,
3222,03-31-2024 01:01:31,4.84,88.59,3.12,,
3223,03-31-2024 01:11:31,4.73,88.50,2.99,,
3224,03-31-2024 01:21:31,4.63,88.50,2.90,,
3225,03-31-2024 01:31:31,4.52,88.91,2.86,,
3226,03-31-2024 01:41:31,4.49,89.76,2.96,,
3227,03-31-2024 01:51:31,4.51,89.63,2.96,,
3228,03-31-2024 02:01:31,4.42,89.65,2.87,,
3229,03-31-2024 02:11:31,4.41,90.13,2.93,,
3230,03-31-2024 02:21:31,4.42,89.98,2.92,,
3231,03-31-2024 02:31:31,4.21,88.83,2.54,,
3232,03-31-2024 02:41:31,4.06,89.24,2.45,,
3233,03-31-2024 02:51:31,4.06,90.79,2.70,,
3234,03-31-2024 03:01:31,4.22,91.13,2.91,,
3235,03-31-2024 03:11:31,4.26,91.29,2.96,,
3236,03-31-2024 03:21:31,4.37,90.89,3.02,,
3237,03-31-2024 03:31:31,4.42,90.93,3.07,,
3238,03-31-2024 03:41:31,4.42,89.95,2.91,,
3239,03-31-2024 03:51:31,4.33,89.70,2.79,,
3240,03-31-2024 04:01:31,4.24,89.05,2.60,,
3241,03-31-2024 04:11:31,4.23,90.36,2.80,,
3242,03-31-2024 04:21:31,4.21,89.84,2.70,,
3243,03-31-2024 04:31:31,4.17,91.11,2.85,,
3244,03-31-2024 04:41:31,4.14,90.33,2.70,,
3245,03-31-2024 04:51:31,4.15,90.80,2.78,,
3246,03-31-2024 05:01:31,4.05,90.70,2.67,,
3247,03-31-2024 05:11:31,3.99,90.56,2.59,,
3248,03-31-2024 05:21:31,3.98,90.99,2.64,,
3249,03-31-2024 05:31:31,4.01,91.22,2.71,,
3250,03-31-2024 05:41:31,3.93,91.05,2.61,,
3251,03-31-2024 05:51:31,3.86,90.96,2.52,,
3252,03-31-2024 06:01:31,3.92,91.69,2.70,,
3253,03-31-2024 06:11:31,4.04,91.60,2.80,,
3254,03-31-2024 06:21:31,3.97,90.45,2.55,,
3255,03-31-2024 06:31:31,3.83,89.92,2.33,,
3256,03-31-2024 06:41:31,3.76,90.04,2.28,,
3257,03-31-2024 06:51:31,3.63,89.77,2.11,,
3258,03-31-2024 07:01:31,3.67,91.01,2.34,,
3259,03-31-2024 07:11:31,3.89,91.14,2.58,,
3260,03-31-2024 07:21:31,4.17,90.81,2.80,,
3261,03-31-2024 07:31:31,4.37,90.66,2.98,,
3262,03-31-2024 07:41:31,4.60,90.82,3.23,,
3263,03-31-2024 07:51:31,4.91,91.15,3.59,,
3264,03-31-2024 08:01:31,5.26,90.71,3.87,,
3265,03-31-2024 08:11:31,5.59,88.04,3.77,,
3266,03-31-2024 08:21:31,7.20,84.06,4.70,,
3267,03-31-2024 08:31:31,9.42,77.79,5.75,,
3268,03-31-2024 08:41:31,11.85,67.89,6.12,,
3269,03-31-2024 08:51:31,14.11,60.44,6.58,,
3270,03-31-2024 09:01:31,16.27,54.08,6.98,,
3271,03-31-2024 09:11:31,17.81,49.67,7.17,,
3272,03-31-2024 09:21:31,19.38,43.12,6.53,,
3273,03-31-2024 09:31:31,20.89,41.51,7.34,,
3274,03-31-2024 09:41:31,22.33,37.43,7.12,,
3275,03-31-2024 09:51:31,23.76,35.85,7.76,,
3276,03-31-2024 10:01:31,25.20,34.05,8.26,,
3277,03-31-2024 10:11:31,26.15,32.32,8.32,,
3278,03-31-2024 10:21:31,26.01,33.43,8.70,,
3279,03-31-2024 10:31:31,26.51,32.91,8.90,,
3280,03-31-2024 10:41:31,27.58,31.22,9.06,,
3281,03-31-2024 10:51:31,28.62,30.25,9.48,,
3282,03-31-2024 11:01:31,28.90,29.18,9.19,,
3283,03-31-2024 11:11:31,29.71,28.24,9.39,,
3284,03-31-2024 11:21:31,29.59,28.64,9.50,,
3285,03-31-2024 11:31:31,27.32,30.39,8.44,,
3286,03-31-2024 11:41:31,28.59,29.50,9.09,,
3287,03-31-2024 11:51:31,29.90,28.85,9.88,,
3288,03-31-2024 12:01:31,30.84,27.04,9.71,,
3289,03-31-2024 12:11:31,30.67,26.05,9.02,,
3290,03-31-2024 12:21:31,29.47,28.04,9.08,,
3291,03-31-2024 12:31:31,27.78,30.44,8.85,,
3292,03-31-2024 12:41:31,25.89,33.13,8.46,,
3293,03-31-2024 12:51:31,24.06,35.78,8.00,,
3294,03-31-2024 13:01:31,21.93,40.55,7.94,,
3295,03-31-2024 13:11:31,20.76,42.06,7.42,,
3296,03-31-2024 13:21:31,19.17,45.30,7.07,,
3297,03-31-2024 13:31:31,18.13,48.67,7.17,,
3298,03-31-2024 13:41:31,18.10,48.59,7.11,,
3299,03-31-2024 13:51:31,18.92,45.98,7.05,,
3300,03-31-2024 14:01:31,19.66,44.77,7.34,,
3301,03-31-2024 14:11:31,19.69,42.98,6.77,,
3302,03-31-2024 14:21:31,19.68,44.72,7.34,,
3303,03-31-2024 14:31:31,19.97,44.78,7.62,,
3304,03-31-2024 14:41:31,19.35,45.45,7.27,,
3305,03-31-2024 14:51:31,19.23,46.85,7.61,,
3306,03-31-2024 15:01:31,19.24,47.06,7.69,,
3307,03-31-2024 15:11:31,19.33,46.65,7.65,,
3308,03-31-2024 15:21:31,19.21,47.70,7.85,,
3309,03-31-2024 15:31:31,18.91,47.72,7.59,,
3310,03-31-2024 15:41:31,18.67,47.36,7.26,,
3311,03-31-2024 15:51:31,18.54,46.95,7.01,,
3312,03-31-2024 16:01:31,18.11,47.17,6.69,,
3313,03-31-2024 16:11:31,18.12,46.89,6.62,,
3314,03-31-2024 16:21:31,18.07,47.51,6.76,,
3315,03-31-2024 16:31:31,18.20,45.88,6.37,,
3316,03-31-2024 16:41:31,17.92,46.78,6.40,,
3317,03-31-2024 16:51:31,17.75,45.84,5.94,,
3318,03-31-2024 17:01:31,17.31,48.22,6.27,,
3319,03-31-2024 17:11:31,16.95,49.81,6.42,,
3320,03-31-2024 17:21:31,16.46,48.48,5.57,,
3321,03-31-2024 17:31:31,16.05,50.93,5.91,,
3322,03-31-2024 17:41:31,15.59,52.40,5.90,,
3323,03-31-2024 17:51:31,15.28,54.25,6.11,,
3324,03-31-2024 18:01:31,14.92,55.13,6.00,,
3325,03-31-2024 18:11:31,14.45,54.99,5.54,,
3326,03-31-2024 18:21:31,13.97,56.75,5.54,,
3327,03-31-2024 18:31:31,13.25,59.50,5.55,,
3328,03-31-2024 18:41:31,12.56,60.47,5.12,,
3329,03-31-2024 18:51:31,12.04,62.86,5.19,,
3330,03-31-2024 19:01:31,11.57,65.82,5.41,,
3331,03-31-2024 19:11:31,11.04,66.31,5.02,,
3332,03-31-2024 19:21:31,10.52,67.33,4.73,,
3333,03-31-2024 19:31:31,9.96,68.91,4.53,,
3334,03-31-2024 19:41:31,9.50,69.71,4.25,,
3335,03-31-2024 19:51:31,9.00,70.39,3.91,,
3336,03-31-2024 20:01:31,8.57,71.20,3.66,,
3337,03-31-2024 20:11:31,8.30,72.77,3.71,,
3338,03-31-2024 20:21:31,8.04,73.81,3.66,,
3339,03-31-2024 20:31:31,7.78,74.31,3.51,,
3340,03-31-2024 20:41:31,7.72,73.06,3.21,,
3341,03-31-2024 20:51:31,7.49,74.30,3.23,,
3342,03-31-2024 21:01:31,7.31,75.19,3.22,,
3343,03-31-2024 21:11:31,7.17,76.62,3.35,,
3344,03-31-2024 21:21:31,7.05,76.49,3.21,,
3345,03-31-2024 21:31:31,7.02,76.36,3.16,,
3346,03-31-2024 21:41:31,6.93,76.41,3.07,,
3347,03-31-2024 21:51:31,6.84,78.53,3.38,,
3348,03-31-2024 22:01:31,6.72,78.17,3.19,,
3349,03-31-2024 22:11:31,6.56,79.31,3.24,,
3350,03-31-2024 22:21:31,6.54,78.29,3.04,,
3351,03-31-2024 22:31:31,6.51,78.05,2.96,,
3352,03-31-2024 22:41:31,6.53,78.55,3.08,,
3353,03-31-2024 22:51:31,6.45,78.55,3.00,,
3354,03-31-2024 23:01:31,6.29,78.52,2.84,,
3355,03-31-2024 23:11:31,6.08,78.61,2.65,,
3356,03-31-2024 23:21:31,5.93,79.22,2.61,,
3357,03-31-2024 23:31:31,5.76,81.29,2.81,,
3358,03-31-2024 23:41:31,5.76,81.34,2.81,,
3359,03-31-2024 23:51:31,5.68,81.26,2.73,,
3360,04-01-2024 00:01:31,5.63,82.00,2.80,,
3361,04-01-2024 00:11:31,5.55,81.98,2.73,,
3362,04-01-2024 00:21:31,5.62,83.48,3.05,,
3363,04-01-2024 00:31:31,5.74,83.31,3.13,,
3364,04-01-2024 00:41:31,5.86,82.24,3.07,,
3365,04-01-2024 00:51:31,5.90,81.42,2.97,,
3366,04-01-2024 01:01:31,6.02,81.00,3.02,,
3367,04-01-2024 01:11:31,5.95,81.67,3.06,,
3368,04-01-2024 01:21:31,5.86,81.91,3.02,,
3369,04-01-2024 01:31:31,5.79,84.07,3.31,,
3370,04-01-2024 01:41:31,5.77,83.80,3.25,,
3371,04-01-2024 01:51:31,5.80,84.45,3.39,,
3372,04-01-2024 02:01:31,5.92,82.64,3.20,,
3373,04-01-2024 02:11:31,6.00,82.29,3.22,,
3374,04-01-2024 02:21:31,6.05,82.02,3.22,,
3375,04-01-2024 02:31:31,6.35,80.94,3.32,,
3376,04-01-2024 02:41:31,6.10,80.93,3.08,,
3377,04-01-2024 02:51:31,5.89,81.69,3.00,,
3378,04-01-2024 03:01:31,5.70,82.63,2.98,,
3379,04-01-2024 03:11:31,5.59,82.58,2.86,,
3380,04-01-2024 03:21:31,5.60,81.69,2.72,,
3381,04-01-2024 03:31:31,5.69,81.07,2.70,,
3382,04-01-2024 03:41:31,5.72,81.99,2.90,,
3383,04-01-2024 03:51:31,5.78,81.80,2.92,,
3384,04-01-2024 04:01:31,5.79,80.90,2.77,,
3385,04-01-2024 04:11:31,5.74,81.57,2.83,,
3386,04-01-2024 04:21:31,5.63,83.20,3.01,,
3387,04-01-2024 04:31:31,5.52,81.86,2.67,,
3388,04-01-2024 04:41:31,5.43,81.90,2.60,,
3389,04-01-2024 04:51:31,5.35,83.42,2.77,,
3390,04-01-2024 05:01:31,5.33,83.71,2.80,,
3391,04-01-2024 05:11:31,5.24,83.87,2.74,,
3392,04-01-2024 05:21:31,5.27,84.09,2.81,,
3393,04-01-2024 05:31:31,5.28,84.27,2.85,,
3394,04-01-2024 05:41:31,5.34,84.39,2.92,,
3395,04-01-2024 05:51:31,5.37,84.36,2.95,,
3396,04-01-2024 06:01:31,5.38,84.42,2.97,,
3397,04-01-2024 06:11:31,5.46,84.48,3.06,,
3398,04-01-2024 06:21:31,5.37,84.44,2.96,,
3399,04-01-2024 06:31:31,5.17,84.93,2.84,,
3400,04-01-2024 06:41:31,5.03,86.06,2.90,,
3401,04-01-2024 06:51:31,5.06,86.23,2.95,,
3402,04-01-2024 07:01:31,5.04,86.28,2.94,,
3403,04-01-2024 07:11:31,5.18,87.09,3.21,,
3404,04-01-2024 07:21:31,5.38,87.57,3.49,,
3405,04-01-2024 07:31:31,5.60,87.64,3.71,,
3406,04-01-2024 07:41:31,5.89,88.63,4.16,,
3407,04-01-2024 07:51:31,6.10,88.42,4.34,,
3408,04-01-2024 08:01:31,6.35,87.19,4.38,,
3409,04-01-2024 08:11:31,6.80,85.68,4.57,,
3410,04-01-2024 08:21:31,8.58,80.40,5.40,,
3411,04-01-2024 08:31:31,11.34,70.44,6.17,,
3412,04-01-2024 08:41:31,13.84,61.50,6.58,,
3413,04-01-2024 08:51:31,16.42,54.12,7.13,,
3414,04-01-2024 09:01:31,18.67,47.25,7.22,,
3415,04-01-2024 09:11:31,20.64,42.71,7.54,,
3416,04-01-2024 09:21:31,22.14,39.43,7.72,,
3417,04-01-2024 09:31:31,23.06,37.48,7.78,,
3418,04-01-2024 09:41:31,24.82,35.78,8.66,,
3419,04-01-2024 09:51:31,24.28,35.70,8.15,,
3420,04-01-2024 10:01:31,25.25,34.24,8.39,,
3421,04-01-2024 10:11:31,26.01,33.43,8.70,,
3422,04-01-2024 10:21:31,26.69,32.92,9.07,,
3423,04-01-2024 10:31:31,27.55,31.41,9.12,,
3424,04-01-2024 10:41:31,28.46,29.10,8.77,,
3425,04-01-2024 10:51:31,29.08,28.54,9.02,,
3426,04-01-2024 11:01:31,30.01,26.90,8.93,,
3427,04-01-2024 11:11:31,28.79,26.59,7.73,,
3428,04-01-2024 11:21:31,28.28,27.95,8.02,,
3429,04-01-2024 11:31:31,28.73,26.99,7.89,,
3430,04-01-2024 11:41:31,28.47,26.76,7.55,,
3431,04-01-2024 11:51:31,28.65,26.99,7.83,,
3432,04-01-2024 12:01:31,28.40,25.91,7.01,,
3433,04-01-2024 12:11:31,29.76,25.04,7.66,,
3434,04-01-2024 12:21:31,29.70,25.75,8.02,,
3435,04-01-2024 12:31:31,28.38,27.06,7.63,,
3436,04-01-2024 12:41:31,25.80,31.13,7.47,,
3437,04-01-2024 12:51:31,24.00,35.36,7.76,,
3438,04-01-2024 13:01:31,22.95,38.35,8.03,,
3439,04-01-2024 13:11:31,22.68,37.28,7.37,,
3440,04-01-2024 13:21:31,22.50,35.96,6.69,,
3441,04-01-2024 13:31:31,22.35,35.22,6.25,,
3442,04-01-2024 13:41:31,22.26,37.74,7.18,,
3443,04-01-2024 13:51:31,22.91,34.66,6.51,,
3444,04-01-2024 14:01:31,22.71,36.53,7.10,,
3445,04-01-2024 14:11:31,22.05,37.52,6.90,,
3446,04-01-2024 14:21:31,22.20,36.55,6.66,,
3447,04-01-2024 14:31:31,22.46,41.49,8.75,,
3448,04-01-2024 14:41:31,21.79,42.18,8.39,,
3449,04-01-2024 14:51:31,21.20,44.14,8.53,,
3450,04-01-2024 15:01:31,21.09,44.96,8.70,,
3451,04-01-2024 15:11:31,21.48,45.61,9.27,,
3452,04-01-2024 15:21:31,21.33,45.66,9.15,,
3453,04-01-2024 15:31:31,21.23,46.45,9.31,,
3454,04-01-2024 15:41:31,21.45,46.35,9.48,,
3455,04-01-2024 15:51:31,21.88,46.44,9.90,,
3456,04-01-2024 16:01:31,22.58,45.32,10.18,,
3457,04-01-2024 16:11:31,22.68,44.04,9.83,,
3458,04-01-2024 16:21:31,21.93,43.86,9.10,,
3459,04-01-2024 16:31:31,21.36,40.48,7.40,,
3460,04-01-2024 16:41:31,20.34,43.81,7.64,,
3461,04-01-2024 16:51:31,19.97,44.82,7.64,,
3462,04-01-2024 17:01:31,19.55,46.37,7.75,,
3463,04-01-2024 17:11:31,18.80,46.65,7.16,,
3464,04-01-2024 17:21:31,18.47,48.20,7.33,,
3465,04-01-2024 17:31:31,18.18,48.24,7.08,,
3466,04-01-2024 17:41:31,18.20,50.49,7.76,,
3467,04-01-2024 17:51:31,17.94,49.74,7.31,,
3468,04-01-2024 18:01:31,17.68,50.17,7.20,,
3469,04-01-2024 18:11:31,17.14,50.74,6.86,,
3470,04-01-2024 18:21:31,16.44,51.36,6.39,,
3471,04-01-2024 18:31:31,15.99,52.90,6.40,,
3472,04-01-2024 18:41:31,15.27,53.48,5.89,,
3473,04-01-2024 18:51:31,14.77,54.69,5.75,,
3474,04-01-2024 19:01:31,14.44,55.50,5.66,,
3475,04-01-2024 19:11:31,14.12,56.17,5.53,,
3476,04-01-2024 19:21:31,13.66,57.80,5.51,,
3477,04-01-2024 19:31:31,13.36,59.90,5.75,,
3478,04-01-2024 19:41:31,13.08,62.17,6.02,,
3479,04-01-2024 19:51:31,12.61,64.31,6.06,,
3480,04-01-2024 20:01:31,12.33,65.83,6.14,,
3481,04-01-2024 20:11:31,12.10,66.34,6.02,,
3482,04-01-2024 20:21:31,11.91,67.08,6.01,,
3483,04-01-2024 20:31:31,11.92,66.80,5.96,,
3484,04-01-2024 20:41:31,11.89,66.03,5.76,,
3485,04-01-2024 20:51:31,11.69,66.79,5.73,,
3486,04-01-2024 21:01:31,11.61,67.95,5.91,,
3487,04-01-2024 21:11:31,11.66,66.33,5.60,,
3488,04-01-2024 21:21:31,11.52,66.69,5.55,,
3489,04-01-2024 21:31:31,11.23,67.77,5.50,,
3490,04-01-2024 21:41:31,11.14,69.48,5.78,,
3491,04-01-2024 21:51:31,11.27,68.88,5.78,,
3492,04-01-2024 22:01:31,11.41,68.42,5.81,,
3493,04-01-2024 22:11:31,11.46,68.79,5.94,,
3494,04-01-2024 22:21:31,11.53,69.78,6.21,,
3495,04-01-2024 22:31:31,11.51,70.40,6.32,,
3496,04-01-2024 22:41:31,11.57,69.90,6.28,,
3497,04-01-2024 22:51:31,11.68,69.67,6.33,,
3498,04-01-2024 23:01:31,11.72,70.54,6.55,,
3499,04-01-2024 23:11:31,11.82,69.29,6.39,,
3500,04-01-2024 23:21:31,11.86,69.25,6.42,,
3501,04-01-2024 23:31:31,11.85,69.75,6.51,,
3502,04-01-2024 23:41:31,11.88,68.38,6.26,,
3503,04-01-2024 23:51:31,11.90,68.30,6.26,,
3504,04-02-2024 00:01:31,11.90,68.78,6.36,,
3505,04-02-2024 00:11:31,11.89,69.81,6.57,,
3506,04-02-2024 00:21:31,11.90,68.91,6.39,,
3507,04-02-2024 00:31:31,11.96,68.73,6.40,,
3508,04-02-2024 00:41:31,11.96,68.40,6.33,,
3509,04-02-2024 00:51:31,11.92,68.41,6.30,,
3510,04-02-2024 01:01:31,11.90,69.07,6.42,,
3511,04-02-2024 01:11:31,11.88,69.02,6.39,,
3512,04-02-2024 01:21:31,11.82,68.82,6.29,,
3513,04-02-2024 01:31:31,11.73,69.70,6.39,,
3514,04-02-2024 01:41:31,11.72,69.15,6.27,,
3515,04-02-2024 01:51:31,11.69,69.02,6.21,,
3516,04-02-2024 02:01:31,11.62,69.86,6.32,,
3517,04-02-2024 02:11:31,11.69,68.78,6.16,,
3518,04-02-2024 02:21:31,11.73,68.65,6.17,,
3519,04-02-2024 02:31:31,11.61,68.73,6.07,,
3520,04-02-2024 02:41:31,11.54,67.87,5.82,,
3521,04-02-2024 02:51:31,11.38,68.64,5.83,,
3522,04-02-2024 03:01:31,11.48,68.12,5.82,,
3523,04-02-2024 03:11:31,11.52,68.02,5.83,,
3524,04-02-2024 03:21:31,11.34,68.63,5.80,,
3525,04-02-2024 03:31:31,11.16,68.97,5.69,,
3526,04-02-2024 03:41:31,11.03,69.67,5.72,,
3527,04-02-2024 03:51:31,11.03,69.92,5.77,,
3528,04-02-2024 04:01:31,11.17,69.63,5.84,,
3529,04-02-2024 04:11:31,11.39,68.42,5.79,,
3530,04-02-2024 04:21:31,11.46,68.68,5.92,,
3531,04-02-2024 04:31:31,11.44,68.95,5.96,,
3532,04-02-2024 04:41:31,11.45,69.25,6.03,,
3533,04-02-2024 04:51:31,11.46,69.29,6.05,,
3534,04-02-2024 05:01:31,11.44,69.19,6.01,,
3535,04-02-2024 05:11:31,11.41,69.73,6.09,,
3536,04-02-2024 05:21:31,11.42,70.47,6.25,,
3537,04-02-2024 05:31:31,11.38,70.92,6.30,,
3538,04-02-2024 05:41:31,11.36,71.35,6.37,,
3539,04-02-2024 05:51:31,11.34,71.50,6.39,,
3540,04-02-2024 06:01:31,11.22,72.20,6.41,,
3541,04-02-2024 06:11:31,11.14,73.01,6.50,,
3542,04-02-2024 06:21:31,11.12,73.41,6.55,,
3543,04-02-2024 06:31:31,11.11,73.99,6.66,,
3544,04-02-2024 06:41:31,11.10,74.19,6.69,,
3545,04-02-2024 06:51:31,11.09,74.26,6.69,,
3546,04-02-2024 07:01:31,11.15,74.32,6.76,,
3547,04-02-2024 07:11:31,11.24,74.67,6.92,,
3548,04-02-2024 07:21:31,11.25,75.33,7.05,,
3549,04-02-2024 07:31:31,11.26,75.74,7.14,,
3550,04-02-2024 07:41:31,11.41,76.07,7.35,,
3551,04-02-2024 07:51:31,11.71,75.51,7.54,,
3552,04-02-2024 08:01:31,12.02,74.67,7.67,,
3553,04-02-2024 08:11:31,12.01,74.89,7.71,,
3554,04-02-2024 08:21:31,12.20,74.52,7.82,,
3555,04-02-2024 08:31:31,12.25,74.54,7.87,,
3556,04-02-2024 08:41:31,12.41,74.70,8.05,,
3557,04-02-2024 08:51:31,12.57,73.94,8.06,,
3558,04-02-2024 09:01:31,12.67,73.72,8.12,,
3559,04-02-2024 09:11:31,12.90,72.87,8.16,,
3560,04-02-2024 09:21:31,13.18,72.08,8.27,,
3561,04-02-2024 09:31:31,13.27,71.71,8.29,,
3562,04-02-2024 09:41:31,13.37,70.88,8.21,,
3563,04-02-2024 09:51:31,13.61,70.61,8.38,,
3564,04-02-2024 10:01:31,13.65,70.55,8.41,,
3565,04-02-2024 10:11:31,13.80,69.90,8.42,,
3566,04-02-2024 10:21:31,14.30,69.11,8.73,,
3567,04-02-2024 10:31:31,14.77,67.17,8.75,,
3568,04-02-2024 10:41:31,14.64,66.20,8.41,,
3569,04-02-2024 10:51:31,14.79,65.96,8.50,,
3570,04-02-2024 11:01:31,14.68,65.33,8.26,,
3571,04-02-2024 11:11:31,14.51,65.58,8.15,,
3572,04-02-2024 11:21:31,14.54,65.45,8.16,,
3573,04-02-2024 11:31:31,14.65,65.44,8.25,,
3574,04-02-2024 11:41:31,14.45,65.55,8.10,,
3575,04-02-2024 11:51:31,14.26,66.27,8.07,,
3576,04-02-2024 12:01:31,14.41,65.77,8.10,,
3577,04-02-2024 12:11:31,14.15,65.69,7.84,,
3578,04-02-2024 12:21:31,14.27,65.02,7.80,,
3579,04-02-2024 12:31:31,14.43,63.35,7.57,,
3580,04-02-2024 12:41:31,14.26,64.04,7.57,,
3581,04-02-2024 12:51:31,14.14,66.70,8.05,,
3582,04-02-2024 13:01:31,14.05,67.35,8.11,,
3583,04-02-2024 13:11:31,13.96,67.23,8.00,,
3584,04-02-2024 13:21:31,13.95,66.93,7.92,,
3585,04-02-2024 13:31:31,13.85,67.71,8.00,,
3586,04-02-2024 13:41:31,13.93,68.81,8.31,,
3587,04-02-2024 13:51:31,13.66,69.17,8.13,,
3588,04-02-2024 14:01:31,13.56,71.49,8.52,,
3589,04-02-2024 14:11:31,13.35,71.13,8.24,,
3590,04-02-2024 14:21:31,13.05,71.08,7.94,,
3591,04-02-2024 14:31:31,12.90,71.17,7.82,,
3592,04-02-2024 14:41:31,12.73,71.22,7.66,,
3593,04-02-2024 14:51:31,12.81,71.61,7.83,,
