#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,Started Offset,End of File
5064,04-10-2025 16:11:50,17.62,63.57,10.64,,,,
5065,04-10-2025 16:21:50,17.12,65.71,10.67,,,,
5066,04-10-2025 16:31:50,16.98,65.59,10.51,,,,
5067,04-10-2025 16:41:50,16.45,66.00,10.10,,,,
5068,04-10-2025 16:51:50,14.43,84.25,11.82,,,,
5069,04-10-2025 17:01:50,13.07,86.50,10.88,,,,
5070,04-10-2025 17:11:50,13.17,86.62,11.00,,,,
5071,04-10-2025 17:21:50,13.20,84.36,10.64,,,,
5072,04-10-2025 17:31:50,13.05,82.33,10.12,,,,
5073,04-10-2025 17:41:50,13.22,83.09,10.42,,,,
5074,04-10-2025 17:51:50,13.45,80.86,10.25,,,,
5075,04-10-2025 18:01:50,13.58,78.36,9.90,,,,
5076,04-10-2025 18:11:50,13.62,76.85,9.64,,,,
5077,04-10-2025 18:21:50,13.53,75.20,9.24,,,,
5078,04-10-2025 18:31:50,12.97,74.98,8.65,,,,
5079,04-10-2025 18:41:50,12.48,75.22,8.23,,,,
5080,04-10-2025 18:51:50,11.88,75.00,7.60,,,,
5081,04-10-2025 19:01:50,11.37,75.32,7.17,,,,
5082,04-10-2025 19:11:50,10.95,76.58,7.01,,,,
5083,04-10-2025 19:21:50,10.72,77.42,6.94,,,,
5084,04-10-2025 19:31:50,10.44,79.64,7.09,,,,
5085,04-10-2025 19:41:50,10.10,80.51,6.91,,,,
5086,04-10-2025 19:51:50,9.77,82.80,7.00,,,,
5087,04-10-2025 20:01:50,9.47,82.24,6.60,,,,
5088,04-10-2025 20:11:50,9.23,82.54,6.43,,,,
5089,04-10-2025 20:21:50,9.12,82.31,6.28,,,,
5090,04-10-2025 20:31:50,9.05,81.91,6.13,,,,
5091,04-10-2025 20:41:50,9.00,82.01,6.10,,,,
5092,04-10-2025 20:51:50,9.00,80.41,5.82,,,,
5093,04-10-2025 21:01:50,8.92,81.10,5.86,,,,
5094,04-10-2025 21:11:50,8.79,81.89,5.87,,,,
5095,04-10-2025 21:21:50,8.63,83.14,5.94,,,,
5096,04-10-2025 21:31:50,8.44,83.79,5.87,,,,
5097,04-10-2025 21:41:50,8.36,83.57,5.75,,,,
5098,04-10-2025 21:51:50,8.16,84.43,5.70,,,,
5099,04-10-2025 22:01:50,7.97,85.76,5.74,,,,
5100,04-10-2025 22:11:50,7.89,85.50,5.62,,,,
5101,04-10-2025 22:21:50,8.04,84.68,5.62,,,,
5102,04-10-2025 22:31:50,8.00,84.17,5.50,,,,
5103,04-10-2025 22:41:50,7.97,83.76,5.40,,,,
5104,04-10-2025 22:51:50,7.87,83.80,5.31,,,,
5105,04-10-2025 23:01:50,7.42,85.22,5.11,,,,
5106,04-10-2025 23:11:50,6.87,86.02,4.70,,,,
5107,04-10-2025 23:21:50,6.50,88.14,4.68,,,,
5108,04-10-2025 23:31:50,6.20,88.21,4.40,,,,
5109,04-10-2025 23:41:50,5.90,89.34,4.29,,,,
5110,04-10-2025 23:51:50,5.87,90.34,4.41,,,,
5111,04-11-2025 00:01:50,5.75,90.85,4.38,,,,
5112,04-11-2025 00:11:50,5.66,91.39,4.37,,,,
5113,04-11-2025 00:21:50,5.62,91.91,4.41,,,,
5114,04-11-2025 00:31:50,5.59,92.48,4.47,,,,
5115,04-11-2025 00:41:50,5.52,92.30,4.37,,,,
5116,04-11-2025 00:51:50,5.38,92.64,4.29,,,,
5117,04-11-2025 01:01:50,5.46,93.84,4.55,,,,
5118,04-11-2025 01:11:50,5.80,94.34,4.96,,,,
5119,04-11-2025 01:21:50,6.09,94.16,5.23,,,,
5120,04-11-2025 01:31:50,6.15,93.12,5.13,,,,
5121,04-11-2025 01:41:50,6.04,92.32,4.89,,,,
5122,04-11-2025 01:51:50,6.00,92.51,4.88,,,,
5123,04-11-2025 02:01:50,5.99,92.38,4.85,,,,
5124,04-11-2025 02:11:50,5.93,92.36,4.79,,,,
5125,04-11-2025 02:21:50,5.60,91.44,4.32,,,,
5126,04-11-2025 02:31:50,5.43,92.91,4.38,,,,
5127,04-11-2025 02:41:50,5.43,93.75,4.51,,,,
5128,04-11-2025 02:51:50,5.31,93.17,4.30,,,,
5129,04-11-2025 03:01:50,5.19,93.71,4.27,,,,
5130,04-11-2025 03:11:50,5.23,94.53,4.43,,,,
5131,04-11-2025 03:21:50,5.12,93.62,4.18,,,,
5132,04-11-2025 03:31:50,5.02,94.07,4.15,,,,
5133,04-11-2025 03:41:50,4.93,94.17,4.07,,,,
5134,04-11-2025 03:51:50,4.83,94.28,3.99,,,,
5135,04-11-2025 04:01:50,4.70,94.68,3.93,,,,
5136,04-11-2025 04:11:50,4.80,95.22,4.11,,,,
5137,04-11-2025 04:21:50,4.72,94.24,3.87,,,,
5138,04-11-2025 04:31:50,4.65,94.06,3.78,,,,
5139,04-11-2025 04:41:50,4.54,93.40,3.57,,,,
5140,04-11-2025 04:51:50,4.34,92.61,3.25,,,,
5141,04-11-2025 05:01:50,4.27,93.74,3.35,,,,
5142,04-11-2025 05:11:50,4.22,93.64,3.29,,,,
5143,04-11-2025 05:21:50,4.39,94.05,3.52,,,,
5144,04-11-2025 05:31:50,4.45,93.65,3.52,,,,
5145,04-11-2025 05:41:50,4.41,93.35,3.43,,,,
5146,04-11-2025 05:51:50,4.44,93.05,3.42,,,,
5147,04-11-2025 06:01:50,4.45,93.15,3.44,,,,
5148,04-11-2025 06:11:50,4.49,93.22,3.49,,,,
5149,04-11-2025 06:21:50,4.44,93.19,3.44,,,,
5150,04-11-2025 06:31:50,4.46,93.43,3.49,,,,
5151,04-11-2025 06:41:50,4.53,93.51,3.58,,,,
5152,04-11-2025 06:51:50,4.63,93.34,3.65,,,,
5153,04-11-2025 07:01:50,4.72,93.24,3.73,,,,
5154,04-11-2025 07:11:50,4.94,93.08,3.91,,,,
5155,04-11-2025 07:21:50,5.39,92.81,4.32,,,,
5156,04-11-2025 07:31:50,5.97,91.48,4.69,,,,
5157,04-11-2025 07:41:50,6.61,87.20,4.64,,,,
5158,04-11-2025 07:51:50,7.17,84.12,4.68,,,,
5159,04-11-2025 08:01:50,7.55,81.67,4.63,,,,
5160,04-11-2025 08:11:50,7.92,79.84,4.66,,,,
5161,04-11-2025 08:21:50,8.69,79.24,5.30,,,,
5162,04-11-2025 08:31:50,9.57,75.83,5.53,,,,
5163,04-11-2025 08:41:50,10.37,71.62,5.47,,,,
5164,04-11-2025 08:51:50,10.92,70.13,5.70,,,,
5165,04-11-2025 09:01:50,11.99,69.79,6.66,,,,
5166,04-11-2025 09:11:50,12.55,66.35,6.46,,,,
5167,04-11-2025 09:21:50,12.84,69.60,7.43,,,,
5168,04-11-2025 09:31:50,13.95,66.38,7.80,,,,
5169,04-11-2025 09:41:50,14.57,61.15,7.19,,,,
5170,04-11-2025 09:51:50,15.04,60.20,7.41,,,,
5171,04-11-2025 10:01:50,15.19,59.39,7.35,,,,
5172,04-11-2025 10:11:50,15.15,60.89,7.68,,,,
5173,04-11-2025 10:21:50,15.69,61.51,8.33,,,,
5174,04-11-2025 10:31:50,16.70,56.50,8.03,,,,
5175,04-11-2025 10:41:50,16.87,54.61,7.69,,,,
5176,04-11-2025 10:51:50,17.53,53.77,8.07,,,,
5177,04-11-2025 11:01:50,16.17,54.97,7.13,,,,
5178,04-11-2025 11:11:50,15.33,57.58,7.02,,,,
5179,04-11-2025 11:21:50,14.86,57.79,6.63,,,,
5180,04-11-2025 11:31:50,14.79,58.95,6.86,,,,
5181,04-11-2025 11:41:50,15.03,56.92,6.57,,,,
5182,04-11-2025 11:51:50,15.81,57.81,7.53,,,,
5183,04-11-2025 12:01:50,16.76,55.15,7.73,,,,
5184,04-11-2025 12:11:50,16.89,56.21,8.13,,,,
5185,04-11-2025 12:21:50,17.19,53.64,7.72,,,,
5186,04-11-2025 12:31:50,17.05,54.21,7.75,,,,
5187,04-11-2025 12:41:50,15.92,56.04,7.18,,,,
5188,04-11-2025 12:51:50,14.74,56.39,6.17,,,,
5189,04-11-2025 13:01:50,14.35,59.78,6.65,,,,
5190,04-11-2025 13:11:50,13.86,58.77,5.94,,,,
5191,04-11-2025 13:21:50,13.99,59.13,6.15,,,,
5192,04-11-2025 13:31:50,14.16,60.62,6.68,,,,
5193,04-11-2025 13:41:50,14.33,58.17,6.23,,,,
5194,04-11-2025 13:51:50,14.48,57.26,6.14,,,,
5195,04-11-2025 14:01:50,14.59,58.32,6.51,,,,
5196,04-11-2025 14:11:50,14.91,58.27,6.81,,,,
5197,04-11-2025 14:21:50,14.95,52.76,5.40,,,,
5198,04-11-2025 14:31:50,14.98,56.22,6.35,,,,
5199,04-11-2025 14:41:50,14.91,60.39,7.33,,,,
5200,04-11-2025 14:51:50,14.94,58.08,6.78,,,,
5201,04-11-2025 15:01:50,14.57,57.18,6.21,,,,
5202,04-11-2025 15:11:50,14.70,55.82,5.98,,,,
5203,04-11-2025 15:21:50,15.49,54.93,6.49,,,,
5204,04-11-2025 15:31:50,15.55,54.43,6.41,,,,
5205,04-11-2025 15:41:50,15.76,54.18,6.54,,,,
5206,04-11-2025 15:51:50,15.47,53.48,6.08,,,,
5207,04-11-2025 16:01:50,14.71,58.89,6.77,,,,
5208,04-11-2025 16:11:50,14.08,58.67,6.12,,,,
5209,04-11-2025 16:21:50,13.84,61.63,6.61,,,,
5210,04-11-2025 16:31:50,13.44,61.22,6.13,,,,
5211,04-11-2025 16:41:50,12.99,60.46,5.53,,,,
5212,04-11-2025 16:51:50,12.77,60.82,5.41,,,,
5213,04-11-2025 17:01:50,12.76,61.14,5.47,,,,
5214,04-11-2025 17:11:50,13.03,60.32,5.54,,,,
5215,04-11-2025 17:21:50,12.83,61.62,5.65,,,,
5216,04-11-2025 17:31:50,12.58,61.31,5.34,,,,
5217,04-11-2025 17:41:50,12.19,63.72,5.53,,,,
5218,04-11-2025 17:51:50,12.14,62.47,5.20,,,,
5219,04-11-2025 18:01:50,11.87,63.05,5.08,,,,
5220,04-11-2025 18:11:50,11.26,62.68,4.41,,,,
5221,04-11-2025 18:21:50,10.92,64.74,4.55,,,,
5222,04-11-2025 18:31:50,10.68,66.10,4.62,,,,
5223,04-11-2025 18:41:50,10.51,68.55,4.98,,,,
5224,04-11-2025 18:51:50,10.28,68.97,4.85,,,,
5225,04-11-2025 19:01:50,10.12,70.48,5.01,,,,
5226,04-11-2025 19:11:50,9.93,71.26,4.98,,,,
5227,04-11-2025 19:21:50,9.69,72.94,5.09,,,,
5228,04-11-2025 19:31:50,9.51,74.63,5.24,,,,
5229,04-11-2025 19:41:50,9.34,74.55,5.06,,,,
5230,04-11-2025 19:51:50,9.24,72.90,4.64,,,,
5231,04-11-2025 20:01:50,9.15,75.51,5.06,,,,
5232,04-11-2025 20:11:50,9.01,75.25,4.87,,,,
5233,04-11-2025 20:21:50,8.90,76.18,4.94,,,,
5234,04-11-2025 20:31:50,8.88,74.88,4.68,,,,
5235,04-11-2025 20:41:50,8.86,74.56,4.60,,,,
5236,04-11-2025 20:51:50,8.70,75.94,4.70,,,,
5237,04-11-2025 21:01:50,8.67,76.70,4.82,,,,
5238,04-11-2025 21:11:50,8.61,77.02,4.82,,,,
5239,04-11-2025 21:21:50,8.51,75.42,4.42,,,,
5240,04-11-2025 21:31:50,8.59,74.42,4.31,,,,
5241,04-11-2025 21:41:50,8.68,75.08,4.52,,,,
5242,04-11-2025 21:51:50,8.72,74.27,4.41,,,,
5243,04-11-2025 22:01:50,8.72,74.66,4.49,,,,
5244,04-11-2025 22:11:50,8.72,75.15,4.57,,,,
5245,04-11-2025 22:21:50,8.75,74.79,4.53,,,,
5246,04-11-2025 22:31:50,8.77,73.95,4.39,,,,
5247,04-11-2025 22:41:50,8.76,73.95,4.39,,,,
5248,04-11-2025 22:51:50,8.67,73.40,4.19,,,,
5249,04-11-2025 23:01:50,8.55,74.40,4.26,,,,
5250,04-11-2025 23:11:50,8.44,75.27,4.33,,,,
5251,04-11-2025 23:21:50,8.41,76.39,4.51,,,,
5252,04-11-2025 23:31:50,8.40,76.59,4.53,,,,
5253,04-11-2025 23:41:50,8.33,75.35,4.24,,,,
5254,04-11-2025 23:51:50,8.30,75.57,4.24,,,,
5255,04-12-2025 00:01:50,8.21,74.91,4.03,,,,
5256,04-12-2025 00:11:50,8.10,74.97,3.94,,,,
5257,04-12-2025 00:21:50,8.02,77.44,4.33,,,,
5258,04-12-2025 00:31:50,7.94,77.98,4.35,,,,
5259,04-12-2025 00:41:50,7.84,77.84,4.22,,,,
5260,04-12-2025 00:51:50,7.75,78.54,4.26,,,,
5261,04-12-2025 01:01:50,7.61,77.94,4.02,,,,
5262,04-12-2025 01:11:50,7.49,78.47,4.00,,,,
5263,04-12-2025 01:21:50,7.34,79.76,4.08,,,,
5264,04-12-2025 01:31:50,7.19,80.89,4.14,,,,
5265,04-12-2025 01:41:50,7.13,79.53,3.84,,,,
5266,04-12-2025 01:51:50,7.09,80.74,4.01,,,,
5267,04-12-2025 02:01:50,7.00,80.56,3.89,,,,
5268,04-12-2025 02:11:50,6.94,80.81,3.87,,,,
5269,04-12-2025 02:21:50,6.86,81.67,3.95,,,,
5270,04-12-2025 02:31:50,6.84,83.07,4.18,,,,
5271,04-12-2025 02:41:50,6.89,85.92,4.70,,,,
5272,04-12-2025 02:51:50,6.94,85.74,4.72,,,,
5273,04-12-2025 03:01:50,6.91,84.67,4.52,,,,
5274,04-12-2025 03:11:50,6.90,84.93,4.55,,,,
5275,04-12-2025 03:21:50,6.78,84.59,4.37,,,,
5276,04-12-2025 03:31:50,6.65,84.48,4.23,,,,
5277,04-12-2025 03:41:50,6.51,85.74,4.30,,,,
5278,04-12-2025 03:51:50,6.43,87.08,4.45,,,,
5279,04-12-2025 04:01:50,6.44,86.54,4.37,,,,
5280,04-12-2025 04:11:50,6.43,85.62,4.20,,,,
5281,04-12-2025 04:21:50,6.32,85.31,4.04,,,,
5282,04-12-2025 04:31:50,6.30,86.03,4.14,,,,
5283,04-12-2025 04:41:50,6.24,87.17,4.27,,,,
5284,04-12-2025 04:51:50,6.11,87.87,4.25,,,,
5285,04-12-2025 05:01:50,5.97,88.30,4.19,,,,
5286,04-12-2025 05:11:50,5.91,88.49,4.16,,,,
5287,04-12-2025 05:21:50,5.90,88.50,4.15,,,,
5288,04-12-2025 05:31:50,5.87,88.07,4.06,,,,
5289,04-12-2025 05:41:50,5.79,87.73,3.92,,,,
5290,04-12-2025 05:51:50,5.72,88.01,3.90,,,,
5291,04-12-2025 06:01:50,5.69,87.80,3.83,,,,
5292,04-12-2025 06:11:50,5.68,87.44,3.76,,,,
5293,04-12-2025 06:21:50,5.63,87.55,3.73,,,,
5294,04-12-2025 06:31:50,5.50,86.49,3.43,,,,
5295,04-12-2025 06:41:50,5.41,86.74,3.38,,,,
5296,04-12-2025 06:51:50,5.39,86.47,3.32,,,,
5297,04-12-2025 07:01:50,5.36,86.26,3.25,,,,
5298,04-12-2025 07:11:50,5.28,85.78,3.10,,,,
5299,04-12-2025 07:21:50,5.30,86.02,3.16,,,,
5300,04-12-2025 07:31:50,5.48,86.94,3.49,,,,
5301,04-12-2025 07:41:50,5.72,86.83,3.70,,,,
5302,04-12-2025 07:51:50,5.93,85.71,3.72,,,,
5303,04-12-2025 08:01:50,6.21,85.74,4.01,,,,
5304,04-12-2025 08:11:50,6.61,84.57,4.20,,,,
5305,04-12-2025 08:21:50,7.34,82.50,4.57,,,,
5306,04-12-2025 08:31:50,7.94,80.61,4.82,,,,
5307,04-12-2025 08:41:50,8.67,78.36,5.13,,,,
5308,04-12-2025 08:51:50,9.38,75.11,5.21,,,,
5309,04-12-2025 09:01:50,10.14,71.67,5.27,,,,
5310,04-12-2025 09:11:50,10.36,70.09,5.15,,,,
5311,04-12-2025 09:21:50,10.84,68.75,5.34,,,,
5312,04-12-2025 09:31:50,11.62,67.35,5.78,,,,
5313,04-12-2025 09:41:50,12.46,64.40,5.94,,,,
5314,04-12-2025 09:51:50,12.92,63.01,6.06,,,,
5315,04-12-2025 10:01:50,13.37,61.95,6.24,,,,
5316,04-12-2025 10:11:50,13.97,59.02,6.11,,,,
5317,04-12-2025 10:21:50,14.12,58.78,6.18,,,,
5318,04-12-2025 10:31:50,14.36,57.79,6.16,,,,
5319,04-12-2025 10:41:50,14.63,58.52,6.60,,,,
5320,04-12-2025 10:51:50,14.76,55.79,6.03,,,,
5321,04-12-2025 11:01:50,14.97,55.15,6.06,,,,
5322,04-12-2025 11:11:50,15.25,57.46,6.91,,,,
5323,04-12-2025 11:21:50,15.39,56.29,6.75,,,,
5324,04-12-2025 11:31:50,16.00,55.96,7.23,,,,
5325,04-12-2025 11:41:50,15.78,56.48,7.16,,,,
5326,04-12-2025 11:51:50,15.96,53.91,6.65,,,,
5327,04-12-2025 12:01:50,16.04,53.17,6.53,,,,
5328,04-12-2025 12:11:50,15.97,58.42,7.84,,,,
5329,04-12-2025 12:21:50,16.04,54.41,6.86,,,,
5330,04-12-2025 12:31:50,15.99,57.09,7.52,,,,
5331,04-12-2025 12:41:50,14.98,56.54,6.43,,,,
5332,04-12-2025 12:51:50,13.97,59.83,6.31,,,,
5333,04-12-2025 13:01:50,13.44,61.50,6.20,,,,
5334,04-12-2025 13:11:50,12.97,63.95,6.33,,,,
5335,04-12-2025 13:21:50,12.76,66.42,6.67,,,,
5336,04-12-2025 13:31:50,12.84,63.67,6.14,,,,
5337,04-12-2025 13:41:50,12.83,63.76,6.14,,,,
5338,04-12-2025 13:51:50,12.83,65.45,6.53,,,,
5339,04-12-2025 14:01:50,13.20,63.23,6.38,,,,
5340,04-12-2025 14:11:50,13.13,61.94,6.01,,,,
5341,04-12-2025 14:21:50,13.31,62.28,6.27,,,,
5342,04-12-2025 14:31:50,13.44,62.20,6.36,,,,
5343,04-12-2025 14:41:50,13.71,61.16,6.38,,,,
5344,04-12-2025 14:51:50,13.77,59.91,6.13,,,,
5345,04-12-2025 15:01:50,13.61,60.04,6.01,,,,
5346,04-12-2025 15:11:50,14.07,59.57,6.33,,,,
5347,04-12-2025 15:21:50,15.12,53.63,5.80,,,,
5348,04-12-2025 15:31:50,15.42,52.91,5.88,,,,
5349,04-12-2025 15:41:50,15.65,54.13,6.42,,,,
5350,04-12-2025 15:51:50,15.52,52.90,5.97,,,,
5351,04-12-2025 16:01:50,15.19,55.73,6.41,,,,
5352,04-12-2025 16:11:50,14.84,53.15,5.40,,,,
5353,04-12-2025 16:21:50,14.68,52.52,5.08,,,,
5354,04-12-2025 16:31:50,14.31,56.68,5.84,,,,
5355,04-12-2025 16:41:50,14.19,58.85,6.27,,,,
5356,04-12-2025 16:51:50,14.05,56.28,5.50,,,,
5357,04-12-2025 17:01:50,13.59,59.06,5.76,,,,
5358,04-12-2025 17:11:50,13.43,58.92,5.57,,,,
5359,04-12-2025 17:21:50,13.26,58.39,5.28,,,,
5360,04-12-2025 17:31:50,12.84,55.52,4.17,,,,
5361,04-12-2025 17:41:50,12.49,56.62,4.12,,,,
5362,04-12-2025 17:51:50,12.52,57.78,4.44,,,,
5363,04-12-2025 18:01:50,12.59,59.19,4.85,,,,
5364,04-12-2025 18:11:50,12.97,60.70,5.57,,,,
5365,04-12-2025 18:21:50,12.79,62.44,5.80,,,,
5366,04-12-2025 18:31:50,12.32,62.99,5.49,,,,
5367,04-12-2025 18:41:50,12.08,62.39,5.12,,,,
5368,04-12-2025 18:51:50,11.66,61.48,4.52,,,,
5369,04-12-2025 19:01:50,11.11,63.43,4.44,,,,
5370,04-12-2025 19:11:50,10.52,67.71,4.81,,,,
5371,04-12-2025 19:21:50,10.07,70.98,5.06,,,,
5372,04-12-2025 19:31:50,9.83,64.44,3.45,,,,
5373,04-12-2025 19:41:50,9.55,70.12,4.39,,,,
5374,04-12-2025 19:51:50,9.07,74.15,4.72,,,,
5375,04-12-2025 20:01:50,8.51,77.72,4.85,,,,
5376,04-12-2025 20:11:50,8.08,79.33,4.72,,,,
5377,04-12-2025 20:21:50,7.76,81.11,4.74,,,,
5378,04-12-2025 20:31:50,7.44,81.79,4.53,,,,
5379,04-12-2025 20:41:50,7.11,83.05,4.43,,,,
5380,04-12-2025 20:51:50,6.79,84.69,4.40,,,,
5381,04-12-2025 21:01:50,6.63,85.63,4.40,,,,
5382,04-12-2025 21:11:50,6.43,86.26,4.31,,,,
5383,04-12-2025 21:21:50,6.32,87.18,4.35,,,,
5384,04-12-2025 21:31:50,6.16,87.22,4.20,,,,
5385,04-12-2025 21:41:50,6.05,88.49,4.29,,,,
5386,04-12-2025 21:51:50,6.03,88.79,4.33,,,,
5387,04-12-2025 22:01:50,6.06,89.69,4.50,,,,
5388,04-12-2025 22:11:50,6.08,88.76,4.37,,,,
5389,04-12-2025 22:21:50,5.95,88.39,4.18,,,,
5390,04-12-2025 22:31:50,5.86,88.62,4.13,,,,
5391,04-12-2025 22:41:50,5.73,88.00,3.90,,,,
5392,04-12-2025 22:51:50,5.65,87.99,3.82,,,,
5393,04-12-2025 23:01:50,5.52,87.62,3.63,,,,
5394,04-12-2025 23:11:50,5.47,88.04,3.65,,,,
5395,04-12-2025 23:21:50,5.44,87.48,3.54,,,,
5396,04-12-2025 23:31:50,5.43,86.46,3.36,,,,
5397,04-12-2025 23:41:50,5.28,86.81,3.27,,,,
5398,04-12-2025 23:51:50,5.37,85.47,3.14,,,,
5399,04-13-2025 00:01:50,5.53,84.04,3.05,,,,
5400,04-13-2025 00:11:50,5.57,83.99,3.08,,,,
5401,04-13-2025 00:21:50,5.43,83.79,2.91,,,,
5402,04-13-2025 00:31:50,5.29,83.41,2.71,,,,
5403,04-13-2025 00:41:50,5.30,83.57,2.75,,,,
5404,04-13-2025 00:51:50,5.33,83.38,2.74,,,,
5405,04-13-2025 01:01:50,5.36,82.30,2.59,,,,
5406,04-13-2025 01:11:50,5.32,82.60,2.60,,,,
5407,04-13-2025 01:21:50,5.32,82.54,2.59,,,,
5408,04-13-2025 01:31:50,5.30,82.41,2.55,,,,
5409,04-13-2025 01:41:50,5.27,82.86,2.60,,,,
5410,04-13-2025 01:51:50,5.13,82.82,2.46,,,,
5411,04-13-2025 02:01:50,5.01,83.06,2.38,,,,
5412,04-13-2025 02:11:50,4.91,83.17,2.30,,,,
5413,04-13-2025 02:21:50,4.83,83.32,2.25,,,,
5414,04-13-2025 02:31:50,4.73,83.76,2.22,,,,
5415,04-13-2025 02:41:50,4.69,83.96,2.21,,,,
5416,04-13-2025 02:51:50,4.73,84.15,2.29,,,,
5417,04-13-2025 03:01:50,4.69,84.60,2.33,,,,
5418,04-13-2025 03:11:50,4.62,84.80,2.28,,,,
5419,04-13-2025 03:21:50,4.80,84.25,2.37,,,,
5420,04-13-2025 03:31:50,4.73,84.12,2.28,,,,
5421,04-13-2025 03:41:50,4.66,84.06,2.21,,,,
5422,04-13-2025 03:51:50,4.60,84.64,2.24,,,,
5423,04-13-2025 04:01:50,4.56,84.53,2.18,,,,
5424,04-13-2025 04:11:50,4.52,84.66,2.17,,,,
5425,04-13-2025 04:21:50,4.41,84.99,2.12,,,,
5426,04-13-2025 04:31:50,4.30,85.79,2.14,,,,
5427,04-13-2025 04:41:50,4.16,85.91,2.02,,,,
5428,04-13-2025 04:51:50,3.94,86.62,1.91,,,,
5429,04-13-2025 05:01:50,3.71,86.88,1.73,,,,
5430,04-13-2025 05:11:50,3.56,87.59,1.70,,,,
5431,04-13-2025 05:21:50,3.47,87.94,1.67,,,,
5432,04-13-2025 05:31:50,3.44,88.29,1.69,,,,
5433,04-13-2025 05:41:50,3.39,88.85,1.73,,,,
5434,04-13-2025 05:51:50,3.31,88.97,1.67,,,,
5435,04-13-2025 06:01:50,3.19,89.74,1.67,,,,
5436,04-13-2025 06:11:50,3.12,90.53,1.72,,,,
5437,04-13-2025 06:21:50,3.07,90.70,1.70,,,,
5438,04-13-2025 06:31:50,3.05,90.99,1.73,,,,
5439,04-13-2025 06:41:50,3.06,91.24,1.77,,,,
5440,04-13-2025 06:51:50,3.08,91.44,1.83,,,,
5441,04-13-2025 07:01:50,3.26,91.60,2.02,,,,
5442,04-13-2025 07:11:50,3.41,91.25,2.12,,,,
5443,04-13-2025 07:21:50,3.57,90.81,2.21,,,,
5444,04-13-2025 07:31:50,3.75,90.94,2.41,,,,
5445,04-13-2025 07:41:50,4.05,89.94,2.55,,,,
5446,04-13-2025 07:51:50,4.37,89.17,2.74,,,,
5447,04-13-2025 08:01:50,4.80,87.50,2.91,,,,
5448,04-13-2025 08:11:50,5.38,86.72,3.35,,,,
5449,04-13-2025 08:21:50,6.82,80.62,3.73,,,,
5450,04-13-2025 08:31:50,8.35,76.57,4.48,,,,
5451,04-13-2025 08:41:50,9.59,72.51,4.90,,,,
5452,04-13-2025 08:51:50,10.66,67.58,4.92,,,,
5453,04-13-2025 09:01:50,11.26,62.56,4.38,,,,
5454,04-13-2025 09:11:50,11.77,61.24,4.57,,,,
5455,04-13-2025 09:21:50,12.30,61.71,5.18,,,,
5456,04-13-2025 09:31:50,13.48,60.07,5.90,,,,
5457,04-13-2025 09:41:50,13.90,56.85,5.50,,,,
5458,04-13-2025 09:51:50,14.94,59.02,7.02,,,,
5459,04-13-2025 10:01:50,16.06,56.24,7.36,,,,
5460,04-13-2025 10:11:50,15.80,55.56,6.94,,,,
5461,04-13-2025 10:21:50,15.77,55.82,6.98,,,,
5462,04-13-2025 10:31:50,15.27,55.54,6.44,,,,
5463,04-13-2025 10:41:50,16.08,55.93,7.30,,,,
5464,04-13-2025 10:51:50,16.82,54.07,7.49,,,,
5465,04-13-2025 11:01:50,16.72,54.47,7.51,,,,
5466,04-13-2025 11:11:50,17.04,49.88,6.52,,,,
5467,04-13-2025 11:21:50,16.80,52.46,7.04,,,,
5468,04-13-2025 11:31:50,16.91,54.73,7.76,,,,
5469,04-13-2025 11:41:50,16.84,53.83,7.45,,,,
5470,04-13-2025 11:51:50,17.08,51.66,7.07,,,,
5471,04-13-2025 12:01:50,17.45,52.41,7.62,,,,
5472,04-13-2025 12:11:50,16.89,55.15,7.85,,,,
5473,04-13-2025 12:21:50,17.33,53.92,7.93,,,,
5474,04-13-2025 12:31:50,17.37,51.00,7.15,,,,
5475,04-13-2025 12:41:50,16.30,53.18,6.76,,,,
5476,04-13-2025 12:51:50,15.67,56.58,7.08,,,,
5477,04-13-2025 13:01:50,14.69,56.97,6.26,,,,
5478,04-13-2025 13:11:50,14.97,59.79,7.24,,,,
5479,04-13-2025 13:21:50,14.82,60.23,7.20,,,,
5480,04-13-2025 13:31:50,14.54,60.38,6.97,,,,
5481,04-13-2025 13:41:50,14.50,60.19,6.89,,,,
5482,04-13-2025 13:51:50,14.50,62.83,7.51,,,,
5483,04-13-2025 14:01:50,14.67,62.58,7.62,,,,
5484,04-13-2025 14:11:50,14.76,61.15,7.37,,,,
5485,04-13-2025 14:21:50,15.26,58.50,7.18,,,,
5486,04-13-2025 14:31:50,14.85,59.30,7.00,,,,
5487,04-13-2025 14:41:50,14.45,61.19,7.08,,,,
5488,04-13-2025 14:51:50,14.28,61.63,7.03,,,,
5489,04-13-2025 15:01:50,14.48,61.33,7.15,,,,
5490,04-13-2025 15:11:50,14.50,59.97,6.83,,,,
5491,04-13-2025 15:21:50,14.50,61.66,7.24,,,,
5492,04-13-2025 15:31:50,15.00,56.11,6.34,,,,
5493,04-13-2025 15:41:50,15.45,56.85,6.95,,,,
5494,04-13-2025 15:51:50,15.59,53.94,6.32,,,,
5495,04-13-2025 16:01:50,15.61,58.21,7.44,,,,
5496,04-13-2025 16:11:50,15.65,57.22,7.23,,,,
5497,04-13-2025 16:21:50,15.49,58.99,7.53,,,,
5498,04-13-2025 16:31:50,14.63,60.21,7.02,,,,
